"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2020,38700457,1,38787096
2020,38700466,1,38791443
2020,38700465,1,38791442
2020,38698004,1,38787108
2020,38698009,1,38787114
2020,38698011,1,38791459
2020,38700487,1,38791466
2020,38700508,1,38787134
2020,38698034,1,38787141
2020,38698037,1,38787142
2020,38698039,1,38787143
2020,38698053,1,38787155
2020,38700536,1,38791515
2020,38698058,1,38787160
2020,38700543,1,38787171
2020,38698088,1,38787187
2020,38698000,1,38787104
2020,38700502,1,38787128
2020,38700518,1,38791493
2020,38698042,1,38791502
2020,38700539,1,38791518
2020,38698076,1,38787179
2020,38700557,1,38791540
2020,38698089,1,38791543
2020,39281510,1,39501825
2020,38697982,1,38787086
2020,39541007,7,39831468
2020,38697937,1,38787037
2020,38700413,1,38791394
2020,38700454,1,38787082
2020,38697984,1,38787090
2020,38700459,1,38791433
2020,38697996,1,38791440
2020,38700479,1,38791454
2020,38700497,7,38791475
2020,38700527,3,38791506
2020,38698057,1,38787159
2020,38700422,1,38791405
2020,38697952,1,38791418
2020,38700436,1,38791416
2020,38700464,1,38787102
2020,38700323,1,38786952
2020,38698048,1,38787150
2020,38698015,1,38791462
2020,38698052,1,38791508
2020,38700531,4,38791510
2020,38700548,1,38791526
2020,38700560,1,38791542
2020,38697603,7,38790936
2020,38697602,1,38786689
2020,38137699,1,38219087
2020,38137709,1,38219098
2020,38467625,1,38542976
2020,38470833,1,38543045
2020,38467572,1,38542926
2020,38467573,1,38542927
2020,38467589,1,38550172
2020,38470772,1,38542943
2020,38467605,1,38542959
2020,38467684,1,38543036
2020,38139757,1,38225174
2020,38137761,1,38219154
2020,38137667,1,38219058
2020,38139698,1,38225117
2020,38139707,1,38225127
2020,38137730,1,38219123
2020,38137762,1,38219155
2020,38137764,1,38219156
2020,38137769,1,38219160
2020,38137778,1,38225193
2020,38137718,1,38219109
2020,38137732,1,38219125
2020,38137752,1,38219145
2020,38137765,1,38225185
2020,38137775,1,38219165
2020,40124450,1,40461361
2020,40129539,1,40469955
2020,40129541,1,40461408
2020,40124495,1,40469962
2020,40134531,1,40461447
2020,40129569,1,40469991
2020,40129572,1,40469992
2020,40134540,1,40461463
2020,40134588,1,40470036
2020,40134584,1,40461502
2020,38470800,1,38550202
2020,38470837,1,38550239
2020,38137589,1,38218974
2020,38137698,1,38219086
2020,40187613,1,40518168
2020,40187624,1,40513470
2020,40183062,1,40513500
2020,40187652,1,40518203
2020,39281478,1,39501798
2020,39284719,1,39505332
2020,39281497,1,39505346
2020,39281512,1,39505353
2020,39284744,1,39505359
2020,39284765,1,39505381
2020,38137576,1,38218960
2020,38137681,1,38219072
2020,38137688,1,38225128
2020,38139708,1,38225129
2020,38137694,1,38219082
2020,38137725,1,38219117
2020,38137727,1,38219119
2020,38137787,1,38219176
2020,38467683,1,38550228
2020,39281514,1,39505356
2020,39284756,1,39501839
2020,40187622,1,40513468
2020,40187625,1,40518176
2020,40183032,1,40513475
2020,40187631,1,40513477
2020,40183040,1,40513482
2020,40183053,1,40513493
2020,40183061,1,40513501
2020,40187670,1,40518217
2020,40187675,1,40518221
2020,40187677,1,40518223
2020,40187680,1,40518227
2020,40187682,1,40513526
2020,40183082,1,40513527
2020,40187686,1,40518231
2020,40187687,1,40518232
2020,40183084,1,40518233
2020,38137726,1,38219118
2020,38139743,1,38225159
2020,38137770,1,38225189
2020,40610947,1,40960448
2020,40610964,1,40951077
2020,40615057,1,40960471
2020,40610997,1,40960503
2020,40611013,1,40951121
2020,40615105,1,40951125
2020,40615123,1,40951135
2020,40611079,1,40960597
2020,40611083,1,40960600
2020,40611132,1,40960654
2020,40611232,1,40960752
2020,40611227,1,40960746
2020,40611261,1,40951269
2020,40615266,1,40960798
2020,40611296,1,40960808
2020,40611299,1,40960812
2020,40611342,1,40951319
2020,40611410,1,40960922
2020,40615352,1,40960944
2020,40615370,1,40951383
2020,40611467,1,40960981
2020,40615380,1,40951390
2020,40615392,1,40951397
2020,40611483,1,40961005
2020,40615399,1,40961014
2020,40611498,1,40961022
2020,40611500,1,40961024
2020,40610929,1,40960429
2020,40610937,1,40960438
2020,40615062,1,40951085
2020,40610983,1,40951092
2020,40610991,1,40951096
2020,40610990,1,40960496
2020,40610998,1,40960504
2020,40611015,1,40960521
2020,40611017,1,40960522
2020,40611014,1,40960517
2020,40611111,1,40960627
2020,40611124,1,40960646
2020,40611154,1,40960677
2020,40611501,1,40961025
2020,41641816,1,42045618
2020,41641817,1,42042289
2020,41638386,1,42045620
2020,41638419,1,42045656
2020,41641853,1,42042321
2020,41641859,1,42042328
2020,41638439,1,42042340
2020,40611041,1,40960556
2020,40615139,1,40951150
2020,40611063,1,40960578
2020,40611061,1,40960577
2020,40610911,1,40960409
2020,40615040,1,40960442
2020,40615079,3,40960501
2020,40615101,1,40960523
2020,40615115,1,40960541
2020,40611049,1,40960564
2020,40611128,1,40960649
2020,40611130,1,40960651
2020,40611231,1,40951253
2020,40615244,1,40951254
2020,40615246,1,40960748
2020,40611230,1,40960750
2020,40611237,1,40960754
2020,40611285,1,40960799
2020,40615276,1,40951289
2020,40615292,1,40951302
2020,40611331,1,40960851
2020,40611376,1,40951330
2020,40611463,1,40951385
2020,40611487,1,40961011
2020,40615404,1,40951407
2020,40615413,1,40951413
2020,40610921,1,40960420
2020,40610934,1,40960433
2020,40610986,1,40951094
2020,40610987,1,40960494
2020,40611007,1,40960515
2020,40611056,1,40960575
2020,40615153,1,40960593
2020,40611091,1,40960610
2020,40615285,1,40960829
2020,40615286,1,40951297
2020,40611396,1,40960914
2020,40615059,1,40951081
2020,40615064,1,40951086
2020,40611057,1,40951151
2020,40615144,1,40951153
2020,40615149,1,40960585
2020,40611081,1,40960602
2020,40615198,1,40951202
2020,40615197,1,40951201
2020,40611139,1,40960662
2020,40611262,1,40960777
2020,40611278,1,40960794
2020,40611297,1,40960809
2020,40611301,1,40960813
2020,40615297,1,40951306
2020,40615327,1,40951335
2020,40615300,1,40951308
2020,40610946,1,40960446
2020,40610952,1,40960454
2020,40615110,1,40951128
2020,40611032,1,40951137
2020,40610928,1,40960427
2020,40610940,1,40960439
2020,40610970,1,40960475
2020,40610988,4,40951095
2020,40615089,1,40951112
2020,40611008,1,40960514
2020,40611020,1,40960527
2020,40611036,1,40951142
2020,40611037,1,40960553
2020,40611052,1,40960568
2020,40615142,1,40951152
2020,40611075,1,40960596
2020,40611074,1,40960592
2020,40615176,1,40960634
2020,40615193,1,40951198
2020,40611144,1,40960666
2020,40615230,1,40951239
2020,40611228,1,40951252
2020,40615247,1,40951257
2020,40611234,1,40951258
2020,40615278,1,40951290
2020,40611335,1,40960855
2020,40611351,1,40960871
2020,40615322,1,40951329
2020,40615328,1,40951336
2020,40611416,1,40951357
2020,40611424,1,40960938
2020,40615368,1,40951381
2020,40611479,1,40960998
2020,40615407,1,40951410
2020,40610927,1,40960426
2020,40610950,1,40960450
2020,40610971,1,40960476
2020,40610984,1,40960493
2020,40611003,1,40951109
2020,40611005,1,40960510
2020,40611009,1,40960512
2020,40611098,1,40960614
2020,40611364,1,40951324
2020,40611386,1,40960904
2020,40611058,1,40951154
2020,40611045,1,40960561
2020,40615136,1,40960560
2020,40611096,1,40951175
2020,40611125,1,40960647
2020,40615185,1,40951190
2020,40615290,1,40960836
2020,40134614,1,40461532
2020,40129657,1,40470076
2020,40134765,1,40461680
2020,40129806,1,40461786
2020,40124456,1,40461370
2020,40129521,1,40461377
2020,40124460,1,40461378
2020,40134527,1,40469984
2020,40134644,1,40461565
2020,40129753,1,40470175
2020,40129831,1,40461811
2020,40134917,1,40461826
2020,40135055,1,40461980
2020,40129695,1,40461614
2020,40134704,1,40461624
2020,40129855,1,40470284
2020,40124499,1,40469964
2020,40134532,1,40461448
2020,40129614,1,40470034
2020,40134626,1,40461542
2020,40134898,1,40470256
2020,40129544,1,40469959
2020,40134689,1,40461610
2020,40134703,1,40461625
2020,40129703,1,40461626
2020,40134708,1,40470125
2020,40134887,1,40461797
2020,40134893,1,40461806
2020,40135050,1,40461973
2020,40129997,1,40470410
2020,40130001,1,40470418
2020,40135084,1,40470420
2020,40135070,1,40461995
2020,40130036,1,40462033
2020,41638080,1,42042042
2020,41641583,1,42042044
2020,41638098,1,42042057
2020,41638101,1,42042061
2020,41641608,1,42042069
2020,41638114,1,42045361
2020,41641617,1,42045365
2020,41641648,1,42045395
2020,41641653,1,42045402
2020,41638166,1,42045413
2020,41641659,1,42042121
2020,41641678,1,42045434
2020,41641686,1,42042147
2020,41641688,1,42042149
2020,41638214,1,42045461
2020,41641697,1,42042156
2020,41638224,1,42042162
2020,41638225,1,42042165
2020,41638238,1,42045481
2020,41641733,1,42045503
2020,41638272,1,42045509
2020,41641737,1,42042205
2020,41638273,1,42045510
2020,41638288,1,42045519
2020,41641748,1,42045524
2020,41641750,1,42045525
2020,41638312,1,42045541
2020,41641791,1,42045573
2020,41638349,1,42045582
2020,40615036,1,40960419
2020,40610935,1,40960434
2020,40610949,1,40960447
2020,40615056,1,40951080
2020,40615067,1,40960483
2020,40615071,1,40951090
2020,40615081,1,40951102
2020,40610999,1,40960505
2020,40615096,1,40951117
2020,40611018,1,40960524
2020,40611025,1,40960534
2020,40615116,1,40951130
2020,40611029,1,40960544
2020,40615163,1,40951170
2020,40611114,1,40960631
2020,40615181,1,40960641
2020,40611203,1,40960724
2020,40611256,1,40960771
2020,40611248,1,40960765
2020,40615269,1,40951282
2020,40611306,1,40951292
2020,40611305,1,40960820
2020,40615305,1,40951313
2020,40611360,1,40960880
2020,40611409,1,40951353
2020,40611411,1,40960924
2020,40611493,1,40961016
2020,40933564,1,41318989
2020,40933583,1,41328276
2020,40938050,1,41328288
2020,40938051,1,41328289
2020,40938092,1,41328331
2020,40938096,1,41328336
2020,40938099,1,41328341
2020,40938108,1,41328347
2020,40933648,1,41328362
2020,40933650,1,41328366
2020,40938133,1,41328374
2020,40938146,1,41328389
2020,40933672,1,41328393
2020,40938164,1,41328405
2020,40938183,1,41328426
2020,40938229,1,41319153
2020,40938257,1,41328495
2020,40933749,1,41328497
2020,40938262,1,41319182
2020,40933789,1,41319210
2020,41641520,1,42041988
2020,41641521,1,42041989
2020,41638067,1,42045307
2020,41638077,1,42045322
2020,41641582,1,42042043
2020,41641585,1,42042045
2020,41641591,1,42042051
2020,41641594,1,42045342
2020,41641601,1,42042060
2020,41638095,1,42045344
2020,41641610,1,42042072
2020,41641618,1,42042076
2020,41641640,1,42042099
2020,41638137,1,42045384
2020,41641647,1,42042110
2020,41638163,1,42045410
2020,41641728,1,42042195
2020,41641732,1,42042199
2020,41638271,1,42045508
2020,41638277,1,42042209
2020,41641827,1,42045629
2020,41641821,1,42042293
2020,41641848,1,42042318
2020,41641850,1,42042319
2020,41638425,1,42045662
2020,41638426,1,42045663
2020,41641523,1,42041990
2020,41641527,1,42041993
2020,41638047,1,42042015
2020,41641556,1,42045300
2020,41638054,1,42045299
2020,41641563,1,42042024
2020,41641577,1,42045320
2020,40134620,1,40470063
2020,40134510,1,40469971
2020,40129639,1,40470061
2020,40134639,1,40461559
2020,40134640,1,40461560
2020,40134659,1,40461580
2020,40134654,1,40461577
2020,40134655,1,40461578
2020,40134759,1,40470156
2020,40134923,1,40461833
2020,40134922,1,40461832
2020,40129856,1,40461837
2020,40129538,1,40469954
2020,40129789,1,40470208
2020,40134859,1,40461776
2020,40134861,1,40470219
2020,40135058,1,40461984
2020,40135105,1,40470444
2020,40611273,1,40960787
2020,40615143,1,40960574
2020,40610922,1,40960421
2020,40610958,1,40960457
2020,40610959,1,40960458
2020,40610979,1,40960487
2020,40610982,1,40960492
2020,40615076,1,40951097
2020,40615097,1,40951119
2020,40611012,1,40960519
2020,40611023,1,40960531
2020,40615134,1,40951145
2020,40611048,1,40960565
2020,40611050,1,40960566
2020,40611066,1,40960584
2020,40615155,1,40951161
2020,40611101,1,40951179
2020,40611100,1,40960616
2020,40611136,1,40960657
2020,40611147,1,40960670
2020,40611148,1,40960671
2020,40615187,1,40951192
2020,40611199,1,40960720
2020,40615237,1,40960730
2020,40615242,1,40960740
2020,40611254,1,40960768
2020,40611270,1,40951272
2020,40611276,1,40960791
2020,40615268,1,40951281
2020,40615270,1,40951283
2020,40611295,1,40960807
2020,40611314,1,40960830
2020,40611336,1,40960856
2020,40615311,1,40960860
2020,40611340,1,40960861
2020,40611361,1,40951323
2020,40615320,1,40951328
2020,40615319,1,40960890
2020,40615325,1,40951332
2020,40611392,1,40960910
2020,40933580,1,41319005
2020,40933682,1,41328404
2020,40938238,1,41328473
2020,40938256,1,41328493
2020,41255408,1,41638298
2020,41250047,1,41632381
2020,41250084,1,41632423
2020,41250077,1,41638340
2020,41255453,1,41638335
2020,41255464,1,41632420
2020,40134682,1,40461603
2020,40129520,1,40461373
2020,40129654,1,40470074
2020,40134752,1,40470153
2020,40134774,1,40461693
2020,40129763,1,40461711
2020,40134913,1,40470267
2020,40134934,1,40461842
2020,40129858,1,40470287
2020,40610908,1,40960407
2020,40615034,1,40951062
2020,40610932,1,40960431
2020,40610931,1,40960430
2020,40615039,1,40951067
2020,40615044,1,40951072
2020,40615082,1,40951103
2020,40611021,1,40960529
2020,40611022,1,40960530
2020,40615146,1,40960579
2020,40611078,1,40960599
2020,40615156,1,40951163
2020,40615158,1,40951165
2020,40611089,1,40960608
2020,40611156,1,40960679
2020,40611280,1,40960795
2020,40611290,1,40960804
2020,40611303,1,40960816
2020,40611308,1,40960822
2020,40615293,1,40960840
2020,40615299,1,40951307
2020,40611329,1,40960849
2020,40611330,1,40960850
2020,40611345,1,40960866
2020,40615321,1,40960891
2020,40615326,1,40960900
2020,40615329,1,40951338
2020,40615346,1,40960934
2020,40615408,1,40961032
2020,40182994,1,40513430
2020,40183010,1,40518160
2020,40187650,1,40513503
2020,40187655,1,40513508
2020,40187665,1,40518212
2020,40183091,1,40513536
2020,36550920,1,36711653
2020,36550927,1,36711660
2020,36542549,1,36703077
2020,40182992,1,40513428
2020,38470725,1,38550117
2020,38467536,1,38542890
2020,38470823,1,38543027
2020,38467673,1,38550223
2020,40187604,1,40518159
2020,40183076,1,40518220
2020,40183024,1,40513460
2020,40183025,1,40513461
2020,36561508,1,36713668
2020,36561650,1,36722001
2020,38697594,1,38790930
2020,36561506,1,36721851
2020,38697598,1,38790933
2020,36561564,1,36721911
2020,36545843,1,36706075
2020,40182998,1,40513434
2020,40187669,7,40518216
2020,36550903,1,36711638
2020,36550905,7,36703056
2020,36561533,1,36721881
2020,36544430,1,36704916
2020,36561670,1,36722020
2020,36545845,1,36706077
2020,36545860,1,36706091
2020,36552909,1,36721865
2020,36561539,1,36721886
2020,36561626,1,36721974
2020,36553023,1,36721978
2020,36561664,1,36722013
2020,36561477,1,36721820
2020,36561480,1,36721823
2020,36552886,1,36713660
2020,36561509,1,36721853
2020,36561614,1,36721963
2020,36545803,1,36706038
2020,36545811,1,36706046
2020,36553026,1,36713798
2020,36561646,1,36721996
2020,36561647,1,36721997
2020,36561666,1,36713830
2020,36561686,1,36722037
2020,36550907,1,36703057
2020,36545824,1,36706057
2020,36542545,1,36703073
2020,36545840,1,36706072
2020,36542528,1,36706025
2020,36545792,1,36706029
2020,36550897,1,36711631
2020,36550942,1,36711676
2020,36550941,1,36711675
2020,36545863,1,36706093
2020,36550995,1,36711729
2020,36561530,1,36721878
2020,36561607,1,36721955
2020,36553014,1,36713787
2020,36553016,1,36713789
2020,36553043,1,36722006
2020,36553044,1,36713816
2020,36544415,1,36704902
2020,36553041,1,36724941
2020,36553065,1,36713837
2020,36561671,1,36722021
2020,36561683,1,36722034
2020,36561688,1,36722039
2020,36561693,1,36722044
2020,37629875,1,37935303
2020,37629879,1,37935305
2020,37639518,1,37944946
2020,37629919,1,37935340
2020,37629921,1,37935342
2020,37634566,1,37939994
2020,37639525,1,37944954
2020,37634573,1,37940001
2020,37629994,1,37940081
2020,37639543,1,37944971
2020,37639574,1,37945001
2020,37639606,1,37945036
2020,37634720,1,37940146
2020,38971990,1,39192758
2020,38971998,1,39192764
2020,38972017,1,39192784
2020,38972015,1,39192783
2020,38972006,1,39192774
2020,38972005,1,39192773
2020,38972018,1,39192786
2020,38972009,1,39192777
2020,38972033,1,39192801
2020,38972044,1,39192812
2020,38972053,1,39192820
2020,38972052,1,39192821
2020,38972061,1,39192829
2020,38972060,1,39192828
2020,38972063,1,39192832
2020,38972065,1,39192833
2020,38972072,1,39192840
2020,38972074,1,39192842
2020,38972075,1,39192843
2020,38972073,1,39192841
2020,38972076,1,39192844
2020,38972082,1,39192849
2020,38972084,1,39192852
2020,38972085,1,39192853
2020,38972088,1,39192856
2020,38972090,1,39192858
2020,38972111,1,39192879
2020,38972108,1,39192876
2020,38972118,1,39192886
2020,38972107,1,39192875
2020,38972120,1,39192888
2020,38972129,1,39192897
2020,38972130,7,39192898
2020,38972133,1,39192901
2020,38972137,1,39192903
2020,38972136,1,39192905
2020,38972134,1,39192902
2020,38972143,1,39192911
2020,38972144,1,39192912
2020,38972147,1,39192916
2020,38972148,1,39192918
2020,38972149,1,39192917
2020,38972157,1,39192926
2020,38972163,1,39192931
2020,38972167,1,39192935
2020,38972168,1,39192936
2020,38972174,1,39192942
2020,38972182,1,39192950
2020,38972195,1,39192963
2020,38972194,1,39192962
2020,38972203,1,39192970
2020,38972205,1,39192973
2020,38972202,1,39192971
2020,38972208,1,39192976
2020,38972209,1,39192977
2020,38972213,1,39192981
2020,38972215,1,39192983
2020,38972228,1,39192996
2020,38972230,1,39192998
2020,38972224,1,39192992
2020,38972231,1,39192999
2020,38972227,1,39192994
2020,38972235,1,39193003
2020,38971957,1,39192725
2020,38971960,1,39192728
2020,38971966,1,39192734
2020,38971968,1,39192736
2020,38971972,1,39192741
2020,38971979,1,39192747
2020,38971982,1,39192750
2020,38467302,1,38542660
2020,38467307,1,38542665
2020,40187610,1,40518166
2020,40187627,1,40518177
2020,40183056,1,40513496
2020,40183057,1,40513497
2020,40183071,1,40513512
2020,40187689,1,40518235
2020,40187638,1,40518187
2020,40183065,1,40513504
2020,40187666,1,40518214
2020,40187673,1,40513521
2020,40183088,1,40518237
2020,40183087,1,40513533
2020,40183049,1,40518192
2020,38971952,1,39192720
2020,38971956,1,39192724
2020,38971958,1,39192726
2020,38971959,1,39192727
2020,38971962,1,39192730
2020,38971973,1,39192739
2020,38971985,1,39192753
2020,38971984,1,39192752
2020,38971981,1,39192749
2020,38971986,1,39192754
2020,38971989,1,39192757
2020,38971991,1,39192759
2020,38972001,1,39192769
2020,38972025,1,39192794
2020,38971994,1,39192762
2020,38972041,1,39192809
2020,38972047,2,39192815
2020,38972055,1,39192823
2020,38972059,1,39192827
2020,38972093,1,39192862
2020,38972101,1,39192869
2020,38972106,1,39192874
2020,38972113,1,39192881
2020,38972119,1,39192887
2020,38972128,1,39192895
2020,38972121,1,39192889
2020,38972139,1,39192907
2020,38972140,22,39192908
2020,38972141,1,39192909
2020,38972159,1,39192928
2020,38972150,1,39192919
2020,38972156,1,39192924
2020,38972158,1,39192927
2020,38972151,1,39192920
2020,38972164,1,39192932
2020,38972183,1,39192951
2020,38972185,1,39192953
2020,38972186,1,39192954
2020,38972188,1,39192956
2020,38972191,1,39192960
2020,38972192,1,39192958
2020,38972190,1,39192959
2020,38972211,1,39192979
2020,38972218,1,39192986
2020,38972221,1,39192989
2020,37634519,1,37939944
2020,37630302,1,37935734
2020,37630308,1,37935741
2020,37634828,1,37940249
2020,37630320,1,37945116
2020,37630342,1,37935779
2020,37630344,1,37935781
2020,37634874,1,37935801
2020,37630362,1,37940289
2020,37630368,1,37935816
2020,37639746,1,37935818
2020,37630375,1,37945166
2020,37634888,1,37935821
2020,37630378,1,37945167
2020,37634912,1,37940318
2020,37634913,1,37940319
2020,37630396,1,37935845
2020,37630404,1,37935854
2020,37639761,1,37945184
2020,41255356,1,41638241
2020,41250069,1,41632410
2020,41255495,1,41632453
2020,37634518,1,37935288
2020,37629865,7,37935292
2020,37639513,1,37944939
2020,37629876,1,37944942
2020,37634539,1,37939962
2020,37634553,1,37939979
2020,37629917,1,37935338
2020,37629933,1,37935352
2020,37629974,1,37935396
2020,37630007,1,37935429
2020,37630059,1,37935482
2020,37634762,1,37940186
2020,37630224,1,37935651
2020,37630240,1,37945073
2020,37630265,1,37935692
2020,37630277,1,37935704
2020,37630276,1,37935703
2020,38700456,1,38791432
2020,38700463,1,38791439
2020,38700467,1,38787103
2020,38698012,1,38787116
2020,38699942,1,38786690
2020,38697929,1,38787028
2020,38697926,1,38787023
2020,38697936,1,38791393
2020,38700417,1,38791399
2020,38698024,1,38791479
2020,38700511,1,38791488
2020,38698032,1,38787137
2020,38698033,1,38787138
2020,38700515,1,38787139
2020,38698040,1,38787145
2020,38698047,1,38791507
2020,38698045,1,38791505
2020,38698050,1,38787151
2020,38700534,1,38791513
2020,38698069,1,38787170
2020,38698074,1,38787176
2020,38700552,1,38791530
2020,38700555,1,38791536
2020,38700558,1,38791541
2020,38698085,1,38787184
2020,38700559,1,38787183
2020,38698091,1,38787190
2020,38700562,1,38791544
2020,38700415,1,38791396
2020,38697535,1,38790877
2020,38700478,1,38791455
2020,38700507,1,38791484
2020,38697986,1,38787093
2020,38698003,1,38787107
2020,38699938,1,38790931
2020,38700309,1,38786939
2020,38700391,1,38787015
2020,38697983,1,38787089
2020,38700470,1,38791447
2020,38700480,1,38791456
2020,38700474,1,38791451
2020,38700476,1,38791453
2020,38700475,1,38791452
2020,38700483,1,38787117
2020,38698016,1,38787119
2020,38700496,1,38787126
2020,38700495,1,38791474
2020,38700501,1,38791478
2020,38698025,1,38787129
2020,38700505,1,38791482
2020,38700509,1,38791486
2020,38698031,1,38787136
2020,38700520,1,38791494
2020,38700523,1,38791500
2020,38700528,1,38787149
2020,38700532,1,38787156
2020,38698054,1,38787157
2020,38698071,1,38791524
2020,38698078,1,38791532
2020,38700416,1,38791398
2020,38697985,1,38787091
2020,38697998,1,38791441
2020,38698019,1,38787122
2020,38700499,1,38791476
2020,38699941,1,38786688
2020,38697887,1,38786975
2020,38700504,1,38791481
2020,38698017,1,38791464
2020,38700517,1,38791492
2020,38700519,1,38791495
2020,41638394,1,42042299
2020,41641842,1,42042311
2020,41641861,1,42042331
2020,41641862,1,42042332
2020,38700485,1,38787120
2020,38700491,1,38791470
2020,38700525,1,38791501
2020,38700524,1,38787144
2020,38700529,1,38787152
2020,38697595,1,38786682
2020,38698055,1,38787158
2020,38700544,1,38791523
2020,38700488,1,38791467
2020,38698023,1,38787125
2020,38698043,1,38787147
2020,38698044,7,38791503
2020,38698056,1,38791511
2020,38697599,1,38790934
2020,38700311,1,38791306
2020,38700546,1,38791525
2020,38698084,1,38787182
2020,38700468,1,38791445
2020,40182996,1,40513432
2020,40187612,1,40513454
2020,40183030,1,40513467
2020,40183048,1,40513490
2020,40183078,1,40513523
2020,40187681,1,40518226
2020,40183081,1,40518228
2020,40187692,1,40518238
2020,40187694,1,40518241
2020,38699890,1,38790895
2020,38697979,1,38787083
2020,38697978,1,38787081
2020,38700462,1,38791437
2020,38697999,1,38791444
2020,38698086,1,38787185
2020,38697600,1,38786687
2020,38697885,1,38791340
2020,38698013,1,38787115
2020,38700481,1,38791458
2020,38700484,1,38791463
2020,38698018,1,38787121
