"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,142494877,129796710,1,1,,,,,,"",,,"",,
2020,144269574,131365644,1,8,,,,,,"",,,"",,
2020,142499442,129795375,1,8,,,,,,"",,,"",,
2020,142494878,129796713,1,8,,,,,,"",,,"",,
2020,144267699,131360321,1,4,,,,5,55,"F",1,1,"R",55,0
2020,144267782,131360370,1,4,,,,5,50,"F",1,2,"R",50,0
2020,144269547,131365623,1,8,,,,,,"",,,"",,
2020,144269625,131365699,1,8,,,,,,"",,,"",,
2020,142494818,129796665,1,4,,,,5,69,"M",1,2,"R",69,0
2020,142494856,129795330,1,4,,,,5,33,"F",1,2,"R",33,0
2020,142494880,129795358,1,4,,,,5,51,"F",1,2,"R",51,0
2020,142499456,129795383,1,1,,,,,,"",,,"",,
2020,142499458,129795383,2,8,,,,,,"",,,"",,
2020,138561259,126187136,1,4,,,,5,66,"M",1,2,"N",66,0
2020,144267668,131360273,1,1,,,,,,"",,,"",,
2020,131325472,119782839,1,1,,,,,,"",,,"",,
2020,142499346,129795279,1,1,,,,,,"",,,"",,
2020,142494874,129795345,1,8,,,,,,"",,,"",,
2020,142494795,129796639,1,1,,,,,,"",,,"",,
2020,141575792,128967181,1,4,,,,5,49,"F",1,2,"R",49,0
2020,134508588,122556735,1,1,,,,,,"",,,"",,
2020,134513178,122561361,1,1,,,,,,"",,,"",,
2020,134518602,122556995,1,1,,,,,,"",,,"",,
2020,148163033,134754992,1,1,,,,,,"",,,"",,
2020,148163059,134755009,1,4,,,,5,19,"F",1,2,"R",19,0
2020,144269631,131365705,1,4,,,,5,27,"M",1,2,"N",27,0
2020,131325513,119782868,1,8,,,,,,"",,,"",,
2020,131325523,119782877,1,4,,,,5,18,"M",1,2,"R",18,0
2020,134518435,122561303,1,4,,,,5,61,"F",1,2,"R",61,0
2020,134513209,122561393,1,4,,,,5,48,"M",1,2,"R",48,0
2020,138561215,126187097,1,4,,,,5,39,"F",1,2,"R",39,0
2020,138561252,126187130,1,4,,,,5,28,"F",1,2,"R",28,0
2020,134508556,122556712,1,1,,,,,,"",,,"",,
2020,135408235,123346384,1,8,,,,,,"",,,"",,
2020,134508772,122556901,1,1,,,,,,"",,,"",,
2020,134508780,122556909,1,4,,,,5,69,"M",1,,"R",69,0
2020,134508789,122556918,1,1,,,,,,"",,,"",,
2020,138561251,126187129,1,4,,,,5,59,"M",0,2,"R",59,0
2020,134508713,122556851,1,1,,,,,,"",,,"",,
2020,134508669,122561313,1,4,,,,5,37,"M",1,2,"R",37,0
2020,134518506,122566640,1,1,,,,,,"",,,"",,
2020,134508866,122556990,1,1,,,,,,"",,,"",,
2020,134518413,122566553,1,4,,,,5,30,"F",1,3,"R",30,0
2020,134518443,122566585,1,4,,,,5,20,"F",1,2,"R",20,0
2020,134518416,122566556,1,8,,,,,,"",,,"",,
2020,144269637,131365710,1,1,,,,,,"",,,"",,
2020,134518519,122566650,1,1,,,,,,"",,,"",,
2020,134518532,122566661,1,1,,,,,,"",,,"",,
2020,134508793,122556922,1,1,,,,,,"",,,"",,
2020,134508803,122556932,1,1,,,,,,"",,,"",,
2020,134508800,122556929,1,1,,,,,,"",,,"",,
2020,134508900,122557019,1,4,,,,5,12,"F",1,2,"R",12,0
2020,134508901,122557019,2,4,,,,5,25,"F",1,2,"R",25,0
2020,134508902,122557019,3,1,,,,,,"",,,"",,
2020,134508809,122556937,1,1,,,,,,"",,,"",,
2020,134508596,122556744,2,4,,,,5,39,"F",1,2,"R",39,0
2020,134513103,122556744,1,4,,,,5,54,"F",1,2,"R",54,0
2020,134508743,122556873,1,1,,,,,,"",,,"",,
2020,142499343,129796657,1,4,,,,5,31,"M",1,2,"R",31,0
2020,142494839,129796683,1,4,,,,5,29,"F",1,2,"R",29,0
2020,142499454,129796736,1,4,,,,5,45,"M",1,2,"R",45,0
2020,148163038,134754993,1,1,,,,,,"",,,"",,
2020,137594731,125193591,1,1,,,,,,"",,,"",,
2020,137589151,125197242,1,5,1,1,,5,28,"M",1,,"R",28,0
2020,144267761,131365725,1,4,,,,5,34,"M",1,2,"R",34,0
2020,144269489,131365566,1,1,,,,,,"",,,"",,
2020,144267724,131360324,1,4,,,,5,31,"M",1,2,"R",31,0
2020,144269573,131365643,1,8,,,,,,"",,,"",,
2020,137589156,125197245,2,4,,,,5,57,"M",1,,"R",57,0
2020,137589155,125197245,1,4,,,,5,28,"F",1,2,"R",28,0
2020,142494838,129796682,1,1,,,,,,"",,,"",,
2020,142494908,129795391,1,1,,,,,,"",,,"",,
2020,142499466,129795391,2,8,,,,,,"",,,"",,
2020,142494801,129796643,1,1,,,,,,"",,,"",,
2020,148161595,134755002,1,4,,,,5,44,"F",1,2,"R",44,0
2020,144267688,131360291,1,8,,,,,,"",,,"",,
2020,138561190,126187077,1,4,,,,5,35,"M",1,,"R",35,0
2020,138561257,126187134,1,4,,,,5,77,"M",1,2,"R",77,0
2020,138561222,126187103,1,4,,,,5,35,"F",1,2,"R",35,0
2020,138561223,126187104,2,4,,,,5,56,"F",1,2,"R",56,0
2020,138561221,126187104,1,4,,,,5,28,"F",1,2,"R",28,0
2020,138561218,126187116,1,1,,,,,,"",,,"",,
2020,138561167,126187057,1,1,,,,,,"",,,"",,
2020,138561239,126187118,1,4,,,,5,29,"F",1,2,"R",29,0
2020,138561241,126187119,4,4,,,,5,22,"F",1,2,"R",22,0
2020,138561238,126187119,3,1,,,,,,"",,,"",,
2020,138561236,126187119,1,4,,,,5,22,"M",1,2,"R",22,0
2020,138561237,126187119,2,4,,,,5,29,"M",1,2,"R",29,0
2020,138561195,126187081,1,4,,,,5,27,"F",1,2,"R",27,0
2020,138561229,126187111,1,4,,,,5,19,"F",1,2,"R",19,0
2020,138561168,126187058,1,1,,,,,,"",,,"",,
2020,138561219,126187101,1,1,,,,,,"",,,"",,
2020,138561183,126187072,1,8,,,,,,"",,,"",,
2020,138561214,126187100,1,1,,,,,,"",,,"",,
2020,138561230,126187108,1,1,,,,,,"",,,"",,
2020,138561216,126187098,1,1,,,,,,"",,,"",,
2020,138561220,126187102,1,8,,,,,,"",,,"",,
2020,138561225,126187106,1,8,,,,,,"",,,"",,
2020,138561246,126187124,1,4,,,,5,25,"M",1,2,"R",25,0
2020,138561217,126187099,1,1,,,,,,"",,,"",,
2020,138561247,126187126,1,1,,,,,,"",,,"",,
2020,146738271,133552074,1,4,,,,5,18,"F",1,2,"R",18,0
2020,140322189,127824879,1,4,,,,5,30,"M",1,2,"R",30,0
2020,142494826,129796668,1,1,,,,,,"",,,"",,
2020,142499373,129796677,1,1,,,,,,"",,,"",,
2020,142494841,129796684,1,4,,,,5,55,"M",1,2,"R",55,0
2020,145456092,132437543,1,1,,,,,,"",,,"",,
2020,145456100,132437552,1,1,,,,,,"",,,"",,
2020,142494802,129796644,1,4,,,,5,43,"M",1,2,"R",43,0
2020,142499367,129795296,1,1,,,,,,"",,,"",,
2020,142494891,129796723,1,1,,,,,,"",,,"",,
2020,142499348,129795282,1,1,,,,,,"",,,"",,
2020,142494797,129795258,1,1,,,,,,"",,,"",,
2020,144269500,131365577,1,4,,,,5,19,"M",1,2,"R",19,0
2020,142499351,129796662,1,1,,,,,,"",,,"",,
2020,142499359,129796669,1,4,,,,5,7,"M",2,2,"R",7,0
2020,142499361,129796669,2,4,,,,5,5,"F",2,2,"R",5,0
2020,142494892,129796727,1,1,,,,,,"",,,"",,
2020,142499355,129795287,1,1,,,,,,"",,,"",,
2020,145456089,132437540,1,1,,,,,,"",,,"",,
2020,145456095,132437546,1,1,,,,,,"",,,"",,
2020,142499354,129796666,1,8,,,,,,"",,,"",,
2020,142499421,129795360,2,4,,,,5,5,"F",1,2,"R",5,0
2020,142499418,129795360,1,4,,,,5,39,"M",1,2,"R",39,0
2020,145456098,132437549,1,4,,,,5,34,"F",1,2,"R",34,0
2020,142499336,129796646,1,4,,,,5,29,"F",1,2,"R",29,0
2020,142499326,129795264,1,1,,,,,,"",,,"",,
2020,142499398,129795333,1,1,,,,,,"",,,"",,
2020,142499380,129795312,1,4,,,,5,60,"M",1,2,"R",60,0
2020,142499420,129795362,1,1,,,,,,"",,,"",,
2020,142499424,129795359,1,1,,,,,,"",,,"",,
2020,142494792,129796637,1,4,,,,5,19,"M",1,2,"R",19,0
2020,142494815,129796659,1,4,,,,5,29,"F",1,2,"R",29,0
2020,142494827,129795294,1,1,,,,,,"",,,"",,
2020,142499413,129795351,1,1,,,,,,"",,,"",,
2020,142499386,129795321,1,4,,,,5,22,"M",1,2,"R",22,0
2020,142494883,129795365,1,8,,,,,,"",,,"",,
2020,142494816,129796663,1,4,,,,5,34,"M",1,2,"R",34,0
2020,142499436,129796726,1,8,,,,,,"",,,"",,
2020,142499419,129795354,1,4,,,,5,64,"M",1,2,"R",64,0
2020,142494798,129795259,1,4,,,,5,46,"F",1,2,"R",46,0
2020,142499341,129795275,1,1,,,,,,"",,,"",,
2020,142499426,129795364,1,1,,,,,,"",,,"",,
2020,145459129,132435181,1,1,,,,,,"",,,"",,
2020,142499357,129795290,1,1,,,,,,"",,,"",,
2020,145456099,132437550,1,1,,,,,,"",,,"",,
2020,142499338,129796649,1,1,,,,,,"",,,"",,
2020,142494835,129796680,1,4,,,,5,31,"M",1,1,"R",31,0
2020,144269598,131365676,1,4,,,,5,27,"M",1,2,"N",27,0
2020,145459134,132437555,1,4,,,,5,38,"M",0,,"R",38,0
2020,145456096,132437547,1,4,,,,5,22,"F",1,2,"R",22,0
2020,145456103,132437554,1,1,,,,,,"",,,"",,
2020,145456104,132437554,2,8,,,,,,"",,,"",,
2020,142494803,129795274,1,1,,,,,,"",,,"",,
2020,144269571,131365646,1,4,,,,5,43,"F",1,2,"R",43,0
2020,144269656,131365732,1,4,,,,5,21,"F",1,2,"R",21,0
2020,145459136,132435183,1,4,,,,5,34,"F",1,2,"R",34,0
2020,144269506,131365588,1,1,,,,,,"",,,"",,
2020,144267740,131365650,1,1,,,,,,"",,,"",,
2020,144269628,131365718,1,4,,,,5,35,"F",1,2,"R",35,0
2020,144269698,131365766,2,4,,,,5,36,"M",1,2,"R",36,0
2020,144269696,131365766,1,4,,,,5,38,"F",1,2,"R",38,0
2020,146738279,133552081,1,4,,,,5,51,"M",1,2,"R",51,0
2020,144269610,131360348,1,4,,,,5,49,"M",1,,"R",49,0
2020,144267785,131360373,1,4,,,,5,56,"F",1,2,"R",56,0
2020,144267677,131365572,1,4,,,,5,54,"F",2,,"R",54,0
2020,144267675,131365570,1,4,,,,5,21,"F",1,2,"R",21,0
2020,144269691,131365761,1,4,,,,5,64,"M",1,2,"R",64,0
2020,145456094,132437545,1,8,,,,,,"",,,"",,
2020,144269619,131365698,1,4,,,,5,41,"M",1,2,"R",41,0
2020,144269538,131360314,1,4,,,,5,23,"M",1,2,"R",23,0
2020,144269539,131360314,2,4,,,,5,21,"F",0,2,"R",21,0
2020,144267736,131365640,1,4,,,,5,60,"F",1,2,"R",60,0
2020,144267683,131360287,1,1,,,,,,"",,,"",,
2020,144267713,131360310,1,1,,,,,,"",,,"",,
2020,144269579,131365658,1,8,,,,,,"",,,"",,
2020,144269596,131365671,1,4,,,,5,55,"F",1,,"R",55,0
2020,146738276,133552079,1,4,,,,5,61,"F",1,2,"R",61,0
2020,144267738,131365656,1,1,,,,,,"",,,"",,
2020,144269566,131365641,1,4,,,,5,33,"F",1,2,"R",33,0
2020,144269594,131365668,1,1,,,,,,"",,,"",,
2020,144269556,131365629,1,4,,,,5,19,"F",1,,"R",19,0
2020,144269654,131365729,1,4,,,,5,31,"F",1,2,"R",31,0
2020,144267763,131365729,2,4,,,,5,22,"F",1,2,"R",22,0
2020,144269611,131365688,1,4,,,,5,57,"M",1,2,"R",57,0
2020,144269620,131360349,1,4,,,,5,35,"M",1,2,"R",35,0
2020,148163085,134755033,1,1,,,,,,"",,,"",,
2020,145456097,132437548,1,1,,,,,,"",,,"",,
2020,144269595,131360344,1,1,,,,,,"",,,"",,
2020,144269487,131360278,1,4,,,,5,23,"F",1,2,"R",23,0
2020,144267686,131360288,1,4,,,,5,45,"M",1,2,"R",45,0
2020,144267670,131360276,1,1,,,,,,"",,,"",,
2020,144267786,131360374,1,4,,,,5,41,"M",1,,"R",41,0
2020,144267684,131365579,1,4,,,,5,67,"F",1,2,"R",67,0
2020,144269686,131365757,1,4,,,,5,68,"F",1,2,"R",68,0
2020,145456093,132437544,1,8,,,,,,"",,,"",,
2020,144269492,131360285,1,4,,,,5,33,"F",1,2,"R",33,0
2020,144269575,131365645,1,8,,,,,,"",,,"",,
2020,144269612,131365689,1,4,,,,5,39,"M",1,2,"R",39,0
2020,145456090,132437541,1,1,,,,,,"",,,"",,
2020,146738278,133552080,1,1,,,,,,"",,,"",,
2020,146738273,133557222,1,4,,,,5,16,"F",1,2,"R",16,0
2020,144267673,131360279,1,1,,,,,,"",,,"",,
2020,144267706,131360304,1,1,,,,,,"",,,"",,
2020,144269635,131365709,1,4,,,,5,62,"F",1,2,"R",62,0
2020,144269490,131365562,1,1,,,,,,"",,,"",,
2020,146738277,133557224,1,4,,,,5,29,"F",1,2,"R",29,0
2020,146734861,133557231,1,4,,,,5,49,"F",1,2,"R",49,0
2020,144267671,131365567,1,4,,,,5,16,"M",1,2,"R",16,0
2020,144269524,131360295,1,1,,,,,,"",,,"",,
2020,144269480,131360263,1,4,,,,5,51,"F",1,2,"R",51,0
2020,144267755,131365687,1,1,,,,,,"",,,"",,
2020,146738286,133552085,3,4,,,,5,39,"F",1,2,"R",39,0
2020,146734869,133552085,2,4,,,,5,56,"F",1,2,"R",56,0
2020,146738285,133552085,1,4,,,,5,58,"F",1,,"R",58,0
2020,146738268,133557221,1,1,,,,,,"",,,"",,
2020,146738280,133557226,1,1,,,,,,"",,,"",,
2020,146738284,133557233,1,4,,,,5,26,"F",1,2,"R",26,0
2020,146734857,133557223,1,4,,,,5,54,"M",1,2,"R",54,0
2020,146738270,133552075,2,1,,,,,,"",,,"",,
2020,146738269,133552075,1,4,,,,5,29,"M",1,2,"R",29,0
2020,146734867,133557234,1,1,,,,,,"",,,"",,
2020,146734860,133557228,1,4,,,,5,47,"F",1,2,"R",47,0
2020,146734870,133552086,1,4,,,,5,66,"M",1,2,"R",66,0
2020,148163057,134759142,1,4,,,,5,37,"M",1,2,"R",37,0
2020,148161632,134755049,1,1,,,,,,"",,,"",,
2020,148163092,134755049,2,1,,,,,,"",,,"",,
2020,148163056,134759151,1,1,,,,,,"",,,"",,
2020,148161676,134755089,1,1,,,,,,"",,,"",,
2020,148163096,134755043,1,4,,,,5,35,"F",1,,"R",35,0
2020,148163117,134759193,1,1,,,,,,"",,,"",,
2020,148161649,134759192,1,4,,,,5,64,"F",2,2,"R",64,0
2020,148161589,134754989,1,4,,,,5,25,"F",1,2,"R",25,0
2020,148161611,134759157,1,1,,,,,,"",,,"",,
2020,148163090,134755040,1,8,,,,,,"",,,"",,
2020,148163110,134755071,1,1,,,,,,"",,,"",,
2020,148161600,134759145,1,4,,,,5,36,"F",1,2,"R",36,0
2020,148163058,134755008,1,1,,,,,,"",,,"",,
2020,148163063,134755015,1,1,,,,,,"",,,"",,
2020,148161609,134759153,1,1,,,,,,"",,,"",,
2020,148163068,134755019,1,4,,,,5,29,"M",1,2,"R",29,0
2020,148163072,134755023,1,1,,,,,,"",,,"",,
2020,148163073,134755023,2,4,,,,5,38,"F",4,2,"R",38,0
2020,148163109,134755067,1,4,,,,5,32,"F",1,2,"R",32,0
2020,148163131,134755081,5,4,,,,5,42,"F",1,2,"R",42,0
2020,148161658,134755081,1,1,,,,,,"",,,"",,
2020,148163130,134755081,4,4,,,,5,33,"F",1,2,"R",33,0
2020,148161661,134755081,3,4,,,,5,45,"M",1,2,"R",45,0
2020,148161668,134755081,7,4,,,,5,28,"M",1,2,"R",28,0
2020,148163137,134755081,6,4,,,,5,43,"M",1,2,"R",43,0
2020,148161660,134755081,2,4,,,,5,38,"F",1,2,"R",38,0
2020,148163041,134754991,1,4,,,,5,62,"F",1,2,"R",62,0
2020,148161597,134759143,1,4,,,,5,23,"F",1,2,"R",23,0
2020,148161603,134759147,1,4,,,,5,42,"M",2,2,"R",42,0
2020,148161605,134759147,2,4,,,,5,19,"M",1,2,"R",19,0
2020,148163039,134754990,1,4,,,,5,27,"M",1,2,"R",27,0
2020,148161618,134755024,1,4,,,,5,48,"M",1,2,"R",48,0
2020,148161604,134755046,1,4,,,,5,17,"M",1,2,"R",17,0
2020,148161606,134755046,2,4,,,,5,55,"M",1,2,"R",55,0
2020,148163128,134755074,1,1,,,,,,"",,,"",,
2020,148161596,134755005,1,1,,,,,,"",,,"",,
2020,148161592,134754997,1,1,,,,,,"",,,"",,
2020,148163049,134759144,1,1,,,,,,"",,,"",,
2020,148161612,134755031,1,1,,,,,,"",,,"",,
2020,148161587,134759133,1,4,,,,5,71,"M",1,2,"R",71,0
2020,148163034,134754986,1,4,,,,5,42,"F",1,2,"R",42,0
2020,148161602,134755017,1,4,,,,5,37,"F",1,2,"R",37,0
2020,148161633,134755045,1,1,,,,,,"",,,"",,
2020,148163043,134754995,1,1,,,,,,"",,,"",,
2020,148163030,134759131,1,1,,,,,,"",,,"",,
2020,148161582,134759126,1,4,,,,5,31,"M",1,,"R",31,0
2020,148163111,134755055,1,4,,,,5,39,"M",1,2,"R",39,0
2020,148163078,134759163,1,1,,,,,,"",,,"",,
2020,148163065,134755020,1,4,,,,5,35,"M",2,2,"R",35,0
2020,148163118,134759195,1,4,,,,5,44,"F",1,2,"R",44,0
2020,148161614,134755035,1,1,,,,,,"",,,"",,
2020,142750034,130020342,1,4,,,,5,50,"F",1,,"",50,0
2020,142750029,130020338,1,8,,,,,,"",,,"",,
2020,142750031,130020340,1,4,,,,5,33,"M",1,,"",33,0
2020,134513360,122561536,1,4,,,,5,59,"F",1,,"R",59,0
2020,134518693,122566802,1,1,,,,,,"",,,"",,
2020,134518698,122561495,1,4,,,,5,43,"F",1,2,"R",43,0
2020,148163196,134755145,1,1,,,,,,"",,,"",,
2020,148163197,134759259,1,4,,,,5,38,"M",1,2,"N",38,0
2020,142495161,129796991,1,1,,,,,,"",,,"",,
