"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2020,138561158,6,
2020,138560552,9,
2020,138560555,1,
2020,138560876,6,
2020,138560875,1,
2020,138560123,1,
2020,138560136,1,
2020,138560221,1,
2020,138560287,1,
2020,138560305,1,
2020,138560301,1,
2020,138560579,1,
2020,138560658,1,
2020,138560656,1,
2020,138560908,6,
2020,138561038,1,
2020,138561292,6,
2020,138561688,2,
2020,138561706,2,
2020,138561711,1,
2020,138561717,1,
2020,138561857,9,
2020,138560423,6,
2020,138561874,6,
2020,138560430,1,
2020,138561500,1,
2020,138560067,1,
2020,138560455,6,
2020,138560479,1,
2020,138560480,1,
2020,138560569,1,
2020,138560610,1,
2020,138561188,1,
2020,138561353,8,
2020,138561691,1,
2020,140327943,1,
2020,140327940,1,
2020,140321527,1,
2020,140328022,1,
2020,140321534,1,
2020,140321551,1,
2020,140328107,1,
2020,140321716,1,
2020,139463260,1,
2020,141570965,1,
2020,141575716,1,
2020,141572484,1,
2020,141577418,1,
2020,141577490,9,
2020,141572648,1,
2020,141572753,1,
2020,141572754,1,
2020,141572752,1,
2020,141572744,1,
2020,141572813,1,
2020,141578651,1,
2020,141578675,1,
2020,138560443,1,
2020,138560746,6,
2020,138561880,9,
2020,137589242,1,
2020,139459659,1,
2020,139459661,1,
2020,139463119,1,
2020,139463120,1,
2020,139459820,6,
2020,139463258,1,
2020,137589224,1,
2020,137589401,1,
2020,137595001,1,
2020,140328233,1,
2020,140321766,9,
2020,139463024,6,
2020,140327932,1,
2020,140321709,1,
2020,140328062,1,
2020,140328422,1,
2020,145458896,6,
2020,145456085,1,
2020,148160938,1,
2020,148160895,2,
2020,142495147,1,
2020,142498948,6,
2020,142494787,1,
2020,142499759,1,
2020,146735685,1,
2020,146735686,1,
2020,146735688,1,
2020,139463105,1,
2020,139463168,1,
2020,139463221,1,
2020,136604591,9,
2020,137594967,1,
2020,135404803,6,
2020,135405106,1,
2020,136603902,8,
2020,135408649,1,
2020,135408650,1,
2020,137589377,1,
2020,137589504,1,
2020,137589501,1,
2020,139463006,1,
2020,139463005,1,
2020,139459662,1,
2020,139463003,1,
2020,139463077,1,
2020,139463130,1,
2020,139463159,1,
2020,139463170,1,
2020,139463181,1,
2020,139459869,9,
2020,139459870,1,
2020,139459882,1,
2020,139459915,1,
2020,139459919,1,
2020,138560799,1,
2020,136618440,1,
2020,134518159,1,
2020,134518266,1,
2020,137589392,9,
2020,138560737,1,
2020,135408449,10,
2020,134518755,2,
2020,135408419,6,
2020,137589317,1,
2020,135408617,1,
2020,135404704,6,
2020,135404969,1,
2020,135405061,6,
2020,135405060,6,
2020,135404695,2,
2020,138560313,1,
2020,138560572,1,
2020,134507956,1,
2020,138560456,1,
2020,138561549,3,
2020,138561781,9,
2020,138561935,1,
2020,138560202,9,
2020,138561180,1,
2020,134518163,1,
