"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,149099397,131365385,0,,,"",,,,
2020,149099403,131365402,0,,,"",,,,
2020,149099413,131365415,0,,,"",,,,
2020,149102650,131365431,1,5,34,"M",1,,34,0
2020,149102673,131365440,0,,,"",,,,
2020,149102703,131360205,1,5,14,"M",1,,14,0
2020,149099402,131360181,1,5,19,"M",1,,19,0
2020,149102726,131365482,0,,,"",,,,
2020,149099444,131365488,0,,,"",,,,
2020,149099469,131365520,0,,,"",,,,
2020,149102770,131360251,0,,,"",,,,
2020,149099486,131365542,1,5,35,"F",1,,35,0
2020,149099520,131365580,1,5,19,"M",1,,19,0
2020,149102833,131365588,1,5,40,"M",1,,40,0
2020,149099540,131360302,1,5,36,"F",1,,36,0
2020,149099628,131365819,0,,,"",,,,
2020,149102899,131360326,1,5,22,"M",1,,22,0
2020,146462166,128963396,1,5,45,"M",1,2,45,0
2020,146459821,128963410,1,5,48,"M",1,2,48,0
2020,146462188,128963423,1,5,14,"M",1,,14,0
2020,146462193,128968547,1,5,33,"F",1,,33,0
2020,146459845,128963432,0,,,"",,,,
2020,146459847,128963434,0,,,"",,,,
2020,146462207,128963446,0,,,"",,,,
2020,146462239,128963476,0,,,"",,,,
2020,146462249,128963486,0,,,"",,,,
2020,146459935,128968641,1,5,22,"M",1,2,22,0
2020,146462280,128963517,0,,,"",,,,
2020,146464991,128968686,0,,,"",,,,
2020,146464989,128963535,1,5,32,"F",1,2,32,0
2020,146464996,128963539,1,5,43,"M",1,,43,0
2020,146465004,128968701,0,,,"",,,,
2020,146465016,128963551,0,,,"",,,,
2020,146462312,128963553,0,,,"",,,,
2020,146465029,128968729,1,5,52,"M",1,2,52,0
2020,146465038,128968741,0,,,"",,,,
2020,146462352,128968748,1,5,47,"M",1,,47,0
2020,146462354,128968757,2,5,32,"M",2,,32,0
2020,146462351,128968757,1,5,41,"M",1,2,41,0
2020,146465069,128968769,1,5,20,"M",2,2,20,0
2020,149099551,131365642,1,5,34,"F",1,,34,0
2020,146462388,128963615,1,5,29,"M",1,2,29,0
2020,146462389,128968779,0,,,"",,,,
2020,149102890,131365647,0,,,"",,,,
2020,146465077,128968782,0,,,"",,,,
2020,149102892,131360339,1,5,32,"M",1,,32,0
2020,146465090,128963630,1,5,26,"F",1,,26,0
2020,149102891,131365664,1,5,18,"M",1,,18,0
2020,146462427,128968809,0,,,"",,,,
2020,149102933,131365671,0,,,"",,,,
2020,149099567,131365685,1,5,33,"M",1,,33,0
2020,146462437,128963662,0,,,"",,,,
2020,146462450,128963676,1,5,24,"M",1,,24,0
2020,149102967,131365712,0,,,"",,,,
2020,149102962,131365701,1,5,29,"F",1,,29,0
2020,149102972,131365717,0,,,"",,,,
2020,149102970,131365713,1,5,31,"M",1,,31,0
2020,149103002,131365747,1,5,20,"M",2,,20,0
2020,149103003,131365748,1,5,57,"M",1,,57,0
2020,149103013,131365754,0,,,"",,,,
2020,149103062,131365799,0,,,"",,,,
2020,147600172,130020178,0,,,"",,,,
2020,147600231,130020224,0,,,"",,,,
2020,147600251,130020246,0,,,"",,,,
2020,147598105,130020259,1,5,54,"M",1,,54,0
2020,147598130,130020274,0,,,"",,,,
2020,147600315,130020317,1,5,27,"M",1,2,27,0
2020,147600343,130020353,0,,,"",,,,
2020,147598194,130020365,1,5,29,"F",1,2,29,0
2020,147600363,130020373,2,5,35,"F",1,,35,0
2020,147600360,130020373,1,5,35,"M",1,,35,0
2020,147600387,130020396,1,5,33,"F",1,2,33,0
2020,147600439,130020450,0,,,"",,,,
2020,147600464,130020477,0,,,"",,,,
2020,147600523,130020533,0,,,"",,,,
2020,147598343,130020552,0,,,"",,,,
2020,147598344,130022446,0,,,"",,,,
2020,146458550,128962527,1,5,27,"M",1,,27,0
2020,146458710,128967477,1,5,33,"M",1,,33,0
2020,144324560,127001151,1,5,49,"M",1,,49,0
2020,144324571,127001162,0,,,"",,,,
2020,144328811,127001214,0,,,"",,,,
2020,144324667,126996345,0,,,"",,,,
2020,144324668,126996349,0,,,"",,,,
2020,144328885,126996371,1,5,32,"F",1,2,32,0
2020,144328901,126996383,0,,,"",,,,
2020,144328912,126996388,0,,,"",,,,
2020,144324494,126991091,0,,,"",,,,
2020,144324513,127001108,0,,,"",,,,
2020,144328704,127001135,1,5,30,"F",1,2,30,0
2020,144328660,126996142,1,5,44,"M",1,2,44,0
2020,144328695,126996181,0,,,"",,,,
2020,144324619,126996281,1,5,37,"M",1,,37,0
2020,144324641,126996310,0,,,"",,,,
2020,144324642,126996314,0,,,"",,,,
2020,144324650,126996323,1,5,55,"M",1,,55,0
2020,144324678,126996360,0,,,"",,,,
2020,144324690,126996374,1,5,17,"F",1,2,17,0
2020,144328906,126996384,0,,,"",,,,
2020,144328925,126996402,0,,,"",,,,
2020,144328941,126996421,0,,,"",,,,
2020,150331150,132437746,0,,,"",,,,
2020,150331154,132437750,0,,,"",,,,
2020,150328885,132435397,1,5,12,"M",1,,12,0
2020,144324489,126991087,0,,,"",,,,
2020,144328673,126991095,0,,,"",,,,
2020,144328733,126996223,1,5,34,"F",1,2,34,0
2020,144324579,127001168,1,5,14,"F",2,,14,0
2020,144328791,126996268,1,5,19,"M",1,2,19,0
2020,144324631,126996294,1,5,43,"M",1,,43,0
2020,144324632,126996294,2,5,30,"M",1,,30,0
2020,144328847,126996325,1,5,37,"F",1,,37,0
2020,145206709,127829850,0,,,"",,,,
2020,142424306,125185787,1,5,30,"M",1,,30,0
2020,142432339,125197283,0,,,"",,,,
2020,142432399,125193675,1,5,25,"M",1,2,25,0
2020,142435263,125193700,0,,,"",,,,
2020,142432469,125197419,1,5,33,"F",1,,33,0
2020,142435313,125197437,0,,,"",,,,
2020,143420117,126186034,1,5,49,"M",1,,49,0
2020,143420121,126186037,1,5,28,"M",1,2,28,0
2020,143420253,126186181,1,5,29,"M",1,2,29,0
2020,143420284,126186198,0,,,"",,,,
2020,143420415,126186311,0,,,"",,,,
2020,143420473,126186369,0,,,"",,,,
2020,143420654,126186539,1,5,40,"M",1,2,40,0
2020,143420690,126186583,0,,,"",,,,
2020,143420695,126186584,0,,,"",,,,
2020,143420712,126186609,1,5,32,"M",2,2,32,0
2020,143420749,126186633,0,,,"",,,,
2020,143420823,126186703,0,,,"",,,,
2020,143420181,126186100,0,,,"",,,,
2020,143420195,126186117,0,,,"",,,,
2020,143420243,126186152,0,,,"",,,,
2020,143420238,126186160,0,,,"",,,,
2020,143420249,126186166,0,,,"",,,,
2020,143420291,126186208,1,5,25,"F",1,2,25,0
2020,143420281,126186200,1,5,25,"F",1,,25,0
2020,143420392,126186295,0,,,"",,,,
2020,143420422,126186315,0,,,"",,,,
2020,143421056,126186926,1,5,44,"F",1,,44,0
2020,143421088,126186948,1,5,13,"M",0,,13,0
2020,143421104,126186966,1,5,36,"M",1,,36,0
2020,143421170,126187028,0,,,"",,,,
2020,143421286,126187129,0,,,"",,,,
2020,143421309,126187153,1,5,31,"M",1,,31,0
2020,142432294,125197225,1,5,41,"M",1,,41,0
2020,142432362,125197350,0,,,"",,,,
2020,142432437,125193714,1,5,46,"F",1,,46,0
2020,142424281,125190458,0,,,"",,,,
2020,142424338,125190517,1,5,25,"M",1,,25,0
2020,142424428,125185907,1,5,37,"M",1,2,37,0
2020,142428274,125185871,0,,,"",,,,
2020,142428315,125185910,1,5,52,"M",1,,52,0
2020,143420171,126186088,0,,,"",,,,
2020,143420176,126186092,0,,,"",,,,
2020,143420186,126186102,1,5,36,"M",1,2,36,0
2020,143420391,126186294,0,,,"",,,,
2020,143420419,126186320,0,,,"",,,,
2020,143420510,126186402,0,,,"",,,,
2020,143420532,126186431,1,5,53,"M",1,,53,0
2020,143420537,126186434,1,5,51,"M",1,,51,0
2020,143420552,126186453,0,,,"",,,,
2020,143420573,126186464,1,5,43,"M",1,2,43,0
2020,143420650,126186540,0,,,"",,,,
2020,143420769,126186648,1,5,13,"M",2,2,13,0
2020,143420791,126186671,1,5,39,"M",1,2,39,0
2020,143420821,126186702,1,5,28,"M",1,,28,0
2020,143420873,126186749,0,,,"",,,,
2020,143420890,126186767,0,,,"",,,,
2020,143421334,126187176,1,5,39,"F",2,,39,0
2020,143421387,126187208,0,,,"",,,,
2020,143421686,126187502,1,5,23,"M",2,,23,0
2020,143421694,126187509,0,,,"",,,,
2020,143421702,126187515,0,,,"",,,,
2020,143421734,126187548,0,,,"",,,,
2020,143420342,126186248,1,5,44,"M",1,2,44,0
2020,143420481,126186374,1,5,38,"M",1,2,38,0
2020,143420500,126186394,1,5,43,"M",1,,43,0
2020,143420551,126186445,1,5,46,"F",1,,46,0
2020,143420580,126186467,0,,,"",,,,
2020,143420644,126186535,1,5,34,"F",1,,34,0
2020,143420734,126186619,0,,,"",,,,
2020,143420736,126186620,0,,,"",,,,
2020,143420739,126186623,1,5,39,"M",1,2,39,0
2020,143420814,126186691,0,,,"",,,,
2020,143420963,126186837,1,5,18,"M",1,,18,0
2020,143421071,126186936,1,5,28,"M",1,,28,0
2020,143421140,126187004,1,5,44,"M",1,,44,0
2020,143421320,126187160,1,5,20,"M",2,,20,0
2020,143421330,126187172,1,5,40,"M",1,,40,0
2020,143421438,126187292,0,,,"",,,,
2020,143421553,126187383,1,5,28,"M",1,,28,0
2020,143421616,126187444,1,5,46,"M",1,,46,0
2020,143421733,126187546,1,5,35,"F",1,,35,0
2020,143421751,126187565,0,,,"",,,,
2020,143421769,126187582,0,,,"",,,,
2020,143421813,126187621,1,5,20,"M",1,,20,0
2020,143421861,126187676,1,5,34,"M",1,,34,0
2020,142435245,125193672,1,5,27,"M",1,2,27,0
2020,142435262,125193699,1,5,69,"M",1,,69,0
2020,142432448,125193724,1,5,33,"M",1,,33,0
2020,142435302,125193748,1,5,45,"M",1,,45,0
2020,143420219,126186133,1,5,18,"F",1,,18,0
2020,143420255,126186171,0,,,"",,,,
2020,143420307,126186220,1,5,25,"F",1,2,25,0
2020,143420365,126186269,0,,,"",,,,
2020,143420410,126186310,0,,,"",,,,
2020,143420412,126186329,0,,,"",,,,
2020,143420471,126186376,1,5,34,"M",1,2,34,0
2020,143420474,126186376,2,5,33,"M",1,,33,0
2020,143420971,126186843,0,,,"",,,,
2020,143421359,126187188,1,5,18,"M",1,,18,0
2020,143421490,126187322,0,,,"",,,,
2020,143420241,126186151,0,,,"",,,,
2020,143420251,126186168,0,,,"",,,,
2020,143420277,126186193,0,,,"",,,,
2020,143420325,126186231,1,5,23,"F",1,2,23,0
2020,143420338,126186241,0,,,"",,,,
2020,143420386,126186290,0,,,"",,,,
2020,143420676,126186562,0,,,"",,,,
2020,143420711,126186599,0,,,"",,,,
2020,143420795,126186674,1,5,31,"F",1,2,31,0
2020,143420802,126186690,0,,,"",,,,
2020,143420954,126186830,1,5,52,"M",1,,52,0
2020,143421190,126187049,0,,,"",,,,
2020,143421475,126187307,0,,,"",,,,
2020,143421506,126187337,1,5,41,"M",1,,41,0
2020,143421512,126187345,1,5,31,"M",1,,31,0
2020,143421526,126187357,0,,,"",,,,
2020,143421574,126187399,0,,,"",,,,
2020,143421573,126187412,1,5,26,"F",1,,26,0
2020,143421627,126187455,1,5,30,"M",1,,30,0
2020,143421669,126187483,0,,,"",,,,
2020,143421696,126187511,1,5,48,"M",2,,48,0
2020,143421844,126187658,0,,,"",,,,
2020,143421806,126187615,1,5,54,"M",1,,54,0
2020,143421821,126187627,1,5,46,"M",2,,46,0
2020,143421839,126187644,0,,,"",,,,
2020,143421837,126187654,0,,,"",,,,
2020,143421913,126187726,0,,,"",,,,
2020,143421933,126187745,0,,,"",,,,
2020,142424014,125185510,0,,,"",,,,
2020,143420216,126186141,0,,,"",,,,
2020,143420231,126186146,0,,,"",,,,
2020,143420226,126186158,0,,,"",,,,
2020,143420294,126186207,0,,,"",,,,
2020,143420432,126186327,0,,,"",,,,
2020,143420465,126186355,0,,,"",,,,
2020,143420714,126186600,0,,,"",,,,
2020,143420738,126186622,0,,,"",,,,
2020,143420924,126186801,1,5,19,"F",1,,19,0
2020,143421087,126186953,0,,,"",,,,
2020,143421189,126187048,1,5,32,"F",1,,32,0
2020,143421354,126187191,0,,,"",,,,
2020,143421430,126187249,0,,,"",,,,
2020,143421441,126187264,1,5,24,"M",1,,24,0
2020,143421601,126187429,1,5,10,"M",1,,10,0
2020,143421609,126187435,1,5,34,"F",1,,34,0
2020,143421693,126187510,1,5,27,"M",2,,27,0
2020,143421750,126187564,0,,,"",,,,
2020,143421818,126187635,0,,,"",,,,
2020,143421860,126187673,0,,,"",,,,
2020,143421890,126187703,1,5,21,"M",1,,21,0
2020,143420871,126186751,1,5,40,"F",1,,40,0
2020,143420886,126186763,1,5,31,"F",1,,31,0
2020,143420933,126186811,0,,,"",,,,
2020,143420979,126186853,1,5,31,"M",1,,31,0
2020,143421162,126187025,1,5,41,"M",1,,41,0
2020,143421608,126187436,1,5,40,"F",1,,40,0
2020,143421689,126187506,0,,,"",,,,
2020,143421716,126187530,0,,,"",,,,
2020,143421730,126187543,0,,,"",,,,
2020,143421747,126187562,1,5,40,"M",1,,40,0
2020,143421825,126187630,0,,,"",,,,
2020,143421900,126187718,1,5,34,"M",1,,34,0
2020,143420780,126186661,0,,,"",,,,
2020,143420980,126186855,1,5,31,"F",1,,31,0
2020,143421257,126187104,1,5,13,"F",1,,13,0
2020,143421602,126187428,1,5,53,"F",1,,53,0
2020,143421768,126187580,1,5,29,"M",1,,29,0
2020,143421819,126187645,0,,,"",,,,
2020,143421918,126187732,0,,,"",,,,
2020,143421930,126187743,1,5,46,"M",1,,46,0
2020,143420199,126186112,0,,,"",,,,
2020,143420490,126186388,1,5,42,"M",1,2,42,0
2020,143420531,126186430,1,5,56,"M",1,2,56,0
2020,143420596,126186490,1,5,56,"M",1,2,56,0
2020,143420670,126186555,0,,,"",,,,
2020,143420710,126186598,0,,,"",,,,
2020,143420800,126186700,1,5,33,"M",2,2,33,0
2020,143420846,126186734,0,,,"",,,,
2020,143420945,126186822,1,5,31,"F",1,2,31,0
2020,143420946,126186822,2,5,28,"M",1,2,28,0
2020,143420960,126186832,0,,,"",,,,
2020,143421414,126187238,0,,,"",,,,
2020,143421528,126187360,0,,,"",,,,
2020,143421552,126187386,0,,,"",,,,
2020,143421577,126187406,0,,,"",,,,
2020,143421595,126187422,0,,,"",,,,
2020,143421703,126187519,1,5,38,"F",1,2,38,0
2020,143421870,126187681,1,5,37,"F",1,,37,0
2020,143421863,126187674,0,,,"",,,,
2020,143421910,126187723,0,,,"",,,,
2020,143421932,126187746,0,,,"",,,,
2020,144328678,127001102,0,,,"",,,,
2020,142432347,125193624,1,5,32,"M",1,2,32,0
2020,142432348,125197320,0,,,"",,,,
2020,142435280,125193730,1,5,37,"F",1,,37,0
2020,142435281,125193730,2,5,31,"M",1,,31,0
2020,142435300,125193747,0,,,"",,,,
2020,142428276,125185869,0,,,"",,,,
2020,142428300,125190582,1,5,60,"M",1,2,60,0
2020,142424001,125190175,0,,,"",,,,
2020,144324547,127001136,0,,,"",,,,
2020,144324555,127001143,1,5,18,"F",1,,18,0
2020,144324616,126996275,1,5,19,"M",1,,19,0
2020,143420161,126186075,0,,,"",,,,
2020,143420208,126186125,0,,,"",,,,
2020,143420247,126186164,0,,,"",,,,
2020,143420262,126186177,1,5,20,"M",4,2,20,0
2020,143420270,126186186,0,,,"",,,,
2020,143420425,126186322,1,5,34,"F",1,,34,0
2020,143420441,126186344,0,,,"",,,,
2020,143420476,126186372,0,,,"",,,,
2020,143421216,126187072,1,5,29,"M",1,,29,0
2020,143421358,126187189,0,,,"",,,,
2020,143421457,126187295,1,5,46,"F",1,,46,0
2020,143421517,126187348,0,,,"",,,,
2020,143421596,126187423,0,,,"",,,,
2020,143421603,126187430,1,5,31,"M",1,,31,0
2020,143421614,126187440,1,5,33,"M",1,,33,0
2020,143421775,126187592,0,,,"",,,,
2020,143421817,126187647,1,5,42,"M",1,2,42,0
2020,143421898,126187711,0,,,"",,,,
2020,143420202,126186115,0,,,"",,,,
2020,143420215,126186134,0,,,"",,,,
2020,143420236,126186155,0,,,"",,,,
2020,143420260,126186175,0,,,"",,,,
2020,143420273,126186188,2,5,32,"F",1,,32,0
2020,143420271,126186188,1,5,34,"M",1,,34,0
2020,143420302,126186214,0,,,"",,,,
2020,143420355,126186262,0,,,"",,,,
2020,143420370,126186276,0,,,"",,,,
2020,143420377,126186281,1,5,25,"F",1,2,25,0
2020,143420385,126186291,0,,,"",,,,
2020,143420438,126186337,1,5,38,"M",1,2,38,0
2020,143420673,126186566,1,5,46,"M",1,2,46,0
2020,143420693,126186580,0,,,"",,,,
2020,143420735,126186618,0,,,"",,,,
2020,143420751,126186636,0,,,"",,,,
2020,143420811,126186689,0,,,"",,,,
2020,143420838,126186719,0,,,"",,,,
2020,143420860,126186738,0,,,"",,,,
2020,143420965,126186840,1,5,48,"M",1,,48,0
2020,143421336,126187179,1,5,30,"F",1,,30,0
2020,143421670,126187484,1,5,38,"M",1,,38,0
2020,143421704,126187520,0,,,"",,,,
2020,143421709,126187532,0,,,"",,,,
2020,143421726,126187539,3,5,27,"M",1,,27,0
2020,143421724,126187539,1,5,14,"M",1,,14,0
2020,143421725,126187539,2,5,26,"M",1,,26,0
2020,143421740,126187553,1,5,37,"M",1,,37,0
2020,143420770,126186654,0,,,"",,,,
2020,143420901,126186780,0,,,"",,,,
2020,143420975,126186848,0,,,"",,,,
2020,143421211,126187069,1,5,32,"F",1,,32,0
2020,143421371,126187227,0,,,"",,,,
2020,143421565,126187392,1,5,31,"M",1,,31,0
2020,143421732,126187547,1,5,31,"F",1,,31,0
2020,143421820,126187639,0,,,"",,,,
2020,143421877,126187692,0,,,"",,,,
2020,143420426,126186336,1,5,34,"M",1,2,34,0
2020,143420518,126186417,1,5,22,"M",1,2,22,0
2020,143420539,126186438,1,5,32,"M",1,,32,0
2020,143420632,126186528,1,5,30,"F",1,2,30,0
2020,143420721,126186606,0,,,"",,,,
2020,143420724,126186612,0,,,"",,,,
2020,143420925,126186799,1,5,19,"F",1,,19,0
2020,143420976,126186850,0,,,"",,,,
2020,143421453,126187280,0,,,"",,,,
2020,143421473,126187305,0,,,"",,,,
2020,143421491,126187327,1,5,17,"M",1,,17,0
2020,143421529,126187361,0,,,"",,,,
2020,143421598,126187424,0,,,"",,,,
2020,143421621,126187446,0,,,"",,,,
2020,143421786,126187600,0,,,"",,,,
2020,143421845,126187655,0,,,"",,,,
2020,143420190,126186106,1,5,53,"F",1,2,53,0
2020,143420282,126186196,0,,,"",,,,
2020,143420311,126186221,1,5,25,"F",1,2,25,0
2020,143420349,126186263,1,5,37,"M",1,2,37,0
2020,143420406,126186308,0,,,"",,,,
2020,143420435,126186334,0,,,"",,,,
2020,143420416,126186328,1,5,22,"M",1,,22,0
2020,143420555,126186447,0,,,"",,,,
2020,143420637,126186530,1,5,57,"M",1,2,57,0
2020,143420661,126186550,1,5,27,"M",1,2,27,0
2020,143420708,126186596,1,5,42,"F",1,2,42,0
2020,143420948,126186824,0,,,"",,,,
2020,143421019,126186886,2,5,39,"M",1,,39,0
2020,143421017,126186886,1,5,26,"F",1,,26,0
2020,143421050,126186913,1,5,37,"M",1,,37,0
2020,143421065,126186928,1,5,36,"M",1,2,36,0
2020,143421070,126186935,1,5,59,"M",1,,59,0
2020,143421102,126186962,1,5,58,"M",1,,58,0
2020,143421106,126186969,1,5,19,"M",1,,19,0
2020,143421120,126186984,1,5,31,"F",1,,31,0
2020,143420545,126186440,1,5,26,"F",1,2,26,0
2020,143420651,126186543,2,5,29,"F",1,,29,0
2020,143420652,126186543,3,5,23,"M",1,,23,0
2020,143420649,126186543,1,5,21,"M",1,,21,0
2020,143420653,126186543,4,5,22,"F",1,,22,0
2020,143420744,126186627,0,,,"",,,,
2020,143420761,126186641,0,,,"",,,,
2020,143420785,126186672,0,,,"",,,,
2020,143420922,126186802,1,5,19,"F",1,,19,0
2020,143421037,126186904,1,5,15,"M",1,,15,0
2020,143421103,126186965,1,5,43,"F",1,2,43,0
2020,143421107,126186968,0,,,"",,,,
2020,143421456,126187281,0,,,"",,,,
2020,143421487,126187321,0,,,"",,,,
2020,143421572,126187400,1,5,37,"M",1,,37,0
2020,143421591,126187420,1,5,27,"F",1,,27,0
2020,143421610,126187439,1,5,35,"M",1,,35,0
2020,143421797,126187605,0,,,"",,,,
2020,143420132,126186046,1,5,41,"F",1,2,41,0
2020,143420157,126186071,0,,,"",,,,
2020,143420245,126186161,0,,,"",,,,
2020,143420265,126186184,0,,,"",,,,
2020,143420779,126186663,1,5,29,"M",1,2,29,0
2020,143420818,126186698,0,,,"",,,,
2020,143420822,126186701,1,5,30,"M",1,,30,0
2020,143421085,126186943,0,,,"",,,,
2020,143421297,126187134,0,,,"",,,,
2020,143421397,126187221,1,5,36,"F",1,,36,0
2020,143421511,126187342,0,,,"",,,,
2020,143421556,126187384,1,5,25,"M",1,,25,0
2020,143421579,126187407,1,5,41,"M",1,,41,0
2020,143421701,126187518,2,5,49,"F",1,,49,0
2020,143421700,126187518,1,5,57,"M",1,,57,0
2020,143421838,126187653,0,,,"",,,,
2020,143420144,126186059,0,,,"",,,,
2020,143420288,126186204,1,5,25,"F",1,2,25,0
2020,143420331,126186236,0,,,"",,,,
2020,143420336,126186242,0,,,"",,,,
2020,143420430,126186321,1,5,38,"M",1,2,38,0
2020,143420469,126186358,0,,,"",,,,
2020,143420636,126186534,1,5,34,"F",1,2,34,0
2020,143420660,126186549,0,,,"",,,,
2020,143420692,126186579,1,5,24,"M",1,2,24,0
2020,143420748,126186630,0,,,"",,,,
2020,143420756,126186639,1,5,12,"M",1,2,12,0
2020,143420781,126186659,0,,,"",,,,
2020,143420866,126186744,0,,,"",,,,
2020,143420928,126186807,0,,,"",,,,
2020,143420939,126186814,0,,,"",,,,
2020,143421069,126186934,1,5,56,"M",1,,56,0
2020,143421160,126187019,0,,,"",,,,
2020,143421419,126187245,0,,,"",,,,
2020,143421793,126187610,0,,,"",,,,
2020,143421826,126187632,0,,,"",,,,
2020,143420193,126186120,1,5,40,"F",1,2,40,0
2020,143420212,126186128,0,,,"",,,,
2020,143420353,126186265,1,5,37,"M",1,2,37,0
2020,143420457,126186368,1,5,38,"M",1,2,38,0
2020,143420508,126186408,0,,,"",,,,
2020,143420583,126186474,0,,,"",,,,
2020,143420590,126186486,1,5,49,"M",1,2,49,0
2020,143420618,126186511,1,5,52,"M",1,2,52,0
2020,143420629,126186522,0,,,"",,,,
2020,143420715,126186601,1,5,20,"M",1,2,20,0
2020,143420732,126186615,1,5,32,"F",1,2,32,0
2020,143420752,126186635,0,,,"",,,,
2020,143420762,126186642,1,5,17,"M",1,2,17,0
2020,143420776,126186664,1,5,32,"F",1,,32,0
2020,143420835,126186716,0,,,"",,,,
2020,143420845,126186729,0,,,"",,,,
2020,143420911,126186789,1,5,32,"F",1,,32,0
2020,143420941,126186817,1,5,32,"F",2,,32,0
2020,143420983,126186874,1,5,44,"F",1,2,44,0
2020,143421178,126187038,0,,,"",,,,
