"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2020,21,150626303
2020,21,146893841
2020,21,146898163
2020,21,146893962
2020,21,146898197
2020,21,146893981
2020,21,146898216
2020,21,146894023
2020,21,146898334
2020,21,146894074
2020,21,146898382
2020,21,146894103
2020,21,146885143
2020,21,146894132
2020,21,146885151
2020,21,146898477
2020,21,146898514
2020,21,146885187
2020,21,146885190
2020,21,146898535
2020,21,146885243
2020,21,146894307
2020,21,146894315
2020,21,146893876
2020,21,146893893
2020,21,146885054
2020,21,146893958
2020,21,146893952
2020,21,146893973
2020,21,146898205
2020,21,146894042
2020,21,146898357
2020,21,146894066
2020,21,146898413
2020,21,146894106
2020,21,146898441
2020,21,146894130
2020,21,146894131
2020,21,146894249
2020,21,146894265
2020,21,146894291
2020,21,146885242
2020,21,146894317
2020,21,146898575
2020,21,146894319
2020,21,146894328
2020,21,146898588
2020,21,155704358
2020,21,155698373
2020,21,155698378
2020,21,155698375
2020,21,155698381
2020,21,155698382
2020,21,155698383
2020,21,155704367
2020,21,155704373
2020,21,155704384
2020,21,155704385
2020,21,155704388
2020,21,155698408
2020,21,150622279
2020,21,155698412
2020,21,155704395
2020,21,155698418
2020,21,155698411
2020,21,155698421
2020,21,155704411
2020,21,155698424
2020,21,155698431
2020,21,155698430
2020,21,155704408
2020,21,155698438
2020,21,155698440
2020,21,155698445
2020,21,155704440
2020,21,155698453
2020,21,155704444
2020,21,155698466
2020,21,155698465
2020,21,155704456
2020,21,155698477
2020,21,155704465
2020,21,155698481
2020,21,155704473
2020,21,155704489
2020,21,155704488
2020,21,155698499
2020,21,155704498
2020,21,155698498
2020,21,155704511
2020,21,155698511
2020,21,155698504
2020,21,155698508
2020,21,155698510
2020,21,155698509
2020,21,155704521
2020,21,155698518
2020,21,150626717
2020,21,155704534
2020,21,155698529
2020,21,155698532
2020,21,155704545
2020,21,155698534
2020,21,155704546
2020,21,155698537
2020,21,155704550
2020,21,155704554
2020,21,155704557
2020,21,155704568
2020,21,155704567
2020,21,155698552
2020,21,150626759
2020,21,155698554
2020,21,155698560
2020,21,150626772
2020,21,155704606
2020,21,150626781
2020,21,155704596
2020,21,155698564
2020,21,155704614
2020,21,155704608
2020,21,150626804
2020,21,150622491
2020,21,155704625
2020,21,155698573
2020,21,150626806
2020,21,155704621
2020,21,155698578
2020,21,155698576
2020,21,155704620
2020,21,155704626
2020,22,155704640
2020,21,155704638
2020,21,155704642
2020,21,155704650
2020,21,155704664
2020,21,155704670
2020,18,150622529
2020,21,155698623
2020,21,155704700
2020,21,146893873
2020,21,146885030
2020,21,146898173
2020,21,146898185
2020,21,146898193
2020,21,146893997
2020,21,146898366
2020,21,146898372
2020,21,146894078
2020,21,146894081
2020,21,146898407
2020,21,146898420
2020,21,146893853
2020,21,146893862
2020,21,146898140
2020,21,146893922
2020,21,146893924
2020,21,146893988
2020,21,146894047
2020,21,146885103
2020,21,146894067
2020,21,146898436
2020,21,146894110
2020,21,146894118
2020,21,146885164
2020,21,146894164
2020,21,146898487
2020,21,146898528
2020,21,146885205
2020,21,146885207
2020,21,146885218
2020,21,146894303
2020,21,146894278
2020,21,146894286
2020,21,146885237
2020,21,146894293
2020,21,146894298
2020,21,146898569
2020,21,146894306
2020,21,146894320
2020,21,146894323
2020,21,146885259
2020,21,146885262
2020,21,146893827
2020,21,146885035
