"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2020,141577598,155698669
2020,141572782,155704743
2020,141586375,155708479
2020,141577364,155704466
2020,141577389,155704494
2020,141572591,155704556
2020,141572602,155704569
2020,141577590,155698660
2020,141577611,155704729
2020,142745667,156892136
2020,142745682,156887013
2020,142745633,156892105
2020,142750129,156887118
2020,142750129,156892272
2020,142745801,156887143
2020,142750248,156892394
2020,142750265,156892404
2020,142745884,156887225
2020,142745885,156887225
2020,142745886,156887226
2020,142745890,156887228
2020,145458729,159619738
2020,145458798,159622621
2020,145458885,159619854
2020,145458907,159619871
2020,145459165,159622977
2020,145459217,159623017
2020,145459265,159620297
2020,145459327,159620368
2020,145459327,159623119
2020,145459326,159623118
2020,142750131,156892283
2020,142750257,156887195
2020,142745544,156886875
2020,142749985,156892143
2020,142749985,156892149
2020,142745688,156892171
2020,142745688,156892168
2020,142745748,156887080
2020,142745748,156887079
2020,142750137,156892291
2020,142750221,156892372
2020,142750259,156887196
2020,142494544,156631502
2020,142498997,156626813
2020,142499015,156631555
2020,142499052,156631589
2020,142499178,156631719
2020,142494707,156626973
2020,142499151,156626928
2020,142499344,156627080
2020,142499417,156631945
2020,142494808,156631877
2020,142499053,156631590
2020,142499087,156626881
2020,142499088,156626881
2020,142499083,156626881
2020,142499089,156626882
2020,142494634,156631640
2020,142499103,156631647
2020,142494636,156626896
2020,142494642,156631659
2020,142499114,156631660
2020,142499101,156626878
2020,142499120,156631624
2020,142499126,156631679
2020,142494651,156631676
2020,142494655,156626913
2020,142499135,156626904
2020,142499145,156626925
2020,142499149,156626930
2020,142499162,156631706
2020,142494677,156626937
2020,142499167,156631698
2020,142499169,156631698
2020,142499173,156626941
2020,142494686,156626944
2020,142494692,156626953
2020,142499190,156631729
2020,142499205,156626950
2020,142499222,156631751
2020,142499229,156631761
2020,142499237,156631765
2020,142499230,156626987
2020,142494735,156626999
2020,142494737,156627003
2020,142499253,156627005
2020,142499260,156631788
2020,142494747,156627013
2020,142494749,156627006
2020,142494753,156631797
2020,142499274,156631796
2020,142499279,156631806
2020,142494762,156627030
2020,142499283,156627038
2020,142499294,156631821
2020,142494776,156631826
2020,142494779,156631823
2020,142494780,156631827
2020,142499305,156627048
2020,142499310,156631836
2020,142499312,156631838
2020,142494786,156631837
2020,142499313,156627054
2020,142499315,156627057
2020,142494790,156627054
2020,142494789,156627054
2020,142494795,156627062
2020,142499339,156631871
2020,142745595,156886919
2020,142745587,156892056
2020,142749911,156892077
2020,142745612,156886935
2020,142745637,156892106
2020,142745719,156887054
2020,142745725,156892203
2020,142745733,156887066
2020,142745738,156887072
2020,142745739,156887072
2020,142750171,156887149
2020,142750251,156887187
2020,142750263,156887199
2020,142750284,156887227
2020,144268932,158400397
2020,144268975,158400428
2020,144268856,158395338
2020,144268992,158395481
2020,144269046,158395523
2020,144267487,158395650
2020,144267487,158395652
2020,144269200,158395687
2020,144267584,158395807
2020,144267666,158400737
2020,144269502,158400752
2020,144269547,158396022
2020,144267727,158396037
2020,144267756,158396097
2020,144269643,158396125
2020,144267760,158396114
2020,144269660,158396141
2020,144269676,158400838
2020,144267799,158401200
2020,144269737,158401213
2020,144269741,158400867
2020,144269759,158400877
2020,144269770,158400881
2020,144267847,158401296
2020,144269849,158401337
2020,144269898,158401389
2020,144269904,158401393
2020,144269908,158400949
2020,144272907,158400951
2020,144269919,158400961
2020,144269938,158401429
2020,144272974,158401521
2020,144272990,158401551
2020,144270072,158401561
2020,144273020,158401600
2020,144269097,158395573
2020,144269105,158395570
2020,144269149,158395623
2020,144267472,158395623
2020,144269213,158400593
2020,144267565,158400632
2020,144267698,158396001
2020,144269618,158396096
2020,144269629,158400818
2020,144269654,158396138
2020,144267763,158396138
2020,144267863,158401313
2020,144269856,158400927
2020,144269895,158401381
2020,144269995,158401002
2020,144272993,158401050
2020,144270080,158401568
2020,144273002,158401568
2020,144270119,158401614
2020,144268646,158395160
2020,144267142,158400190
2020,144268778,158395266
2020,144267245,158395319
2020,144268957,158400414
2020,144269027,158395507
2020,144269027,158400466
2020,144267415,158400481
2020,142745548,156892024
2020,142749992,156892159
2020,142750026,156892190
2020,142750072,156892228
2020,142745786,156892293
2020,146735284,160864176
2020,146735415,160868848
2020,146735455,160868885
2020,146738688,160864298
2020,146735543,160864354
2020,146738759,160864354
2020,146738769,160864363
2020,146738798,160864398
2020,146738798,160864400
2020,146735630,160869068
2020,146735634,160869068
2020,146735686,160869122
2020,146735685,160869122
2020,146735688,160869122
2020,144269280,158395756
2020,144267583,158395812
2020,144269364,158395831
2020,144269396,158395868
2020,144267703,158400768
2020,144267700,158400767
2020,144267824,158401253
2020,144269811,158401284
2020,144269862,158400934
2020,144269862,158401343
2020,144269880,158401365
2020,144267895,158401364
2020,144272927,158401419
2020,144270143,158401646
2020,144270165,158401661
2020,144273090,158401133
2020,144268691,158395190
2020,144268687,158400215
2020,144267184,158400239
2020,144268784,158395272
2020,144268785,158395272
2020,144268792,158395278
2020,144268812,158395299
2020,144268834,158400313
2020,144268876,158395358
2020,144268892,158395376
2020,144269001,158395489
2020,144269035,158395517
2020,144269056,158395536
2020,144269082,158395565
2020,144269126,158400537
2020,144269156,158400552
2020,144269252,158395718
2020,144269293,158400623
2020,144269400,158395872
2020,144269500,158400746
2020,144269574,158400795
2020,144267725,158400784
2020,144269679,158396155
2020,144269720,158401196
2020,144269726,158400866
2020,144269727,158400866
2020,144269855,158400932
2020,144269860,158401344
2020,144267896,158401368
2020,144272924,158401422
2020,144272943,158401457
2020,144272955,158401479
2020,144272968,158401022
2020,144270031,158401024
2020,144270083,158401570
2020,144268629,158395144
2020,144268889,158395372
2020,144269003,158395491
2020,144269029,158400468
2020,144267416,158400482
2020,144269095,158395575
2020,144267555,158395767
2020,144269320,158395788
2020,144269332,158395806
2020,144267642,158395916
2020,144267726,158400785
2020,144267739,158400799
2020,144269636,158396116
2020,144269684,158396163
2020,144269697,158401175
2020,144269707,158401186
2020,144269784,158401264
2020,144269783,158401263
2020,144269805,158400898
2020,144270035,158401526
2020,144273032,158401610
2020,146734693,160868137
2020,146738144,160868151
2020,146734813,160863827
2020,146738357,160868399
2020,146735032,160868478
2020,146738406,160868502
2020,146735155,160868588
2020,146735255,160864146
2020,145458694,159619718
2020,145458720,159619733
2020,145458738,159622568
2020,145455664,159622559
2020,145458758,159622588
2020,145458836,159622657
2020,145458837,159622660
2020,145459192,159620219
2020,145459193,159620219
2020,145459193,159620221
2020,145456322,159620416
2020,145459394,159620421
2020,145459402,159623189
2020,145459423,159623211
2020,141572424,155698394
2020,141572521,155698479
2020,141572604,155704570
2020,141577483,155698568
2020,141577513,155698594
2020,141577543,155698620
2020,141577570,155704685
2020,141577632,155704747
2020,141572805,155698723
2020,144267306,158400369
2020,144267337,158395418
2020,144267402,158395508
2020,144269058,158400494
2020,144269073,158395558
2020,144269150,158395626
2020,144269169,158400555
2020,144267485,158400555
2020,144269289,158400622
2020,144269330,158395799
2020,144269362,158395828
2020,144267589,158395830
2020,144267649,158400714
2020,144267663,158400736
2020,144269499,158395969
2020,144267720,158400769
2020,144267744,158396053
2020,144269623,158396107
2020,144269651,158396124
2020,144269861,158401346
2020,144269884,158401366
2020,144269890,158401375
2020,144269909,158401396
2020,144272941,158401440
2020,144270052,158401540
2020,144270127,158401622
2020,141570965,155696912
2020,141575984,155697505
2020,142498555,156626520
2020,142494247,156626059
2020,142494263,156626091
2020,142498685,156626594
2020,142498694,156631191
2020,142498809,156631312
2020,142498809,156631310
2020,142498809,156631308
2020,142498966,156631480
2020,142498966,156631482
2020,142494619,156631618
2020,142494664,156631688
2020,142499172,156631713
2020,142494983,156627261
2020,142499634,156632171
2020,142495050,156627321
2020,142495111,156632279
2020,142499729,156627391
2020,142499778,156627431
2020,142499834,156632381
2020,142495179,156627455
2020,142495182,156632367
2020,142499843,156632390
2020,142499902,156632441
2020,142495237,156627521
2020,142495725,156627999
2020,142495737,156628018
2020,142495737,156628017
2020,142495746,156628031
2020,142495768,156632946
2020,142495784,156632968
2020,142495795,156628090
2020,142495807,156628101
2020,142495814,156632995
2020,142500469,156633001
2020,142500481,156633020
2020,142495855,156633041
2020,142495862,156633046
2020,142495869,156628150
2020,142500512,156628165
2020,142495897,156628177
2020,142495904,156628183
2020,142500534,156633084
2020,142500571,156633120
2020,142500571,156633121
2020,142495962,156633132
2020,142495963,156633132
2020,142500629,156633193
2020,142496047,156633205
2020,142500652,156633218
2020,144267491,158395649
2020,144269245,158400600
2020,144267554,158395757
2020,144269326,158395798
2020,144269344,158395813
2020,144269369,158395836
2020,144269397,158395869
2020,144267633,158400696
2020,144269503,158395978
2020,144267704,158396003
2020,144267721,158396019
2020,144269592,158400802
2020,144267794,158401184
2020,144269724,158401199
2020,144269823,158401301
2020,144269832,158400914
2020,144269837,158400918
2020,144267875,158401339
2020,144269936,158400973
2020,144273022,158401067
2020,144270161,158401102
2020,144270178,158401680
2020,144270178,158401120
2020,144270300,158406237
2020,144270310,158401806
2020,144273197,158401812
2020,144270354,158401853
2020,144270360,158406291
2020,144270381,158406306
2020,144270408,158406322
2020,144270448,158401941
2020,144270482,158401959
2020,144273326,158401970
2020,144270513,158401985
2020,144270517,158401991
2020,144270533,158406406
2020,144273352,158406406
2020,144270534,158406406
2020,144268848,158395331
2020,144268944,158400405
2020,144268990,158400448
2020,144268998,158395486
2020,144267253,158395333
2020,144268880,158395362
2020,144268919,158395404
2020,144268954,158395440
2020,144268974,158395457
2020,144269017,158400464
2020,142750002,156892172
2020,142750002,156892170
2020,142750018,156892181
2020,142750017,156892181
2020,142750020,156892181
2020,142750019,156892181
2020,142750098,156892256
2020,142745783,156887121
2020,142745798,156887138
2020,142750173,156887154
2020,142750184,156892332
2020,142750210,156892357
2020,142750219,156887177
2020,142745839,156887177
2020,142745841,156892368
2020,142750232,156892380
2020,141572473,155704410
2020,141572473,155704413
2020,141572473,155704412
2020,141572732,155704707
2020,141572784,155704750
2020,141572809,155698726
2020,141572825,155698746
2020,141572845,155704825
2020,142494231,156626017
2020,142498630,156626557
2020,142494322,156626593
2020,142498695,156631193
2020,142494359,156626636
2020,142498794,156631292
2020,142494417,156626696
2020,142498818,156631322
2020,142494429,156631334
2020,142499023,156626836
2020,142499041,156631586
2020,142494617,156631612
2020,142494666,156631691
2020,142494700,156626956
2020,142499268,156627019
2020,142499373,156627101
2020,142494841,156631910
2020,142494854,156627126
2020,142499508,156627226
2020,142494934,156632041
2020,142499522,156632041
2020,142499527,156632058
2020,142499567,156627263
2020,142499605,156632146
2020,142499640,156632178
2020,142499640,156632179
2020,142495039,156632190
2020,142499692,156632244
2020,142495192,156632378
2020,142499837,156632383
2020,142499859,156627483
2020,142495201,156632399
2020,142499873,156632411
2020,142499882,156632423
2020,142500358,156627982
2020,142495720,156627995
2020,142500372,156632909
2020,142495775,156632958
2020,142495782,156628073
2020,142500438,156628078
2020,142500438,156628076
2020,142495858,156628144
2020,142495864,156628146
2020,142495879,156633056
2020,142495922,156628198
2020,142495922,156628197
2020,142500570,156633118
2020,142495946,156633117
2020,142500581,156628245
2020,142496007,156628282
2020,142500611,156633170
2020,142496026,156628299
2020,142500634,156628311
2020,142500651,156628330
2020,146738472,160864073
2020,146735286,160868717
2020,146735384,160864244
2020,146735383,160864244
2020,146735391,160864250
2020,146735463,160868897
2020,146735613,160869052
2020,146735692,160869123
2020,144267118,158400164
2020,144268651,158400184
2020,144268679,158395186
2020,144267174,158400225
2020,144268877,158395357
2020,144267277,158395364
2020,144268897,158395378
2020,144268910,158395396
2020,144267341,158400400
2020,144267375,158395470
2020,144267400,158400458
2020,144269033,158400471
2020,144269033,158395514
2020,144269044,158395524
2020,144268741,158395238
2020,144267191,158400249
2020,144268755,158400250
2020,144268844,158400323
2020,144268898,158395380
2020,144268911,158400375
2020,144267345,158400404
2020,144268964,158400422
2020,144268983,158395472
2020,144267688,158395995
2020,144267708,158396010
2020,144269543,158400782
2020,144269649,158396128
2020,144269693,158396173
2020,144270103,158401598
2020,144270108,158401071
2020,142494379,156626657
2020,142498771,156631260
2020,142498911,156631424
2020,142494501,156626770
2020,142499055,156626862
2020,142494660,156626917
2020,142499192,156631731
2020,142499195,156631733
2020,142494717,156631754
2020,142494722,156631760
2020,142499355,156627074
2020,142494857,156627132
2020,142494864,156631929
2020,142494870,156631937
2020,142499586,156632127
2020,142499598,156632136
2020,142499608,156632153
2020,142495030,156632177
2020,142495122,156632289
2020,142499838,156632386
2020,142499851,156627478
2020,142499862,156627486
2020,142495245,156632464
2020,142495724,156632902
2020,142495758,156628044
2020,142495767,156628053
2020,142495780,156628065
2020,142495801,156628095
2020,142495802,156632987
2020,142495835,156633023
2020,142500492,156633032
2020,142500511,156628164
2020,142495906,156628185
2020,142495940,156633116
2020,142495942,156633116
2020,142495969,156628251
2020,142495982,156628265
2020,142500612,156633171
2020,142500621,156633182
2020,142500633,156633200
2020,142496045,156633204
2020,142500647,156633214
2020,142749886,156892054
2020,142749926,156892091
2020,142749960,156892117
2020,142749988,156892152
2020,142750011,156892177
2020,142750013,156892177
2020,142745803,156892315
2020,146738115,160863711
2020,146738120,160863713
2020,146738121,160863714
2020,146738136,160868141
2020,146734698,160863734
2020,146738138,160863734
2020,146734741,160868177
2020,146734766,160868196
2020,146734774,160863793
2020,146738183,160863794
2020,146738334,160868376
2020,146738358,160868406
2020,146734970,160868414
2020,146735023,160863993
2020,146738412,160864015
2020,146738415,160868519
2020,146735101,160868538
2020,146738487,160868631
2020,146738488,160864088
2020,146738487,160864088
2020,146738537,160868686
2020,145458750,159619748
2020,145458718,159622554
2020,145458736,159622567
2020,145458842,159619826
2020,145458920,159622746
2020,145455831,159619905
2020,145455862,159622766
2020,145458982,159619983
2020,145458994,159622808
2020,145459014,159622829
2020,145455984,159620058
2020,145459084,159622892
2020,145459091,159620118
2020,145459104,159622911
2020,145456093,159622931
2020,145456151,159620225
2020,145456168,159620239
2020,145456178,159620256
2020,145456213,159623059
2020,145459406,159623193
2020,145459409,159620426
2020,145459409,159623195
2020,145459416,159623205
2020,144267681,158395975
2020,144269535,158396014
2020,144269554,158396025
2020,144269567,158396052
2020,144269594,158400801
2020,144269613,158396099
2020,144267759,158396115
2020,144269825,158400906
2020,144267872,158401336
2020,144269894,158400945
2020,144272962,158401497
2020,144272994,158401040
2020,144267252,158395330
2020,144267325,158400385
2020,144268788,158395274
2020,144267240,158400310
2020,144267387,158400440
2020,144267235,158395304
2020,144267246,158400314
2020,144267326,158400386
2020,144268942,158395428
2020,144267360,158400420
2020,144267679,158400748
2020,144269528,158400764
2020,144269573,158396045
2020,144267754,158400814
2020,144269670,158400831
2020,144269705,158401183
2020,144269722,158400862
2020,144267865,158401320
2020,144267885,158401355
2020,144269916,158401409
2020,144272961,158401491
2020,144270025,158401504
2020,144273044,158401635
2020,144270160,158401098
2020,144270181,158401683
2020,144270200,158401694
2020,144270225,158401716
2020,144270227,158401167
2020,144270230,158401721
2020,144270297,158406231
2020,144270297,158401795
2020,144273239,158401858
2020,144270369,158401866
2020,144270383,158401874
2020,144273255,158401891
2020,144273273,158406337
2020,144270444,158401934
2020,144273313,158406377
2020,144270500,158406381
2020,144270503,158406383
2020,144270512,158401983
2020,144273355,158402012
2020,144270559,158406423
2020,142749865,156892034
2020,142749892,156892062
2020,142749919,156892083
2020,142749980,156892148
2020,142750014,156887024
2020,142750088,156892250
2020,142745776,156887103
2020,142750163,156892313
2020,142750165,156892313
2020,142750163,156892311
2020,142750163,156892304
2020,142498522,156626018
2020,142498709,156631206
2020,142498734,156631233
2020,142494398,156626675
2020,142498914,156626761
2020,142499287,156627032
2020,142499335,156631865
2020,142499351,156631882
2020,142494845,156631911
2020,142494971,156627254
2020,142494994,156632122
2020,142495010,156627289
2020,142495010,156632145
2020,142495089,156627359
2020,142495087,156627359
2020,142495106,156632270
2020,142495114,156627389
2020,142495134,156627406
2020,142499743,156632298
2020,142499804,156632354
2020,142494241,156626517
2020,142498568,156626065
2020,142498590,156626531
2020,142498626,156626126
2020,142498681,156626590
2020,142498866,156631379
2020,142494582,156626838
2020,142494699,156631740
2020,142494711,156626976
2020,142499387,156631914
2020,142494888,156631952
2020,142494989,156627265
2020,142499578,156632119
2020,142494998,156627278
2020,142499670,156632225
2020,142499764,156627418
2020,142495145,156632321
2020,142749856,156892020
2020,142749866,156892035
2020,142749917,156892081
2020,142745635,156886966
2020,142745678,156887008
2020,142750038,156892197
2020,142750041,156892197
2020,142750037,156892197
2020,142750060,156892216
2020,142750061,156892216
2020,142745788,156892270
2020,142750116,156892274
2020,142750135,156887105
2020,142750209,156892356
2020,142750216,156887173
2020,142750225,156892375
2020,146734819,160868241
2020,146734929,160863931
2020,146734959,160863965
2020,146735049,160868492
2020,146735117,160868554
2020,146735118,160868554
2020,146738511,160868650
2020,146735267,160868708
2020,146735305,160868737
2020,146735313,160868747
2020,146738602,160868772
2020,146735372,160864232
2020,146735377,160868801
2020,146735375,160868803
2020,146735380,160868806
2020,146735403,160868823
2020,146738662,160868852
2020,146735419,160868852
2020,146735439,160868871
2020,146735491,160864314
2020,146735493,160868931
2020,146735515,160864334
2020,146735544,160864356
2020,146738775,160864369
2020,146735587,160869029
2020,146735652,160869096
2020,146735672,160864439
2020,144269080,158400502
2020,144267444,158395578
2020,144268636,158395150
2020,144268648,158395165
2020,144268700,158400221
2020,144268693,158395194
2020,144268736,158400238
2020,144268736,158400237
2020,144268774,158395263
2020,144267232,158400296
2020,144267242,158400309
2020,144267243,158395320
2020,144267248,158400316
2020,144268859,158395340
2020,144268872,158400338
2020,144267263,158400332
2020,144268881,158395363
2020,144267292,158395370
2020,144268922,158395405
2020,144268943,158395429
2020,144267358,158400417
2020,144268963,158395450
2020,144268993,158400447
2020,144268997,158395480
2020,144269009,158395495
2020,144269092,158395572
2020,144269203,158395682
2020,144267542,158395745
2020,144269271,158395742
2020,144267551,158400618
2020,144269292,158400626
2020,144269306,158395769
2020,144267569,158395796
2020,144269343,158400651
2020,144269376,158395844
2020,144269394,158395863
2020,144269399,158395871
2020,144269477,158400727
2020,144269522,158400751
2020,144269590,158396079
2020,144269605,158400811
2020,144269637,158400821
2020,144269678,158400840
2020,144267792,158400854
2020,144269739,158401215
2020,144267811,158400871
2020,144267822,158400883
2020,144267822,158401249
2020,144269813,158401289
2020,144269963,158401452
2020,144269974,158400992
2020,144269979,158401458
2020,144269987,158400999
2020,144269990,158401000
2020,144272952,158401473
2020,144272963,158401013
2020,144270029,158401026
2020,144270048,158401034
2020,144273045,158401640
2020,144270152,158401652
2020,144270155,158401654
2020,144273074,158401112
2020,144273073,158401673
2020,144273087,158401123
2020,144273096,158401702
2020,144273103,158401161
2020,144270231,158401724
2020,144270301,158406233
2020,144273184,158406233
2020,144273196,158406249
2020,144270326,158406261
2020,144270340,158401839
2020,144270352,158401850
2020,144273247,158406309
2020,144270396,158401882
2020,144270393,158401880
2020,144270393,158406312
2020,144273266,158401904
2020,144273265,158406326
2020,144270426,158406336
2020,144270434,158406343
2020,144273282,158406348
2020,144270486,158406379
2020,144270510,158406389
2020,144270519,158401993
2020,144273345,158401998
2020,144273347,158402000
2020,144270548,158402018
2020,144270545,158406418
2020,144270553,158402024
2020,144270574,158402048
2020,144270595,158402059
2020,144270600,158402066
2020,144269090,158395567
2020,144267547,158400617
2020,144269360,158400657
2020,144269404,158400674
2020,144267802,158401206
2020,144269755,158401229
2020,144267823,158400884
2020,144269857,158400931
2020,144269886,158401370
2020,144272922,158400963
2020,144269970,158401447
2020,144270024,158401512
2020,144270047,158401542
2020,144273056,158401094
2020,144270224,158401163
2020,144270228,158401719
2020,144270299,158406234
2020,144270299,158406235
2020,144270336,158401834
2020,144270355,158406286
2020,144273232,158406286
2020,144273236,158401856
2020,144270359,158401859
2020,144270370,158406297
2020,144270371,158406298
2020,144273248,158401878
2020,144270399,158401884
2020,144270447,158401939
2020,144270466,158406367
2020,144273308,158401954
2020,144270493,158406380
2020,144273341,158406392
2020,144270528,158406399
2020,144270528,158406401
2020,144270542,158406415
2020,144270565,158406428
2020,144273374,158402042
2020,144270580,158402051
2020,144270596,158402061
2020,144270603,158406462
2020,144268745,158400244
2020,144268676,158395185
2020,144268675,158395185
2020,144268745,158395236
2020,144268867,158400334
2020,144268879,158400344
2020,144267290,158400357
2020,144267309,158395394
2020,144269025,158395504
2020,144267507,158395670
2020,144267528,158395705
2020,144269249,158395715
2020,144267545,158400616
2020,144269354,158395824
2020,144269385,158395854
2020,144269411,158400677
2020,144269442,158395915
2020,144269506,158395987
2020,144269569,158396036
2020,144269576,158396031
2020,144267753,158396091
2020,144269627,158396112
2020,144269677,158396151
2020,144267818,158400876
2020,144269769,158401245
2020,144269807,158400900
2020,144269826,158401307
2020,144267861,158400916
2020,144269842,158400923
2020,144269850,158400926
2020,144269865,158401351
2020,144269896,158401382
2020,144269927,158401418
2020,144272937,158401436
2020,144269996,158401004
2020,144270062,158401036
2020,144273003,158401569
2020,144270084,158401571
2020,144270106,158401590
2020,144270115,158401078
2020,144270120,158401078
2020,144270204,158401699
2020,144273176,158401791
2020,144270329,158401826
2020,144273229,158406283
2020,144270432,158401920
