"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2020,12,158400390,32438153
2020,12,158395335,32448035
2020,12,158395301,32448030
2020,2,158395343,32448037
2020,12,162287327,33503569
2020,18,162284395,33503573
2020,12,162284407,33503575
2020,12,162287416,33507983
2020,18,162284539,33503602
2020,12,162284578,33508006
2020,20,162284746,33503649
2020,20,162287754,33503658
2020,12,162284906,33503674
2020,9,162284968,33503684
2020,3,162288068,33503705
2020,12,162285205,33503729
2020,20,162285377,33508137
2020,20,162288385,33508138
2020,9,162288392,33508141
2020,12,162285437,33508147
2020,12,162285461,33503771
2020,12,159622585,32804121
2020,9,159622652,32804136
2020,12,159619825,32794833
2020,12,162284462,33507982
2020,20,160868383,33143329
2020,2,160863997,33143341
2020,4,160868555,33146829
2020,12,160868734,33146867
2020,20,162284378,33503568
2020,20,162284377,33507967
2020,12,162284561,33508000
2020,12,162284574,33503615
2020,12,162287692,33503648
2020,12,162288217,33508113
2020,20,162288389,33508139
2020,20,162288399,33508143
2020,12,160868477,33146815
2020,12,160864010,33146820
2020,10,158395881,32448126
2020,12,158400718,32448132
2020,12,158396033,32448147
2020,20,158396057,32448153
2020,12,158396104,32448159
2020,20,158400979,32438220
2020,12,158401700,32448228
2020,17,158395948,32448134
2020,12,158396148,32438207
2020,12,158400874,32438212
2020,20,158406344,32438265
2020,20,158401965,32448264
2020,20,158401021,32448207
2020,20,158401562,32448217
2020,12,158395491,32448059
2020,12,159619875,32804153
2020,12,158396037,32448148
2020,12,158401522,32448208
2020,12,159620011,32804174
2020,12,159620134,32804189
2020,20,159622993,32794896
2020,12,159623126,32794935
2020,20,159623132,32804236
2020,12,162287413,33503581
2020,12,162284516,33503598
2020,12,162284563,33503610
2020,12,162287543,33508017
2020,17,162287539,33508014
2020,12,162287539,33508013
2020,20,162287753,33503657
2020,12,158400386,32438152
2020,12,158401098,32438232
2020,20,158401866,32438256
2020,20,158401874,32448252
2020,9,158395145,32438099
2020,12,158395225,32448007
2020,12,158400262,32448018
2020,12,158395342,32448038
2020,12,160868154,33141745
2020,20,160863826,33143301
2020,12,160869097,33146954
2020,12,159619750,32804120
2020,12,159620249,32804213
2020,14,160864363,33143411
2020,9,160869068,33146942
2020,9,160869122,33146959
2020,12,158395351,32438139
2020,12,158395237,32448011
2020,12,158395259,32448019
2020,12,158395238,32448012
2020,2,158400249,32448016
2020,12,158395429,32448056
2020,12,162287770,33508056
2020,3,159619788,32804133
2020,12,162284510,33503594
2020,12,162284586,33503616
2020,9,162287462,33507992
2020,3,162287487,33507996
2020,19,162288335,33508130
2020,20,162288404,33508144
2020,20,158395547,32448065
2020,12,158401469,32448200
2020,12,160864065,33143351
2020,4,160864187,33143370
2020,12,160864429,33143424
2020,20,160868457,33146811
2020,12,160864061,33146838
2020,12,160868752,33146878
2020,12,160863992,33143337
2020,18,160868500,33146819
2020,20,158400634,32448111
2020,20,158396016,32448141
2020,20,158400869,32448178
2020,20,160863844,33143307
2020,12,160863869,33143311
2020,12,160863987,33143335
2020,12,160868781,33146884
2020,9,160868924,33146911
2020,18,160868927,33143402
2020,9,160864310,33143401
2020,18,158395745,32448102
2020,20,158402000,32448267
2020,12,158395578,32448068
2020,18,158395841,32448120
2020,20,158395842,32448121
2020,20,158395966,32448136
2020,20,158400812,32438203
2020,9,159619759,32794820
2020,12,159620005,32804170
2020,12,159622922,32794880
2020,18,158395883,32448127
2020,20,158396077,32448155
2020,20,158401053,32438228
2020,20,158401877,32448253
2020,20,158401892,32448254
2020,20,158406398,32448265
2020,12,159619847,32804145
2020,12,159622917,32804190
2020,20,159620289,32794914
2020,20,159623168,32794942
2020,12,159623219,32794959
2020,9,159623218,32794958
2020,9,159623225,32794960
2020,20,158395598,32448072
2020,12,158395179,32447994
2020,12,158400232,32438114
2020,12,158395399,32448051
2020,12,158400228,32448005
2020,12,158400230,32438113
2020,12,158395275,32438133
2020,12,158400300,32438137
2020,6,159619831,32794839
2020,12,159619845,32794844
2020,12,159619846,32804144
2020,12,159623201,32794952
2020,12,158395226,32448006
2020,12,158395265,32448021
2020,20,158400528,32438162
2020,20,162287365,33503576
2020,12,162284536,33503600
2020,12,162284568,33503612
2020,12,162284609,33503623
2020,12,162287649,33508040
2020,12,162284723,33503646
2020,20,162284789,33503659
2020,12,162287760,33503660
2020,20,162287815,33503667
2020,12,162287929,33508079
2020,20,162284960,33503681
2020,12,162284719,33508038
2020,12,162284557,33503606
2020,12,162287648,33508039
2020,19,162287310,33507965
2020,12,162284505,33503593
2020,12,162287556,33503622
2020,20,162285233,33508116
2020,12,162288287,33503737
2020,20,162285340,33503748
2020,20,162285427,33508145
2020,12,158400582,32448083
2020,20,158395800,32448113
2020,20,158401277,32448183
2020,20,160868329,33146789
2020,12,160864011,33143342
2020,9,160869105,33146957
2020,12,162287299,33507963
2020,20,162287374,33507977
2020,12,162284494,33503591
2020,12,162284493,33503590
2020,12,162287474,33503599
2020,12,162284554,33503605
2020,4,162284716,33503643
2020,20,162284792,33503661
2020,20,162284843,33508062
2020,20,162284892,33508074
2020,20,162285286,33503739
2020,12,160864016,33143345
2020,11,158401050,32448213
2020,11,162287645,33508037
2020,12,162284347,33503558
2020,18,162284961,33503682
2020,12,162285183,33508108
2020,20,162288200,33508111
2020,11,158400583,32448084
2020,12,158395834,32448119
2020,12,158400878,32438213
2020,20,158401235,32448180
2020,12,158401299,32438215
2020,12,158401525,32448209
2020,12,158401131,32438236
2020,20,158402022,32448270
2020,12,158395606,32448073
2020,20,158400782,32448144
2020,18,158396173,32448175
2020,20,158395798,32448114
2020,20,158400696,32438190
2020,20,158400914,32438216
2020,10,158406306,32438259
2020,20,160863734,33141739
2020,3,160868177,33141749
2020,20,160868196,33141757
2020,20,160868406,33143332
2020,12,160864015,33143344
2020,12,162287514,33508005
2020,9,162287615,33508033
2020,20,162287752,33508052
2020,20,162287887,33508076
2020,12,162288041,33503699
2020,9,162288118,33508098
2020,20,162285177,33503727
2020,12,162288198,33508110
2020,9,162285287,33503740
2020,12,162288298,33508122
2020,20,162288322,33508128
2020,20,162285348,33503750
2020,20,162288380,33503760
2020,12,162285435,33503764
2020,12,158395263,32448020
2020,12,158400221,32438110
2020,12,159622936,32794884
2020,20,159620196,32804199
2020,20,159623054,32794915
2020,20,158396055,32448152
2020,12,158400861,32438211
2020,20,158406254,32438250
2020,10,158401836,32438252
2020,20,158400573,32438165
2020,12,158395697,32448086
2020,12,158401431,32438219
2020,20,160868403,33146803
2020,12,160868537,33146827
2020,12,159622610,32794825
2020,12,159619816,32804138
