"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2020,3,149221853
2020,4,149221860
2020,4,149217292
2020,2,149217299
2020,4,149221874
2020,4,149217336
2020,4,149221894
2020,4,149217348
2020,4,149221916
2020,4,149221944
2020,4,149217407
2020,4,149221977
2020,3,149221982
2020,4,149217437
2020,4,149221497
2020,4,149221507
2020,4,149221514
2020,4,149221689
2020,4,149217164
2020,4,149221717
2020,4,149221742
2020,4,149221769
2020,4,149221776
2020,4,149221777
2020,4,149217230
2020,4,149221824
2020,4,149217297
2020,4,149221881
2020,4,149221931
2020,4,149217397
2020,4,149217071
2020,4,149221678
2020,4,149221688
2020,1,149221703
2020,4,149217233
2020,4,149221807
2020,4,149221830
2020,3,149221868
2020,4,149217323
2020,4,149217324
2020,4,149221885
2020,4,149217335
2020,2,149221901
2020,4,149217357
2020,4,149221929
2020,4,149221930
2020,4,149221945
2020,4,149217402
2020,4,149217421
2020,4,149216996
2020,4,149221536
2020,4,149217009
2020,4,149217063
2020,4,149221543
2020,4,149221594
2020,2,149217135
2020,4,149221790
2020,4,149221523
2020,4,149221498
2020,4,149221570
2020,4,149217158
2020,4,149221746
2020,4,149221771
2020,4,149221817
2020,4,149221823
2020,4,149221838
2020,4,149221883
2020,4,149217334
2020,4,149221893
2020,4,149221900
2020,4,149221915
2020,4,149216972
2020,1,146893842
2020,4,146893885
2020,4,146898258
2020,4,146898350
2020,4,146898376
2020,4,146894076
2020,4,146898409
2020,4,146898408
2020,4,146894094
2020,4,146885139
2020,3,146898442
2020,3,146898444
2020,4,146898448
2020,3,146894137
2020,3,146894145
2020,3,146885158
2020,4,146894242
2020,4,146894253
2020,4,146885221
2020,4,146894277
2020,4,146894282
2020,2,146898564
2020,4,146894324
2020,4,146894347
2020,4,149221705
2020,4,149221725
2020,4,149221733
2020,4,149221767
2020,4,149221784
2020,3,149221848
2020,4,149221869
2020,4,149221897
2020,4,149217349
2020,4,149221902
2020,4,149217358
2020,4,149221910
2020,4,149221914
2020,4,149217366
2020,3,149217417
2020,4,149221968
2020,4,149221969
2020,4,149221992
2020,4,149221993
2020,4,149222001
2020,4,149222008
2020,4,149222007
2020,4,149222011
2020,3,149222014
2020,4,149217476
2020,4,149221724
2020,4,149217136
2020,4,149217138
2020,4,149221727
2020,4,149221743
2020,4,149217216
2020,4,149217222
2020,1,149217305
2020,4,149221561
2020,4,151643872
2020,4,151644154
2020,4,151644207
2020,1,151644225
2020,4,151644263
2020,4,151646753
2020,4,151644355
2020,4,151644378
2020,4,156886971
2020,4,156887031
2020,4,156887035
2020,4,156887029
2020,4,156892186
2020,4,156887036
2020,4,156892302
2020,1,156892377
2020,4,156892408
2020,4,149216991
2020,4,149217001
2020,4,149217012
2020,4,149217180
2020,4,149217190
2020,4,149217188
2020,4,149217215
2020,4,149217231
2020,4,149221858
2020,4,149221859
2020,4,149221862
2020,4,149217326
2020,4,149217393
2020,4,149217413
2020,4,149217439
2020,4,149216978
2020,4,149221585
2020,4,149217073
2020,4,149217156
2020,4,149217198
2020,4,152650513
2020,4,152650521
2020,4,152650526
2020,1,152650544
2020,4,152650558
2020,4,152650578
2020,4,152650587
2020,4,152650603
2020,4,152650617
2020,4,152650654
2020,4,152650655
2020,4,152650664
2020,4,152650665
2020,4,152650671
2020,4,152650679
2020,4,152650705
2020,4,152650734
2020,4,152650738
2020,4,152650757
2020,4,152650755
2020,4,152650756
2020,4,152650752
2020,4,152650741
2020,4,152650740
2020,4,152650774
2020,4,152650782
2020,4,152650790
2020,4,152650800
2020,4,152650812
2020,4,152650803
2020,4,152650820
2020,4,152650793
2020,4,152650852
2020,1,152650866
2020,4,152650894
2020,2,152650911
2020,4,152650915
2020,4,152650936
2020,4,152650948
2020,1,152650935
2020,4,152650957
2020,4,152650980
2020,4,152650979
2020,4,152650990
2020,4,152651007
2020,4,152650993
2020,3,152650991
2020,4,152651033
2020,4,152651042
2020,4,152651051
2020,4,152651052
2020,4,152651066
2020,4,152651077
2020,4,152651081
2020,4,152651086
2020,4,152651096
2020,4,152651098
2020,4,152651100
2020,4,152651107
2020,4,152651105
2020,4,152651118
2020,4,152651144
2020,3,152651154
2020,4,152651158
2020,4,152651173
2020,4,152651185
2020,4,152651180
2020,2,152651192
2020,4,152651221
2020,1,152651207
2020,4,152651251
2020,4,152651253
2020,4,152651249
2020,4,152651245
2020,4,152651266
2020,4,152651269
2020,4,152651271
2020,4,152651283
2020,4,152651298
2020,4,152651314
2020,1,152651326
2020,4,152651350
2020,4,152651363
2020,4,152651362
2020,4,152651370
2020,4,152651374
2020,4,149221546
2020,4,149217049
2020,4,149217050
2020,4,149217086
2020,4,149217091
2020,4,145121908
2020,4,145114697
2020,4,145089350
2020,4,145083271
2020,3,145089571
2020,4,145114774
2020,4,145114866
2020,4,145117147
2020,4,145114945
2020,4,145114743
2020,4,145122002
2020,3,145114792
2020,1,145114792
2020,3,145114791
2020,1,145114791
2020,4,146898126
2020,4,146898134
2020,4,146893932
2020,4,146893959
2020,4,146898209
2020,4,146894015
2020,4,146898274
2020,4,146898272
2020,3,146894086
2020,4,146894093
2020,4,146898428
2020,4,149221547
2020,4,149217114
2020,4,149217119
2020,4,149217144
2020,4,149217162
2020,4,149221710
2020,4,149217191
2020,4,149221856
2020,4,149221857
2020,4,149217328
2020,4,149217338
2020,4,149217351
2020,4,149217356
2020,4,149217360
2020,4,149217373
2020,4,149217376
2020,4,149217404
2020,4,149217408
2020,4,149217412
2020,4,149217418
2020,2,149217420
2020,2,149217419
2020,4,149221988
2020,4,151641830
2020,4,151646619
2020,4,151646620
2020,4,151644190
2020,1,151646737
2020,4,151644304
2020,3,151646781
2020,4,151644353
2020,4,151646805
2020,1,151642281
2020,3,151642281
2020,4,151642276
2020,4,151646817
2020,4,151644414
2020,4,151644434
2020,4,151646543
2020,4,151646595
2020,4,151644129
2020,2,151644143
2020,4,151646544
2020,4,151644108
2020,4,146893821
2020,4,146885010
2020,4,146893867
2020,4,146893882
2020,4,146893897
2020,4,146898128
2020,4,146893910
2020,4,146898150
2020,4,146898160
2020,4,146898159
2020,4,146893945
2020,4,146893982
2020,3,146898214
2020,4,146898261
2020,4,146898307
2020,4,146898316
2020,1,146894046
2020,4,146898337
2020,4,146898476
2020,3,146894165
2020,4,146885177
2020,4,146898509
2020,4,146894198
2020,4,146885199
2020,4,146894223
2020,1,146894225
2020,4,156887015
2020,3,156886884
2020,4,156887016
2020,4,156887001
2020,4,156892260
2020,4,156887101
2020,4,149217112
2020,4,149221672
2020,4,149221716
2020,4,149221750
2020,4,149217246
2020,4,149217308
2020,4,149217313
2020,4,149217320
2020,4,149221888
2020,4,149217347
2020,4,149217352
2020,4,149217362
2020,2,149217379
2020,4,149221942
2020,4,149217428
2020,3,149217433
2020,1,149217446
2020,2,149217202
2020,4,149217239
2020,1,149217252
2020,4,149217281
2020,4,149217290
2020,4,149221926
2020,4,149217371
2020,4,149217399
2020,4,149221946
2020,4,149217410
2020,4,149217411
2020,3,149221983
2020,4,149217443
2020,4,149217013
2020,4,149216989
2020,4,155702786
2020,4,155697361
2020,4,149217078
2020,4,149217080
2020,3,149217081
2020,3,149221699
2020,3,149221698
2020,4,149217165
2020,4,149221714
2020,4,149217208
2020,4,149217225
2020,4,149217236
2020,4,149217254
2020,4,149217259
2020,4,149217285
2020,4,149217319
2020,4,149217377
2020,4,149221932
2020,4,149217387
2020,4,149217400
2020,4,149217409
2020,1,149217422
2020,4,156886907
2020,4,156892072
2020,4,156886934
2020,4,156886944
2020,4,156892101
2020,4,156886978
2020,4,156886986
2020,4,156892153
2020,4,156887014
2020,4,156892239
2020,4,156892301
2020,4,156892317
2020,4,156887198
2020,4,156892411
2020,4,156887219
2020,3,156892426
2020,1,156887011
2020,4,156886879
2020,4,156886878
2020,4,156892087
2020,4,156892086
2020,4,156892114
2020,4,156887018
2020,4,156887074
2020,4,156892283
2020,4,156887139
2020,4,149217033
2020,4,149221718
2020,4,149217178
2020,4,149221753
2020,4,149217213
2020,4,149217250
2020,4,149217255
2020,4,149221813
2020,4,149221819
2020,4,149217275
2020,4,149217279
2020,4,149221863
2020,4,149217286
2020,3,149217295
2020,3,149217296
2020,4,149217301
2020,4,149217307
2020,4,149217306
2020,4,149217312
2020,4,149221873
2020,4,149217316
2020,4,149221879
2020,4,149217321
2020,4,149217327
2020,4,149217333
2020,4,149217331
2020,4,149217337
2020,4,149217339
2020,4,149217341
2020,4,149217344
2020,4,149217355
2020,1,149221911
2020,4,149217364
2020,4,149221924
2020,4,149221953
2020,4,149221951
2020,3,149217414
2020,4,149217415
2020,3,149221990
2020,4,149217459
2020,4,149217460
2020,4,149222005
2020,4,149222004
2020,4,149217468
2020,4,149217474
2020,4,149222013
2020,4,149217475
2020,4,149217477
2020,4,149222022
2020,4,149217478
2020,4,149217483
2020,4,149217482
2020,4,149222028
2020,4,149217485
2020,4,149222032
2020,4,149217491
2020,4,149217494
2020,4,149217495
2020,1,149217496
2020,4,149217497
2020,4,149217498
2020,4,149217499
2020,4,149217500
2020,4,149217503
2020,4,149217501
2020,1,149217502
2020,1,149217504
2020,4,149217505
2020,4,149217507
2020,4,156892182
2020,4,156887043
2020,4,156892057
2020,4,156892059
2020,4,156892138
2020,4,156887056
2020,4,156892292
2020,4,156887140
2020,4,156892349
2020,4,156887180
2020,3,156892047
2020,4,156892051
2020,4,156892060
2020,4,156892099
2020,3,156892097
2020,4,156886983
2020,4,156886998
2020,4,156892128
2020,4,156892170
2020,4,156892172
2020,4,156892181
2020,4,156892256
2020,4,156892269
2020,4,156892284
2020,4,156887121
2020,4,156887138
2020,4,156887154
2020,4,156892332
2020,3,156892357
2020,4,156892360
2020,4,156887177
2020,4,156892368
2020,4,156887179
2020,4,156892380
2020,4,156887206
2020,4,156892415
2020,3,156892419
2020,3,156892422
2020,4,156892024
2020,4,156892159
2020,4,156892190
2020,1,156892228
2020,4,156892293
2020,3,148297210
2020,4,148287054
2020,4,148297226
2020,4,148287063
2020,4,148287067
2020,4,148297244
2020,4,148297251
2020,4,148287087
2020,4,148301193
2020,4,148297279
2020,4,148297285
2020,4,148297504
2020,4,148301241
2020,4,148297514
2020,4,162284351
2020,4,162284458
2020,4,162284505
2020,4,162284576
2020,4,162287867
2020,4,162284925
2020,4,162284981
2020,4,162284998
2020,4,162285008
2020,4,162285153
2020,4,162288252
2020,4,162288287
2020,4,162285293
2020,4,162288333
2020,4,162285340
2020,4,162285379
2020,4,162288401
2020,4,162285427
2020,4,162288456
2020,3,162287666
2020,4,162284733
2020,4,162284742
2020,4,162287759
2020,4,162284804
2020,4,162287804
2020,4,162284837
2020,3,162288117
2020,4,162285175
2020,4,162285205
2020,4,162288301
2020,4,162288425
2020,4,162285447
2020,4,162288453
2020,4,162285482
2020,4,162288259
2020,4,162287283
2020,4,162287299
2020,4,162287374
2020,4,162287388
2020,4,162287430
2020,4,162284494
2020,4,162284493
2020,4,162287459
2020,4,162284522
2020,4,162287495
2020,4,162287503
2020,4,162284579
2020,4,162284792
2020,4,162287806
2020,4,162287869
2020,4,162284933
2020,4,162287916
2020,4,162288178
2020,4,162288213
2020,4,162285214
2020,4,162288257
2020,4,162288286
2020,4,162288293
2020,4,162285286
2020,4,162285296
2020,4,156892034
2020,4,156892062
2020,4,156892083
2020,4,156892148
2020,4,156887024
2020,4,156892250
2020,4,156887103
2020,4,156892304
2020,4,156892313
2020,4,156892311
2020,4,156886931
2020,4,156892095
2020,4,156892146
2020,4,156892191
2020,4,156892209
2020,4,156892232
2020,4,156892241
2020,4,156887114
2020,4,156887115
2020,4,156892335
2020,2,156892367
2020,3,156887200
2020,3,156892428
2020,4,162284348
2020,4,162284473
2020,4,162284475
2020,4,162284485
2020,4,162284490
2020,4,162284513
2020,4,162287604
2020,4,162287872
2020,4,162284951
2020,4,162284989
2020,4,162285030
2020,4,162285159
2020,4,162288159
2020,4,162288244
2020,4,162285268
2020,4,162285380
2020,4,162285428
2020,4,162284423
2020,4,162287431
2020,4,162287454
2020,4,162284496
2020,4,162284499
2020,4,162287506
2020,4,162284584
2020,4,162287528
2020,4,162287553
2020,3,162284731
2020,4,162284734
2020,4,162284750
2020,4,162284915
2020,4,162287918
2020,4,162287974
2020,4,162284994
2020,4,162287988
2020,4,162284993
2020,4,162288254
2020,4,162285330
2020,4,162284699
2020,4,159578005
2020,1,159578003
2020,3,156626016
2020,4,156626051
2020,4,156626078
2020,4,156626546
2020,4,156626670
2020,4,156631448
2020,4,156626807
2020,4,156631577
2020,4,156631627
2020,4,156631700
2020,4,156626943
2020,4,156626989
2020,4,156626998
2020,4,156631840
2020,4,156627055
2020,4,156631850
2020,4,156631866
2020,4,156627082
2020,4,156631912
2020,4,156631919
2020,4,156631930
2020,4,156631970
2020,1,156627245
2020,4,156632095
2020,4,156627320
2020,4,156627319
2020,4,156627370
2020,4,156626516
2020,4,156626054
2020,4,156626542
2020,4,156626117
2020,4,156626132
2020,4,156626148
2020,4,156626568
2020,4,156631326
2020,4,156631327
2020,4,156626719
2020,4,156626769
2020,4,156626855
2020,4,156626906
2020,4,156631709
2020,4,156626962
2020,4,156631802
2020,4,156632201
2020,4,156632216
2020,4,156627330
2020,4,156632242
2020,4,156627376
2020,4,156626138
2020,4,156631220
2020,4,156626627
2020,4,156631221
2020,4,156626682
2020,4,156626724
2020,4,156631361
2020,4,156626740
2020,4,156631396
2020,4,156631417
2020,4,156631502
2020,4,156626913
2020,4,156626904
2020,4,156627003
2020,4,156631797
2020,4,156627038
2020,4,156627080
2020,4,156627110
2020,4,156631909
2020,4,156627160
2020,4,156632017
2020,4,156632025
2020,4,156627340
2020,4,156627385
2020,4,156627475
2020,4,156632401
2020,4,156628039
2020,4,156627984
2020,4,156628024
2020,4,156632954
2020,4,156632964
2020,4,156632981
2020,4,156632992
2020,4,156633010
2020,4,156633021
2020,4,156633036
2020,4,156628143
2020,4,156628161
2020,4,156628173
2020,4,156628193
2020,4,156633090
2020,4,156633098
2020,4,156633097
2020,4,156633125
2020,4,156628295
2020,4,156633207
2020,4,156628329
2020,4,156626014
2020,4,156626507
2020,4,156626577
2020,4,156626606
2020,4,156626616
2020,4,156626639
2020,4,156631321
2020,4,156631355
2020,4,156631507
2020,4,156631594
2020,4,156631617
2020,4,156626946
2020,4,156631745
2020,4,156627065
2020,4,156627156
2020,4,156627242
2020,4,156632114
2020,4,156632116
2020,4,156627273
2020,4,156627334
2020,4,156627351
2020,4,156632265
2020,4,156632268
2020,4,156627382
2020,4,156627393
2020,4,156627404
2020,4,156627437
2020,4,156627441
2020,4,156626108
2020,1,156626565
2020,4,156626149
2020,1,156626586
2020,4,156631240
2020,4,156626668
2020,4,156626677
2020,4,156631288
2020,4,156631597
2020,4,156626871
2020,4,156631699
2020,4,156626915
2020,4,156626965
2020,4,156631825
2020,4,156627094
2020,4,156627131
2020,4,156631923
2020,4,156627130
2020,4,156627163
2020,4,156627180
2020,4,156627181
2020,4,156632169
2020,3,156627361
2020,1,156627361
2020,4,156632311
2020,4,156627444
2020,4,156626030
2020,4,156626079
2020,4,156626534
2020,4,156626107
2020,4,156626128
2020,3,156626555
2020,4,156631235
2020,4,156631236
2020,4,156626655
2020,4,156631568
2020,4,156631735
2020,4,156626968
2020,4,156627059
2020,4,156627213
2020,4,156632062
2020,4,156632100
2020,4,156632105
2020,4,156627267
2020,4,156632228
2020,4,156627375
2020,4,156627446
2020,4,156632366
2020,4,156627469
2020,4,156627470
2020,4,156632396
2020,1,156632402
2020,4,156627495
2020,4,156632427
2020,4,156627991
2020,4,156628019
2020,4,156628029
2020,4,156628030
2020,4,156628062
2020,4,156628087
2020,4,156628086
2020,4,156628088
2020,4,156628107
2020,4,156628119
2020,4,156633044
2020,4,156628151
2020,1,156628194
2020,4,156633091
2020,3,156628203
2020,4,156628235
2020,4,156633135
2020,4,156633147
2020,4,156633179
2020,4,156626052
2020,4,156626136
2020,4,156626608
2020,4,156631256
2020,4,156626686
2020,4,156626707
2020,4,156631353
2020,4,156631497
2020,4,156626830
2020,4,156631782
2020,4,156627020
2020,4,156627113
2020,4,156627119
2020,4,156627127
2020,4,156627165
2020,4,156627239
2020,4,156632121
2020,4,156632131
2020,4,156632186
2020,4,156632263
2020,4,156627408
2020,4,156632392
2020,4,156632421
2020,4,156632420
2020,4,156632444
2020,4,156628040
2020,4,156628058
2020,4,156632960
2020,4,156632969
2020,4,156628085
2020,4,156632985
2020,4,156632990
2020,4,156632991
2020,4,156628123
2020,4,156633059
2020,4,156628195
2020,4,156633093
2020,4,156628217
2020,4,156628222
2020,4,156628274
2020,4,156628273
2020,4,156628279
2020,4,156633169
2020,4,156626571
2020,4,156626578
2020,4,156631174
2020,4,156626618
2020,4,156626699
2020,4,156631364
2020,4,156631362
2020,4,156631455
2020,4,156626789
2020,4,156626882
2020,4,156626944
2020,4,156631751
2020,4,156631761
2020,4,156631796
2020,4,156631826
2020,4,156627048
2020,4,156627057
2020,4,156627054
2020,4,156631871
2020,4,156627096
2020,4,156627125
2020,4,156632033
2020,4,156627332
2020,4,156632230
2020,4,156632310
2020,4,156632333
2020,4,156626083
2020,4,156626538
2020,4,156631185
2020,4,156626602
2020,4,156631213
2020,4,156631243
2020,4,156631416
2020,4,156631439
2020,4,156631545
2020,4,156631588
2020,4,156631673
2020,4,156631690
2020,4,156631741
2020,4,156627002
2020,4,156627024
2020,4,156631926
2020,3,156632238
2020,4,156632250
2020,4,156627403
2020,4,156632355
2020,4,156632363
2020,4,156626504
2020,4,156626506
2020,1,156626510
2020,4,156626518
2020,4,156626086
2020,4,156626171
2020,4,156626588
2020,4,156631237
2020,4,156631302
2020,4,156631329
2020,4,156631390
2020,4,156631402
2020,4,156626874
2020,4,156631710
2020,4,156631776
2020,4,156631790
2020,4,156627179
2020,4,156627230
2020,4,156632255
2020,4,156632259
2020,1,156627379
2020,4,156627445
2020,4,156626044
2020,4,156626064
2020,4,156626523
2020,4,156626092
2020,4,156631503
2020,4,156631762
2020,4,156627026
2020,4,156631904
2020,4,156631907
2020,4,156632194
2020,4,156632197
2020,4,156632200
2020,4,156632261
2020,4,156627428
2020,4,156626013
2020,4,156626068
2020,4,156626080
2020,4,156626535
2020,4,156626166
2020,4,156631188
2020,4,156631282
2020,4,156631291
2020,4,156631542
2020,4,156626852
2020,4,156631726
2020,1,156627017
2020,4,156631832
2020,4,156627117
2020,4,156627158
2020,4,156632060
2020,4,156632243
2020,4,156632251
2020,4,156632252
2020,4,156626041
2020,4,156626115
2020,4,156631215
2020,4,156631300
2020,4,156626832
2020,4,156626859
2020,4,156631603
2020,4,156626902
2020,4,156626961
