"DATA_YEAR","VICTIM_ID","INJURY_ID"
2019,130317767,4
2019,131325339,4
2019,131325577,4
2019,133070589,4
2019,133070604,4
2019,133074901,4
2019,133070688,4
2019,133070732,5
2019,133075012,4
2019,133070866,5
2019,133075135,4
2019,133070934,4
2019,133070942,4
2019,133070992,4
2019,128263911,5
2019,128268120,4
2019,128268121,5
2019,128268542,4
2019,128268567,5
2019,128268622,4
2019,128268734,4
2019,128268791,4
2019,128268790,4
2019,128268939,4
2019,128268938,4
2019,128269333,4
2019,128255723,4
2019,131287798,4
2019,131287752,4
2019,131287751,4
2019,131287829,4
2019,128262706,4
2019,128268041,4
2019,128268085,3
2019,128269463,4
2019,128269467,4
2019,128268194,5
2019,128268504,8
2019,131322458,4
2019,128268392,4
2019,128268393,5
2019,128268394,4
2019,128264109,4
2019,128268668,5
2019,128268669,4
2019,128268729,4
2019,128268867,5
2019,128268884,4
2019,128264191,4
2019,128264192,4
2019,128268959,4
2019,128269177,4
2019,128269241,4
2019,128269243,4
2019,127212422,5
2019,127226333,4
2019,127212543,5
2019,127212544,5
2019,127226437,5
2019,127212605,5
2019,127212606,5
2019,127226774,4
2019,127233095,4
2019,127228878,5
2019,127233232,4
2019,128268047,4
2019,128268212,4
2019,128268277,5
2019,128268314,4
2019,128268554,8
2019,128268586,5
2019,128268607,4
2019,128268662,6
2019,128268684,4
2019,128268769,5
2019,128268767,4
2019,128264168,5
2019,128269239,4
2019,128269427,4
2019,128269470,4
2019,128269501,4
2019,129425331,4
2019,129421917,2
2019,129425376,4
2019,129421917,4
2019,125168393,4
2019,125168420,4
2019,125173048,4
2019,125178121,5
2019,125178146,4
2019,125178371,4
2019,125178415,5
2019,125173384,4
2019,125178442,4
2019,125169069,4
2019,125177904,5
2019,125168478,4
2019,125172969,5
2019,125168492,5
2019,125177931,5
2019,125178090,5
2019,125178109,4
2019,125178108,4
2019,125178120,4
2019,125178487,5
2019,125169013,5
2019,125173534,4
2019,125172963,4
2019,125178202,5
2019,125178248,5
2019,125178292,5
2019,125178298,4
2019,125168767,4
2019,125168978,5
2019,125173478,4
2019,125173494,4
2019,125178615,5
2019,125178658,4
