"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2019,4,144202417
2019,4,144195526
2019,4,144202450
2019,4,144195557
2019,4,144202480
2019,4,144195590
2019,4,144202517
2019,4,144202518
2019,4,144195636
2019,4,144195638
2019,4,144202581
2019,4,144202590
2019,4,144202601
2019,4,144202624
2019,4,144195703
2019,4,144195702
2019,4,144179858
2019,4,144202639
2019,4,144195722
2019,4,144202652
2019,4,144202660
2019,4,144202675
2019,4,144179883
2019,4,144195763
2019,4,144202698
2019,4,144202702
2019,1,144195780
2019,4,144195785
2019,3,144202711
2019,4,144195789
2019,4,144202717
2019,4,144202725
2019,4,144202727
2019,3,144179895
2019,4,144195809
2019,4,144195882
2019,4,144202814
2019,4,144195915
2019,4,144179953
2019,4,144195935
2019,4,144195985
2019,4,144202871
2019,4,144195984
2019,4,144179987
2019,4,144196054
2019,4,144202905
2019,4,142050710
2019,4,142050755
2019,4,136909037
2019,4,136909045
2019,3,136905926
2019,4,136905949
2019,4,136909119
2019,4,136699325
2019,1,136699305
2019,4,136702066
2019,4,136702122
2019,4,136694471
2019,4,136694489
2019,4,136702185
2019,4,136694523
2019,4,136702231
2019,4,136702319
2019,4,136702327
2019,4,136699537
2019,4,136699558
2019,4,136694858
2019,4,136702565
2019,4,136694939
2019,4,136694947
2019,4,136694951
2019,4,136702660
2019,4,136699780
2019,4,136699814
2019,4,136699820
2019,4,136699848
2019,4,136695136
2019,4,136702846
2019,4,136699954
2019,4,141026352
2019,4,141024534
2019,4,141026378
2019,4,141026390
2019,4,141026395
2019,4,141026402
2019,4,141026405
2019,4,141024595
2019,4,141026425
2019,4,141026434
2019,4,141024631
2019,4,141026455
2019,3,141026477
2019,4,141031195
2019,4,141031203
2019,3,141031211
2019,3,141031212
2019,4,141031222
2019,4,141026508
2019,3,141026513
2019,3,141026511
2019,3,141026512
2019,4,141026519
2019,4,141026526
2019,4,141024689
2019,4,141031265
2019,3,141026539
2019,4,141024694
2019,4,141024693
2019,4,141026548
2019,4,141031294
2019,4,141031297
2019,4,141031308
2019,4,141026581
2019,4,141031356
2019,4,141026586
2019,4,141026594
2019,4,141026601
2019,4,141026606
2019,4,141026659
2019,4,141026677
2019,4,141024815
2019,4,141031497
2019,4,141024827
2019,1,141026744
2019,4,141024845
2019,4,141031548
2019,4,141026757
2019,4,141024874
2019,3,141031573
2019,4,141026777
2019,4,141026789
2019,4,141031599
2019,4,141024892
2019,4,141024895
2019,4,141026814
2019,4,141026816
2019,4,141031627
2019,4,141026924
2019,1,141024994
2019,4,141026938
2019,4,141025008
2019,4,141026955
2019,4,141026961
2019,4,141025021
2019,4,141025020
2019,4,141025041
2019,4,141025040
2019,4,141026986
2019,4,141026990
2019,4,141026996
2019,4,141031736
2019,4,141026999
2019,4,141025175
2019,4,141027098
2019,4,141025189
2019,4,141027107
2019,4,141027112
2019,4,141027133
2019,4,141027148
2019,4,141031887
2019,4,141027168
2019,4,141027171
2019,1,136701976
2019,3,136699261
2019,4,136699288
2019,4,136699318
2019,4,136702095
2019,4,136694435
2019,4,136694456
2019,4,136699367
2019,4,136702124
2019,4,136702153
2019,4,136702157
2019,4,136702182
2019,4,136699410
2019,4,136702244
2019,1,136702272
2019,4,136694628
2019,4,136702301
2019,4,136702314
2019,4,136702328
2019,4,136694677
2019,4,136694693
2019,4,136702397
2019,4,136699543
2019,4,136702721
2019,4,136702738
2019,4,136702737
2019,4,136695148
2019,1,136695180
2019,4,136702872
2019,4,136695215
2019,4,136695554
2019,4,136703196
2019,4,136695575
2019,4,136695580
2019,4,136703210
2019,4,136703221
2019,3,136703344
2019,4,136695747
2019,4,136695771
2019,4,144202406
2019,4,144202405
2019,4,144202519
2019,4,144195605
2019,4,144202551
2019,4,144202555
2019,3,141031469
2019,4,141031516
2019,4,141026738
2019,4,141031519
2019,4,141031525
2019,4,141026749
2019,4,141026753
2019,4,141024860
2019,4,141026763
2019,4,141026766
2019,4,141031570
2019,4,141026769
2019,4,141026771
2019,4,141024882
2019,4,141024884
2019,4,141024889
2019,4,141026831
2019,4,141026853
2019,4,141026860
2019,4,141026944
2019,4,141026948
2019,4,141031694
2019,4,141025013
2019,4,141026974
2019,4,141026976
2019,4,144202811
2019,4,144202809
2019,4,144202910
2019,4,144202955
2019,4,144196123
2019,4,144180041
2019,4,144196137
2019,4,144202980
2019,4,144202979
2019,4,144202988
2019,4,144203001
2019,4,144206176
2019,4,144206180
2019,4,144203013
2019,4,144203018
2019,4,144206242
2019,4,144202419
2019,4,144202451
2019,4,144195608
2019,4,144202541
2019,4,144202552
2019,4,144202557
2019,4,144195652
2019,4,144195674
2019,4,144179850
2019,4,144179854
2019,4,144202671
2019,4,144202678
2019,4,144179885
2019,4,144195764
2019,4,144202695
2019,4,144202697
2019,4,144202704
2019,4,144202707
2019,4,144202708
2019,4,144195817
2019,4,144202751
2019,4,144202754
2019,4,144202758
2019,3,144202761
2019,4,144202764
2019,4,144195884
2019,4,144202806
2019,4,144202816
2019,4,144195903
2019,3,144179942
2019,4,144202843
