"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2019,21,137377307
2019,21,137370912
2019,21,137376285
2019,21,137371128
2019,22,137376293
2019,21,137381170
2019,21,137381174
2019,21,137376420
2019,21,137376425
2019,21,137376453
2019,21,137376463
2019,21,137381261
2019,21,137376525
2019,21,137376535
2019,21,137376584
2019,21,137376605
2019,21,137376693
2019,21,137381473
2019,21,137381487
2019,21,137376786
2019,21,137381613
2019,21,137381641
2019,21,137381655
2019,22,137381660
2019,22,137376923
2019,21,137376940
2019,21,137381678
2019,21,137376984
2019,21,137381718
2019,21,137381746
2019,21,137381752
2019,22,137381768
2019,21,137377169
2019,21,137381861
2019,21,137377175
2019,21,137377289
2019,21,137377288
2019,21,137376153
2019,21,137370863
2019,21,137376201
2019,21,137376208
2019,21,137376360
2019,21,137376386
2019,21,137381208
2019,21,137381225
2019,21,137376487
2019,21,137381278
2019,21,137376507
2019,21,137381295
2019,21,137376527
2019,21,137376544
2019,21,137381351
2019,21,137376596
2019,21,137381373
2019,21,137381389
2019,21,137381440
2019,21,137376700
2019,21,137376753
2019,21,137376848
2019,21,137381603
2019,21,137376924
2019,22,137381667
2019,21,137381679
2019,21,137376981
2019,21,137381723
2019,21,137377016
2019,21,137377048
2019,21,137381857
2019,21,137381871
2019,21,137381877
2019,21,137381894
2019,21,137381905
2019,21,137377227
2019,21,137377259
2019,21,142136733
2019,21,142136676
2019,21,142136895
2019,21,142136932
2019,21,142136939
2019,21,142136965
2019,21,142136982
2019,21,142131905
2019,21,142137007
2019,21,142137056
2019,21,142137055
2019,21,142137194
2019,21,142137228
2019,21,142050817
2019,21,142137263
2019,21,142137281
2019,21,142137288
2019,21,142137320
2019,21,142137322
2019,21,142137321
2019,21,142137423
2019,21,142137441
2019,21,142137499
2019,21,142131988
2019,21,142137517
2019,21,142137518
2019,21,142137629
2019,21,142137639
2019,22,142137646
2019,21,142137783
2019,21,142137797
2019,21,142137812
2019,21,142137838
2019,21,142137841
2019,21,142137847
2019,21,142137858
2019,21,142137862
2019,21,142137861
2019,21,142137867
2019,21,142137875
2019,21,142132047
2019,21,142137915
2019,21,142137920
2019,21,142137925
2019,21,142137931
2019,21,142050660
2019,22,142136687
2019,21,142136712
2019,21,142050784
2019,21,142050805
2019,22,142136804
2019,21,142136808
2019,21,142131864
2019,21,142136820
2019,21,142136819
2019,21,142136840
2019,21,142136846
2019,21,142136856
2019,21,142136863
2019,21,142136875
2019,21,142136888
2019,21,142136909
2019,21,142136969
2019,21,142136970
2019,21,142136971
2019,21,142138101
2019,21,142138103
2019,21,142138102
2019,21,142138104
2019,21,142138105
2019,21,142138106
2019,21,142138107
2019,21,142136253
2019,21,142136257
2019,21,142136259
2019,21,142136258
2019,21,142136264
2019,21,142136267
2019,21,142136270
2019,21,142136279
2019,21,142131604
2019,21,142131605
2019,21,142131607
2019,21,142136305
2019,21,142136311
2019,21,142136317
2019,21,142131622
2019,21,142131626
2019,21,142136347
2019,21,142136348
2019,21,142136368
2019,21,142131642
2019,21,142136377
2019,21,142136398
2019,21,142136427
2019,21,142136431
2019,21,142136433
2019,21,142136453
2019,21,142136459
2019,21,142136462
2019,21,142131706
2019,21,142136474
2019,21,142136516
2019,21,142136572
2019,21,142136579
2019,21,142136581
2019,21,142136596
2019,21,142136622
2019,21,142136623
2019,21,142136626
2019,21,142136634
2019,21,142136633
2019,21,142136632
2019,21,142131754
2019,21,142136645
2019,21,142136659
2019,21,142136699
2019,21,142136713
2019,21,142131804
2019,21,142050788
2019,21,142131842
2019,21,142131851
2019,21,142131879
2019,21,142136864
2019,21,142136902
2019,21,142136912
2019,21,142136974
2019,21,142137080
2019,21,142137086
2019,21,142137128
2019,21,142137174
2019,21,142137185
2019,21,142137193
2019,21,142137195
2019,21,142137327
2019,21,142137333
2019,21,142137335
2019,21,142137366
2019,21,142137390
2019,21,142137405
2019,21,142137413
2019,21,142137438
2019,21,142137458
2019,21,142137477
2019,21,142137490
2019,21,142137533
2019,21,142137556
2019,21,142131997
2019,21,142137565
2019,21,142137593
2019,21,142137596
2019,21,142137604
2019,21,142137612
2019,21,142137619
2019,21,142137630
2019,21,142137627
2019,21,142137634
2019,21,142137640
2019,21,142137659
2019,21,142137662
2019,21,142137670
2019,21,142137677
2019,21,142137689
2019,21,142137693
2019,21,142137718
2019,21,142137717
2019,21,142132017
2019,21,142137715
2019,21,142137750
2019,21,142137775
2019,21,142137785
2019,21,142137793
2019,21,142137798
2019,21,142137799
2019,21,142137836
2019,21,142137848
2019,21,142137849
2019,21,142137855
2019,21,142137857
2019,21,142136340
2019,21,142136507
2019,21,142136508
2019,21,142136524
2019,21,142136532
2019,21,142050719
2019,21,142136670
2019,21,142131835
2019,21,142136319
2019,21,142136320
2019,21,142136324
2019,21,142131618
2019,21,142136354
2019,21,142136372
2019,21,142136379
2019,21,142136419
2019,21,142050682
2019,21,142136420
2019,21,142136446
2019,21,142136553
2019,21,142136608
2019,21,142136607
2019,21,142136637
2019,21,142136785
2019,21,142136802
2019,21,142136805
2019,21,142136826
2019,21,142136830
2019,21,142136859
2019,21,142136870
2019,21,142136911
2019,21,142136934
2019,21,142136950
2019,21,142136959
2019,21,142136980
2019,21,142137102
2019,21,142136318
2019,21,142136384
2019,21,142136450
2019,21,142136449
2019,21,142136451
2019,21,142136475
2019,21,142136527
2019,21,142050724
2019,22,142136576
2019,21,142131749
2019,21,142136605
2019,21,142050729
2019,21,142131753
2019,21,142136638
2019,21,142136642
2019,21,142136654
2019,21,142136661
2019,21,142136751
2019,21,142136757
2019,21,142131854
2019,21,142136812
2019,21,142136813
2019,21,142136869
2019,21,142136879
2019,21,142050717
2019,21,142131736
2019,21,142136801
2019,21,142136853
2019,21,142131901
2019,21,142137017
2019,21,142137018
2019,22,142137030
2019,21,142137048
2019,21,142137067
2019,21,142137140
2019,21,142137156
2019,21,142137188
2019,21,142137245
2019,21,142137257
2019,21,142131960
2019,21,142137332
2019,21,142137364
2019,21,142137371
2019,21,142132009
2019,22,142137688
2019,22,142132015
2019,21,142132019
2019,22,142137729
2019,21,142136357
2019,21,142136360
2019,21,142131691
2019,21,142136630
2019,21,142136831
2019,21,142136842
2019,21,142136896
2019,21,142136899
2019,21,142136918
2019,21,142136930
2019,21,142136964
2019,21,142137024
2019,21,142136369
2019,21,142136380
2019,21,142136386
2019,21,142131668
2019,21,142136545
2019,21,142136580
2019,21,142136591
2019,21,142136612
2019,21,142136618
2019,21,142136823
2019,21,142136832
2019,21,142136841
2019,21,142136851
2019,21,142136889
2019,21,142131894
2019,21,142131896
2019,21,142136944
2019,22,142136957
2019,21,142137012
2019,21,142137015
2019,21,142137031
2019,21,142137035
2019,21,142137162
2019,21,142137175
2019,21,142137205
2019,21,142137219
2019,21,142137287
2019,21,142137290
2019,21,142131959
2019,22,142137301
2019,21,142137303
2019,21,142137318
2019,21,142137350
2019,21,142137352
2019,21,142137353
2019,21,142137354
2019,21,142131965
2019,21,142137380
2019,21,142137398
2019,21,142137414
2019,21,142137426
2019,21,142137442
2019,21,142137543
2019,21,142137569
2019,21,142137584
2019,21,142137589
2019,22,142137597
2019,21,142137602
2019,21,142137618
2019,21,142137622
2019,21,142137658
2019,21,142137681
2019,22,142132018
2019,21,142137742
2019,21,142137902
2019,21,142132058
2019,21,142137924
2019,21,142137940
2019,21,142136836
2019,21,142136905
2019,21,142131893
2019,21,142136984
2019,21,142131928
2019,21,142137225
2019,21,142137232
2019,21,142137258
2019,21,142137267
2019,21,142137324
2019,21,142131962
2019,21,142137404
2019,21,142137418
2019,21,142137429
2019,21,142137445
2019,21,142050826
2019,21,142137471
2019,21,142131989
2019,21,142137523
2019,21,142137553
2019,21,142137567
2019,21,142137614
2019,21,142137635
2019,21,142137654
2019,21,142137679
2019,21,142137699
2019,21,142137726
2019,21,142137762
2019,21,142137776
2019,21,142137782
2019,21,142132027
2019,21,142137923
2019,21,137377276
2019,21,137377277
2019,21,137381994
2019,21,137377295
2019,21,137382001
2019,21,137381986
2019,21,137377301
2019,21,142137886
2019,21,142137909
2019,21,142136963
2019,21,142136979
2019,21,142137009
2019,21,142137036
2019,21,142137060
2019,21,142137070
2019,21,142137077
2019,21,142137336
2019,21,142137338
2019,21,142137334
2019,21,142137394
2019,21,142131972
2019,21,142137448
2019,21,142131980
2019,21,142137465
2019,21,142050827
2019,21,142137489
2019,21,142137496
2019,21,142137515
2019,22,142137648
2019,22,142137665
2019,21,142137680
2019,21,142132016
2019,21,142137714
2019,21,142137898
2019,21,137370861
2019,21,137370887
2019,21,142131690
2019,21,142136252
2019,21,142050689
2019,21,142136437
2019,21,142131688
2019,21,142136454
2019,21,142131705
2019,21,142136464
2019,21,142131710
2019,21,142050726
2019,21,142050737
2019,21,142131934
2019,21,142131709
2019,21,142136578
2019,21,142136577
2019,21,142136660
2019,21,142136663
2019,21,142136667
2019,21,142050764
2019,21,142136722
2019,21,142131794
2019,21,142131800
2019,21,142131812
2019,1,142137092
2019,21,142131933
2019,21,142137331
2019,21,142137328
2019,21,142137454
2019,21,142137455
2019,21,142131981
2019,21,142137475
2019,21,142137491
2019,21,142137525
2019,21,142137538
2019,21,142137579
2019,21,142137599
2019,21,142137687
2019,21,142137730
2019,21,142137739
2019,21,142137748
2019,21,142132031
2019,21,142137825
2019,21,142137828
2019,21,142137831
2019,21,142137845
2019,21,142050838
2019,21,142137873
2019,21,142132057
2019,21,142136810
2019,22,142136817
2019,21,142137078
2019,21,148297862
2019,21,148297981
2019,21,142136736
2019,21,142136834
2019,21,142131878
2019,21,142137071
2019,21,142137073
2019,21,142136606
2019,21,142136655
2019,21,142136872
2019,21,142136956
2019,21,142136954
2019,21,142136955
2019,21,142136975
2019,21,142136983
2019,21,142137003
2019,21,142137054
2019,21,142137062
2019,21,142131950
2019,21,142137235
2019,21,142137234
2019,21,142137248
2019,21,142137247
2019,21,142137291
2019,21,142137294
2019,21,142137319
2019,21,142137345
2019,21,142131978
2019,21,142137436
2019,21,142137507
2019,21,142137512
2019,21,142137657
2019,22,142137675
2019,22,142137722
2019,21,142137745
2019,21,142137779
2019,21,142137794
2019,21,142137821
2019,21,142137832
2019,21,142137866
2019,21,142137865
2019,21,142050841
2019,21,142137894
2019,21,142136625
2019,21,142136644
2019,21,142131783
2019,21,142136824
2019,21,142136878
2019,21,142136910
2019,21,142131904
2019,21,142137144
2019,21,142137221
2019,21,142137242
2019,21,142137250
2019,21,142137283
2019,21,142137289
2019,21,142050820
2019,21,142131961
2019,21,142137330
2019,21,142137372
2019,21,142137384
2019,21,137376168
2019,21,137376193
2019,21,137376286
2019,22,137371131
2019,21,137376365
2019,21,137381192
2019,21,137381199
2019,21,137381235
2019,21,137381255
2019,21,137376471
2019,21,137381282
2019,21,137381326
2019,21,137376585
2019,21,137376590
2019,21,137381368
2019,21,137376604
2019,21,137381372
2019,21,137381436
2019,21,137376694
2019,21,137376716
2019,21,137381470
2019,21,137381501
2019,21,137376761
2019,21,137376842
2019,21,137376867
2019,21,137376872
2019,21,137376879
2019,21,137376904
2019,21,137376915
2019,21,137376917
2019,21,137381712
2019,21,137381734
2019,21,137377006
2019,21,137377022
2019,21,137377035
2019,22,137377077
2019,21,137381806
2019,21,137377114
2019,21,137381837
2019,21,137377146
2019,21,137381846
2019,21,143301027
2019,21,143301033
2019,21,143308815
2019,21,143308816
2019,21,143308837
2019,21,143308853
2019,21,143308884
2019,21,143308918
2019,21,143301112
2019,21,143301136
2019,21,143301145
2019,21,143308959
2019,21,143301154
2019,21,143309004
2019,21,143309023
2019,21,143309021
2019,21,143309025
2019,21,143309031
2019,21,143309038
2019,21,143311202
2019,21,143309056
2019,21,143305692
2019,21,143309124
2019,21,143309176
2019,22,143309185
2019,21,143309229
2019,22,143311299
2019,22,143305779
2019,22,143309292
2019,21,143309310
2019,21,143305798
2019,21,143311335
2019,21,143311341
2019,21,143309340
2019,21,143311354
2019,21,143315802
2019,21,143315825
2019,21,143321309
2019,21,143327575
2019,21,143315929
2019,21,143327793
2019,21,143321450
2019,21,143321470
2019,21,143321522
2019,21,143321535
2019,21,143327894
2019,21,143316060
2019,21,143316071
2019,21,143327909
2019,21,143321552
2019,21,143321557
2019,21,143321561
2019,21,143327926
2019,21,141024791
2019,21,141031477
2019,21,141024816
2019,21,141031495
2019,21,141031524
2019,21,141024840
2019,21,141031545
2019,21,141031544
2019,21,141031546
2019,21,141031552
2019,21,141031558
2019,21,141026774
2019,21,141026834
2019,21,141026937
2019,21,141025003
2019,21,141025028
2019,21,141025030
2019,22,141031726
2019,21,141025046
2019,21,141031729
2019,21,141031747
2019,21,141031753
2019,21,141027053
2019,21,141031781
2019,21,141031786
2019,21,141025123
2019,21,141031789
2019,21,141025134
2019,21,141027063
2019,21,141027067
2019,21,141031810
2019,21,141031823
2019,21,141031825
2019,21,141031824
2019,21,141031828
2019,21,141025168
2019,21,141031841
2019,22,141025207
2019,21,141025210
2019,21,141025211
2019,21,141025227
2019,22,141031866
2019,21,141031868
2019,21,141031871
2019,21,141031872
2019,21,141031873
2019,21,141031875
2019,21,141025250
2019,21,143301171
2019,21,143311181
2019,21,143311183
2019,21,143309053
2019,21,143305668
2019,21,143309071
2019,21,143305678
2019,22,143305685
2019,21,143309102
2019,21,143311230
2019,21,143309143
2019,21,143309171
2019,21,143305716
2019,21,143311251
2019,21,143305733
2019,21,143309267
2019,21,143311300
2019,21,143309272
2019,21,143309276
2019,22,143309281
2019,21,143311319
2019,21,143309308
2019,21,143309313
2019,21,143309316
2019,21,143309328
2019,21,143311347
2019,21,143311349
2019,21,143309344
2019,21,143311355
2019,21,143305811
2019,22,143305813
2019,21,143309346
2019,21,143311359
2019,21,143309347
2019,21,143309348
2019,21,143309350
2019,21,143309351
2019,21,143311366
2019,21,143309353
2019,21,143309355
2019,21,143309354
2019,22,143311370
2019,21,143309356
2019,22,143311371
2019,21,143309360
2019,21,143309363
2019,21,143309364
2019,21,143309365
2019,21,143311381
2019,21,143311383
2019,21,143309366
2019,21,143309367
2019,21,143309369
2019,21,143309371
2019,21,143309372
2019,21,143309373
2019,21,143309374
2019,21,143309376
2019,21,143309375
2019,21,143309377
2019,21,143309378
2019,21,143309380
2019,21,143309381
2019,21,143309382
2019,21,143311400
2019,21,143309383
2019,21,143309387
2019,22,143309388
2019,21,143309390
2019,21,143309391
2019,21,143309392
2019,21,143309393
2019,22,143309394
2019,22,143309395
2019,21,143309396
2019,21,143309397
2019,21,143309399
2019,22,143309400
2019,21,143309401
2019,21,143309403
2019,21,143309404
2019,22,143309405
2019,21,143309406
2019,21,143309407
2019,21,143309408
2019,21,143309410
2019,21,143309411
2019,21,143309412
2019,21,143309413
2019,21,143309414
2019,21,143309415
2019,21,143309416
2019,21,143309417
2019,21,143309418
2019,21,143309419
2019,21,143309420
2019,21,143309421
2019,21,143309422
2019,21,143309423
2019,21,143309424
2019,21,143327571
2019,21,143321335
2019,21,143315854
2019,21,143321346
2019,21,143315861
2019,21,143321354
2019,21,143315867
2019,21,143327621
2019,21,143315869
2019,21,143315872
2019,21,143327631
2019,21,143327637
2019,21,143321364
2019,21,143327643
2019,21,143327645
2019,22,143315880
2019,21,143321370
2019,21,143321372
2019,21,143321371
2019,21,143321380
2019,21,143321392
2019,22,143327705
2019,21,143315915
2019,21,143327716
2019,21,143321411
2019,21,143321416
2019,21,143321415
2019,21,143327725
2019,21,143321420
2019,21,143327728
2019,21,143321428
2019,21,143327736
2019,21,143315922
2019,21,143327777
2019,21,143321447
2019,21,143315949
2019,21,143321456
2019,21,143315961
2019,21,143321459
2019,21,143321464
2019,21,143327814
2019,21,143321468
2019,21,143321473
2019,21,143321476
2019,21,143315989
2019,21,143321479
2019,21,143327835
2019,21,143327834
2019,21,143327838
2019,21,143316004
2019,21,143316009
2019,21,143321495
2019,21,143327853
2019,21,143327854
2019,21,143327856
2019,21,143316018
2019,21,143327861
2019,21,143327869
2019,21,143321509
2019,21,143327886
2019,21,143321529
2019,21,143321530
2019,21,143327895
2019,21,136942990
2019,21,136938489
2019,21,136938485
2019,21,136938490
2019,21,132759277
2019,21,132759407
2019,21,132759981
2019,21,132759988
2019,21,132766246
2019,21,132766247
2019,21,141026419
2019,21,141021090
2019,21,141024622
2019,21,141021112
2019,21,141021118
2019,21,141024638
2019,21,141021127
2019,21,141021134
2019,21,141021144
2019,21,141021148
2019,21,141021151
2019,21,141021152
2019,21,141024648
2019,21,141024649
2019,21,141021157
2019,21,141024666
2019,21,141026482
2019,21,141031200
2019,22,141031220
2019,21,141031231
2019,21,141026507
2019,21,141031245
2019,21,141031249
2019,21,141026534
2019,21,141031263
2019,21,141026537
2019,21,143309036
2019,21,143309089
2019,21,143309096
2019,21,143309108
2019,21,143309109
2019,21,143309114
2019,21,143305693
2019,21,143311235
2019,21,143309135
2019,21,143305703
2019,21,143311242
2019,21,143311244
2019,21,143309198
2019,21,143309206
2019,21,143309226
2019,21,143309230
2019,21,143309304
2019,21,143309311
2019,21,143309318
2019,21,143309319
2019,21,143309327
2019,21,143305803
2019,21,143305802
2019,21,143309338
2019,21,142131601
2019,22,142131608
2019,22,142131609
2019,22,142136341
2019,22,142136342
2019,21,142131629
2019,21,142050718
2019,21,142136694
2019,21,142131840
2019,21,142136845
2019,21,142131874
2019,21,142136855
2019,21,142136995
2019,21,142136998
2019,21,142131912
2019,21,142137046
2019,22,142137091
2019,21,142137123
2019,21,142131948
2019,21,142137180
2019,21,142137187
2019,21,142137236
2019,21,142137241
2019,22,142137280
2019,22,142137276
2019,22,142137275
2019,22,142137278
2019,21,142137295
2019,21,142050819
2019,21,142137314
2019,21,142137412
2019,21,142137444
2019,21,142137451
2019,21,142137467
2019,21,142137473
2019,21,142137494
2019,21,142131985
2019,21,142137506
2019,21,142137521
2019,21,142137554
2019,21,142137564
2019,21,142137643
2019,21,142132008
2019,21,142137663
2019,21,142137684
2019,21,142137698
2019,21,142137723
2019,22,142137781
2019,21,142050836
2019,21,142132042
2019,21,142137864
2019,21,142132044
2019,21,142137914
2019,21,142137935
2019,21,142132064
2019,21,142132065
2019,21,142137956
2019,21,132820705
2019,21,132870051
2019,21,132760536
2019,21,132820648
2019,21,132824173
2019,21,132824209
2019,21,132825125
2019,22,132825142
2019,21,132864534
2019,21,132815510
2019,21,132815820
2019,21,132827762
2019,21,132827774
2019,21,132827802
2019,21,132825749
2019,21,132825769
2019,21,132827933
2019,21,132825807
2019,21,132828118
2019,21,132825960
2019,21,132816110
2019,22,132872463
2019,21,132869669
2019,21,132872978
2019,21,132870685
2019,21,132865399
2019,21,132876586
2019,21,132873924
2019,21,132873949
2019,21,132876708
2019,21,132865532
2019,21,132874086
2019,21,132874099
2019,21,132876956
2019,21,132874192
2019,22,132876989
2019,21,132877014
2019,21,132874306
2019,21,132874315
2019,21,132874333
2019,21,132877192
2019,21,132874367
2019,21,143308989
2019,21,143309001
2019,21,143309040
2019,21,143305662
2019,21,143309055
2019,21,143309030
2019,21,143305660
2019,21,143305661
2019,21,143309173
2019,21,143305731
2019,21,143311266
2019,21,143309220
2019,21,143311270
2019,21,143309264
2019,21,143305785
2019,21,143311311
2019,21,143305795
2019,21,143305794
2019,21,143311329
2019,21,143311330
2019,21,143309339
2019,21,143309341
2019,21,143315814
2019,21,143321301
2019,21,143327526
2019,21,138652893
2019,21,138646131
2019,21,138652927
2019,21,138656158
2019,21,138656171
2019,21,138656494
2019,21,138653415
2019,21,138650832
2019,21,138650836
2019,21,138653423
2019,21,138650843
2019,21,138650846
2019,21,138653443
2019,21,138650853
2019,21,138656544
2019,21,137956080
2019,21,137956081
2019,21,137958799
2019,21,137966286
2019,21,137964260
2019,21,137964291
2019,21,137964470
2019,21,137964492
2019,21,137964491
2019,21,137964494
2019,21,137966554
2019,21,137959069
2019,21,137966568
2019,21,137964519
2019,21,137964525
2019,21,137964527
2019,21,137964532
2019,21,137959078
2019,21,137964539
2019,21,137966592
2019,21,137964568
2019,21,137959108
2019,21,137959116
2019,22,137959134
2019,21,137966706
2019,21,137964648
2019,21,137964639
2019,21,137959182
2019,21,137966709
2019,21,137959206
2019,21,137959210
2019,21,137959214
2019,21,137959225
2019,21,137966733
2019,21,137964664
2019,21,137958643
2019,21,137956118
2019,21,137964143
2019,22,137958789
2019,21,137958804
2019,21,137966302
2019,21,143308847
2019,21,143308859
2019,21,143308944
2019,21,143308961
2019,21,143311178
2019,21,137964035
2019,21,137964080
2019,21,137966158
2019,21,137958717
2019,21,137964220
2019,21,143308768
2019,21,143305517
2019,21,143308764
2019,21,143301012
2019,21,143308776
2019,21,143305523
2019,21,143308782
2019,21,143308789
2019,21,143301024
2019,21,143301023
2019,21,143308793
2019,21,143308794
2019,21,143308795
2019,21,143305533
2019,21,143308797
2019,21,143308798
2019,21,143308799
2019,21,143305536
2019,21,143308810
2019,21,143305549
2019,21,143305555
2019,21,143301046
2019,21,143308849
2019,22,143308855
2019,21,143301068
2019,21,143308863
2019,21,143301076
2019,21,143305591
2019,21,143308895
2019,21,143308894
2019,21,143301089
2019,21,143308906
2019,22,143305600
2019,21,143301099
2019,21,143301109
2019,21,143308930
2019,21,143308929
2019,21,143301130
2019,21,143305610
2019,21,143301135
2019,21,143305614
2019,21,143301139
2019,21,143308949
2019,21,143301143
2019,21,143305622
2019,21,143305625
2019,21,143308977
2019,21,143308979
2019,21,143308981
2019,21,143308985
2019,21,143301167
2019,21,143308990
2019,21,143309000
2019,21,143309002
2019,21,143311182
2019,21,143305646
2019,21,143305645
2019,22,143305649
2019,21,143311190
2019,21,143309014
2019,21,143309020
2019,21,143305655
2019,21,143309032
2019,21,143309037
2019,21,143309039
2019,21,143309050
2019,22,143311203
2019,21,143309058
2019,21,143309060
2019,21,143309062
2019,21,143311209
2019,21,143309066
2019,21,143309073
2019,21,143311213
2019,21,143309072
2019,21,143309070
2019,21,143305672
2019,21,143309074
2019,21,143309075
2019,21,143309076
2019,22,143309081
2019,22,143311217
2019,21,143311218
2019,21,143309086
2019,21,143309093
2019,21,143309091
2019,21,143309090
2019,21,143305682
2019,21,143305681
2019,21,143305683
2019,21,143309099
