"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2019,119306555,132864200
2019,119299050,132864248
2019,119306901,132869672
2019,119299240,132869792
2019,119307012,132869792
2019,119299239,132869792
2019,119307112,132869896
2019,119307132,132869923
2019,119299594,132870500
2019,119307801,132870542
2019,119312009,132870579
2019,119307925,132870682
2019,119312080,132873286
2019,119307965,132870711
2019,119307965,132870713
2019,119312125,132870755
2019,119300212,132865416
2019,119312726,132873942
2019,119312771,132873981
2019,119309083,132865495
2019,119309156,132874064
2019,119300416,132876890
2019,119309350,132874206
2019,119309350,132876992
2019,119300507,132877072
2019,119309505,132877131
2019,119313081,132877149
2019,119313082,132877147
2019,119309596,132865761
2019,119300608,132865806
2019,123472735,136941615
2019,123470802,136946155
2019,123476774,136941635
2019,123476773,136941635
2019,123476784,136946187
2019,123472783,136941658
2019,123476838,136936829
2019,123470867,136936830
2019,123476842,136941699
2019,123476841,136941699
2019,123476841,136941700
2019,123476844,136941699
2019,123476840,136941699
2019,123476843,136941699
2019,123476840,136941700
2019,123476839,136941699
2019,123472824,136936836
2019,123470879,136936843
2019,123470885,136946262
2019,123470884,136941717
2019,123476879,136946268
2019,123476887,136946273
2019,123476886,136946273
2019,123476891,136946282
2019,123472904,136941760
2019,123472906,136941760
2019,123472919,136946320
2019,123472919,136946322
2019,123472919,136946321
2019,123470933,136936911
2019,123476952,136941800
2019,123470972,136946374
2019,123477040,136941874
2019,122876869,136327423
2019,123241983,136699318
2019,123234469,136702095
2019,123234481,136694435
2019,123237122,136694456
2019,123234503,136699367
2019,123237131,136702124
2019,123237154,136702153
2019,123237159,136702157
2019,123237187,136702182
2019,123234583,136699410
2019,123234625,136702244
2019,123234665,136702272
2019,123234668,136702272
2019,123234684,136694628
2019,123242167,136702301
2019,123237310,136702314
2019,123234717,136702328
2019,123234735,136694677
2019,123234745,136694693
2019,123234783,136702397
2019,123234798,136699543
2019,123242494,136702721
2019,123235160,136702737
2019,123235160,136702738
2019,123242520,136702737
2019,123235226,136695148
2019,123242597,136695180
2019,123235291,136695215
2019,123235291,136702872
2019,123235676,136695554
2019,123238213,136703196
2019,123238220,136695575
2019,123242956,136695580
2019,123242959,136703210
2019,123238237,136703221
2019,123235872,136703344
2019,123238396,136695747
2019,123238428,136695771
2019,123236953,136701976
2019,123236991,136699261
2019,123234407,136699288
2019,123237426,136699558
2019,123234943,136694858
2019,123237552,136702565
2019,123235031,136694939
2019,123242394,136694947
2019,123237612,136694947
2019,123237613,136694947
2019,123235050,136694951
2019,123235108,136702660
2019,123235107,136702660
2019,123242480,136699780
2019,123235158,136699814
2019,123237736,136699820
2019,123235192,136699848
2019,123242565,136695136
2019,123242564,136695136
2019,123242605,136702846
2019,123237904,136699954
2019,123234854,136702465
2019,123234859,136694789
2019,123242276,136694805
2019,123237536,136699634
2019,123237536,136702541
2019,123237536,136702540
2019,123234979,136694885
2019,123235003,136694911
2019,123242399,136694954
2019,123235124,136702676
2019,123237456,136702446
2019,123242474,136699771
2019,123237697,136702705
2019,123237726,136699813
