"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2019,127226446,1,
2019,134508275,6,
2019,127226469,9,
2019,127226742,1,
2019,127226952,6,
2019,127226679,1,
2019,127226961,1,
2019,133075010,9,
2019,133062260,12,5
2019,128264154,1,
2019,129438492,1,
2019,129427578,1,
2019,129438494,1,
2019,129427624,1,
2019,128268845,1,
2019,129417355,1,
2019,129425689,1,
2019,129425688,1,
2019,129425560,6,
2019,134508630,9,
2019,134508988,6,
2019,134518728,6,
2019,133074957,9,
2019,133075065,1,
2019,129427503,1,
2019,123235217,2,
2019,123474902,1,
2019,123472843,1,
2019,123473052,9,
2019,123477032,9,
2019,129425185,1,
2019,129421943,1,
2019,123906943,1,
2019,123907100,1,
2019,130325708,1,
2019,130325745,6,
2019,130325744,6,
2019,123907156,6,
2019,123907155,6,
2019,123907725,1,
2019,123903524,1,
2019,123903569,1,
2019,123903575,1,
2019,123472723,9,
2019,123476955,1,
2019,125173369,1,
2019,125173453,1,
2019,123907076,1,
2019,123907074,1,
2019,130325632,1,
2019,130325790,6,
2019,133062181,1,
2019,123472902,1,
2019,123476931,1,
2019,123476929,1,
2019,123470839,17,
2019,123472857,10,
2019,123472776,1,
2019,123476826,3,
2019,123477016,1,
2019,123449792,1,
2019,133070705,1,
2019,133062233,1,
2019,133070704,1,
2019,133070770,1,
2019,123456292,2,
2019,133075295,1,
2019,130325523,1,
2019,119202411,6,
2019,119202666,9,
2019,119263083,1,
2019,119306570,6,
2019,119307482,1,
2019,119307483,1,
2019,119309064,9,
2019,119313090,1,
2019,123234816,1,
2019,119255500,1,
2019,119193618,1,
2019,119264367,1,
2019,119255499,2,
2019,119265308,1,
2019,119306844,1,
2019,124479126,6,
2019,123235160,1,
2019,123238428,9,
2019,119255313,1,
2019,123235163,9,
2019,123235510,1,
2019,123235259,1,
2019,119202698,1,
2019,119258117,1,
2019,119258117,9,
2019,119264509,1,
2019,119258877,1,
2019,119299665,9,
2019,123237279,9,
2019,123237281,9,
2019,123235495,1,
2019,123235491,1,
2019,123242817,1,
2019,134508748,1,
2019,123453477,1,
2019,119259250,9,
2019,119307809,1,
2019,119300190,9,
2019,119308898,1,
2019,119309382,1,
2019,119309446,1,
2019,134513344,1,
2019,134513420,1,
2019,123237441,1,
2019,123242451,9,
2019,123235387,1,
2019,123235384,1,
2019,123235382,1,
2019,123235383,1,
2019,123237983,1,
2019,123453451,6,
2019,123453458,2,
2019,123456297,1,
2019,123903483,9,
2019,123903655,17,
2019,123903871,1,
2019,123907787,1,
2019,123234781,1,
2019,123242859,1,
2019,127228150,9,
2019,123238070,1,
2019,123470737,1,
2019,123476839,9,
2019,123476844,9,
2019,123476843,9,
2019,123476841,9,
2019,123476840,1,
2019,123476842,9,
2019,123470884,1,
2019,124476459,1,
2019,123235133,1,
2019,123235422,1,
2019,123238432,9,
2019,127212647,1,
2019,127226653,1,
2019,127212398,1,
2019,127228847,9,
2019,123476812,9,
2019,127228727,8,
2019,123904561,1,
2019,124470311,2,
2019,124479324,1,
2019,124470546,6,
2019,125173402,1,
2019,125173514,9,
2019,123907137,1,
2019,127226902,6,
2019,127226901,6,
2019,123470781,1,
2019,123908016,1,
2019,123908019,1,
2019,123908002,1,
2019,130325104,6,
2019,130325124,1,
2019,130325475,1,
2019,123235074,3,
2019,123242601,17,
2019,123235392,1,
2019,123242056,1,
2019,123235512,9,
2019,123237859,1,
2019,129425551,1,
2019,129421963,1,
2019,129421997,6,
2019,129422009,9,
2019,129425621,6,
2019,129425672,2,
2019,123472757,1,
2019,123478197,9,
2019,119254958,1,
2019,119309001,1,
2019,119255422,9,
2019,119307782,1,
2019,119312672,1,
2019,119312917,1,
2019,123472563,1,
2019,123472829,1,
2019,119197328,1,
2019,119194308,1,
2019,119258995,1,
2019,119265109,10,
2019,123472681,6,
2019,123472696,6,
2019,123476863,1,
2019,123476684,1,
2019,123456228,1,
2019,123456317,1,
2019,123470852,1,
2019,123470920,1,
2019,123242736,1,
2019,123243102,9,
2019,119308894,1,
2019,119312884,1,
2019,123449777,9,
2019,123237176,9,
2019,123235358,1,
2019,123472756,9,
2019,123470964,1,
2019,123471006,1,
2019,123238067,1,
2019,123242823,1,
2019,123242917,1,
2019,123470662,1,
2019,119255277,9,
2019,119255491,1,
2019,119306900,1,
2019,119312734,1,
2019,119309295,1,
2019,119309292,1,
2019,119197146,1,
2019,119197185,1,
2019,119259190,3,
2019,119265161,1,
2019,119197684,1,
2019,119197930,1,
2019,119311283,1,
2019,119257406,6,
2019,119258496,1,
2019,119264243,3,
2019,119311410,6,
2019,125178602,1,
2019,130302096,6,
2019,125173299,6,
2019,125173317,1,
2019,125173316,1,
2019,125173408,1,
2019,135408525,1,
2019,128262780,6,
2019,128255671,1,
2019,128269335,1,
2019,135408247,1,
2019,135408722,9,
2019,125178407,17,
2019,135404767,3,
2019,128267972,6,
2019,135408420,1,
2019,134517978,1,
2019,134512981,1,
2019,134518609,6,
2019,129425335,6,
2019,129417377,1,
2019,125168408,1,
2019,125168409,1,
2019,125168415,1,
2019,125168661,6,
2019,125173181,1,
2019,125172912,6,
2019,125172925,1,
2019,125168941,1,
2019,125169096,9,
2019,128263855,6,
2019,128263969,6,
2019,125178385,1,
2019,125178553,1,
2019,125178429,9,
2019,125168897,9,
2019,125168904,6,
2019,125168924,1,
2019,125178600,1,
2019,127212753,1,
2019,129431708,1,
2019,127228326,1,
2019,127228329,1,
2019,127226460,1,
2019,127228806,1,
2019,127228410,1,
2019,127228127,1,
2019,129417362,9,
2019,129425122,1,
2019,129421934,3,
2019,129425475,3,
2019,129417398,6,
2019,129417461,6,
2019,128269221,9,
2019,128268805,1,
2019,128269132,2,
2019,127226840,9,
2019,127226311,1,
2019,127212597,9,
2019,127212717,6,
2019,128264213,1,
2019,128268533,6,
2019,127212649,1,
2019,127228634,1,
2019,127226383,9,
2019,127228220,9,
2019,127228219,9,
2019,127228218,9,
2019,129438556,1,
2019,129438729,9,
2019,129427750,9,
2019,129427747,9,
2019,129431663,1,
2019,129438555,1,
2019,129425394,1,
2019,124470243,1,
2019,124470394,10,
2019,131328505,1,
2019,131299569,9,
2019,129431897,9,
2019,129427555,1,
2019,129438463,1,
2019,133070688,1,
2019,133070942,1,
2019,124479272,1,
2019,124470383,1,
2019,124476474,9,
2019,124479590,9,
2019,124479600,6,
2019,131299696,10,
2019,131322573,1,
2019,134518280,8,
2019,134509168,1,
2019,134518412,1,
2019,124476370,1,
2019,127212418,17,
2019,127212817,1,
2019,127226681,1,
2019,124476277,1,
2019,124479376,1,
2019,124470387,1,
2019,124470388,1,
2019,124479375,1,
2019,124476622,1,
2019,124470524,1,
2019,124470538,9,
2019,124470549,1,
2019,124470614,1,
2019,127228183,1,
2019,127228314,1,
2019,127228313,1,
2019,127228376,1,
2019,127228379,1,
2019,127228377,1,
2019,127212787,1,
2019,127228808,6,
2019,127212782,9,
2019,127227034,1,
2019,124476692,6,
2019,130317347,1,
2019,130317431,1,
2019,130325398,1,
2019,130301900,1,
2019,130325341,9,
2019,130301908,1,
2019,130317707,1,
2019,130325513,1,
2019,130317364,1,
2019,130325133,1,
2019,130325310,1,
2019,130325185,1,
2019,125173092,1,
2019,125168723,9,
2019,125169193,1,
2019,130325376,6,
2019,128263927,6,
2019,125172877,9,
2019,125178199,6,
2019,125178205,2,
2019,125169011,1,
2019,123237671,1,
2019,123234482,1,
2019,123234915,1,
2019,123234946,1,
2019,123237503,1,
2019,123476606,9,
2019,123472907,1,
2019,119193904,1,
2019,119258494,9,
2019,124476319,1,
2019,124476402,1,
2019,124470362,1,
2019,124476528,1,
2019,124470467,1,
2019,124476583,1,
2019,124470486,1,
2019,119299177,6,
2019,119313112,6,
2019,123237512,1,
2019,123235095,9,
2019,123235718,1,
2019,123238235,1,
2019,123235280,1,
2019,123238343,1,
2019,119299443,1,
2019,119255437,1,
2019,119255439,1,
2019,119299677,9,
2019,119313055,10,
2019,119197682,1,
2019,119258541,1,
2019,119299141,1,
2019,119313064,1,
2019,119197401,1,
2019,119198512,1,
2019,119300241,9,
2019,119193583,10,
2019,119197193,10,
2019,119255314,1,
2019,119255315,1,
2019,119255632,1,
2019,119197210,1,
2019,119264050,1,
2019,119300369,1,
2019,119300370,1,
2019,119309536,2,
2019,119264428,1,
2019,119306930,6,
2019,119312912,1,
2019,123903544,3,
2019,123903563,1,
2019,123904312,9,
2019,123476808,1,
2019,123903777,1,
2019,123903776,1,
2019,123903637,1,
2019,123903956,6,
2019,123906913,1,
2019,123907203,10,
2019,123907202,10,
2019,123903751,9,
2019,125168393,1,
2019,125178146,6,
2019,125173384,1,
2019,125172963,1,
2019,125178248,1,
2019,125178730,8,
2019,125178727,9,
2019,125178729,6,
2019,123472708,1,
2019,125172972,1,
2019,125178105,6,
2019,125178278,1,
2019,125178218,1,
2019,125173269,1,
2019,125178357,1,
2019,125178356,1,
2019,125178375,1,
2019,125178372,1,
2019,125178374,1,
2019,125178373,1,
2019,125178664,9,
2019,125178717,9,
2019,124476748,1,
2019,125172918,2,
2019,125168692,1,
2019,125173247,1,
2019,119264270,9,
2019,119264271,9,
2019,119313005,1,
2019,123237821,1,
2019,123237973,1,
2019,119194501,9,
2019,119255426,10,
2019,123456323,6,
2019,129438534,1,
2019,129438763,1,
2019,129438794,1,
2019,123904009,1,
2019,123904035,6,
2019,123907776,1,
2019,119198440,1,
2019,119299017,1,
2019,119308951,2,
2019,119312716,2,
2019,119300239,2,
2019,119308952,2,
2019,119308950,2,
2019,119309598,9,
2019,129438418,1,
2019,123472585,1,
2019,124476333,1,
2019,124470561,1,
2019,129425600,6,
2019,129438378,6,
2019,129427560,9,
2019,129438461,9,
2019,129431736,1,
2019,125168489,1,
2019,125168492,8,
2019,125172969,8,
2019,125178191,6,
2019,125173272,10,
2019,129431665,1,
2019,129431666,1,
2019,129438504,1,
2019,129438505,1,
2019,119262528,1,
2019,119258310,6,
2019,123243083,9,
2019,123235715,1,
2019,119193776,1,
2019,119255112,1,
2019,119255339,1,
2019,119255531,10,
2019,119313058,10,
2019,119300544,9,
2019,119309609,1,
2019,119255594,1,
2019,119254941,1,
2019,119299143,1,
2019,129425127,1,
2019,129425269,1,
2019,129425298,1,
2019,129425296,2,
2019,129417227,6,
2019,129425414,1,
2019,129417270,1,
2019,129425502,6,
2019,129417314,1,
2019,129425594,1,
2019,129425606,6,
2019,129422005,1,
2019,129425637,1,
2019,129425673,1,
2019,129425674,6,
2019,129417430,2,
2019,129425701,6,
2019,129425725,9,
2019,129425726,6,
2019,119258655,2,
2019,119309380,1,
2019,123234837,1,
2019,123237445,1,
2019,123456264,1,
2019,123476825,1,
2019,123472934,1,
2019,123470947,1,
2019,123453456,8,
2019,123470958,1,
2019,123906851,1,
2019,123903499,1,
2019,123906894,1,
2019,123906920,1,
2019,123906937,1,
2019,123903567,1,
2019,123906950,1,
2019,123906949,1,
2019,123907026,1,
2019,123907027,1,
2019,123903606,1,
2019,123903713,1,
2019,123903718,10,
2019,123907256,1,
2019,123903785,1,
2019,123903873,1,
2019,123907345,1,
2019,123903887,1,
2019,123907362,1,
2019,123907441,1,
2019,123904172,1,
2019,123907641,1,
2019,123907649,9,
2019,123904340,2,
2019,123907782,1,
2019,123907797,1,
2019,123907914,9,
2019,123904518,1,
2019,123907936,1,
2019,123907952,1,
2019,123904573,1,
2019,123906866,1,
2019,123903558,1,
2019,123903556,1,
2019,123906944,10,
2019,123903572,1,
2019,123903622,1,
2019,123907033,9,
2019,123903674,9,
2019,123903686,9,
2019,123903710,10,
2019,123903717,10,
2019,123903764,2,
2019,123903762,2,
2019,123903863,1,
2019,123903886,1,
2019,123904018,9,
2019,123907551,1,
2019,123907740,1,
2019,123904328,1,
2019,123907796,2,
2019,123904509,1,
2019,123907916,1,
2019,123904538,1,
2019,123907941,1,
2019,125173124,1,
2019,125178165,6,
2019,129431605,1,
2019,129438371,1,
2019,129431625,1,
2019,123472768,1,
2019,123476956,1,
2019,123471002,10,
2019,123473019,10,
2019,124476193,9,
2019,131296403,6,
2019,131287901,10,
2019,131287900,10,
2019,131325709,6,
2019,125173022,1,
2019,125169039,1,
2019,125173520,9,
2019,124479183,1,
2019,131287731,1,
2019,131287734,1,
2019,131302923,1,
2019,131325466,6,
2019,131325465,6,
2019,131325799,6,
2019,131325887,9,
2019,129438358,1,
2019,129427706,1,
2019,129438356,1,
2019,129438357,1,
2019,129438439,1,
2019,131287868,10,
2019,131296412,9,
2019,131322643,1,
2019,129438330,6,
2019,129431595,1,
2019,131328551,2,
2019,131325590,2,
2019,131328552,2,
2019,131325589,2,
2019,131328553,2,
2019,123235507,9,
2019,131287732,1,
2019,131287735,1,
2019,131325640,2,
2019,131325641,2,
2019,129427788,1,
2019,119306589,9,
2019,119312670,1,
2019,119309435,1,
2019,119309436,1,
2019,119309611,6,
2019,123237352,1,
2019,123242602,1,
2019,123238188,6,
2019,123907531,1,
2019,123907901,1,
2019,131325707,9,
2019,123907234,9,
2019,123907236,9,
2019,123907665,2,
2019,123904209,2,
2019,123904514,1,
2019,129425267,6,
2019,134508633,1,
2019,134508657,9,
2019,131296331,9,
2019,131296347,1,
2019,131299628,1,
2019,128269600,1,
2019,134518621,6,
2019,134518828,6,
2019,134513443,6,
2019,134518455,6,
2019,134518455,1,
2019,124470008,1,
2019,124476069,1,
2019,124476330,1,
2019,124479371,9,
2019,124479316,1,
2019,124476460,1,
2019,124479418,1,
2019,124476158,6,
2019,127228213,1,
2019,124470591,1,
2019,127226746,1,
2019,127226931,1,
2019,127212427,1,
2019,127212583,9,
2019,127228457,10,
2019,124479317,9,
2019,124476593,6,
2019,130317616,1,
2019,130301803,6,
2019,130301812,1,
2019,130325166,1,
2019,130325113,4,
2019,130325112,2,
2019,130325112,4,
2019,130325209,1,
2019,130325208,1,
2019,130325286,1,
2019,131299572,1,
2019,131299603,1,
2019,131322340,6,
2019,129438719,1,
2019,131299608,9,
2019,131328517,6,
2019,131299525,1,
2019,124479486,1,
2019,130302091,6,
2019,130302092,6,
2019,124470261,1,
2019,124476404,1,
2019,124476612,1,
2019,133071044,1,
2019,131299545,1,
2019,131299583,9,
2019,130328014,2,
2019,124470108,1,
2019,133070596,8,
2019,133070597,8,
2019,133070676,1,
2019,124479412,1,
2019,124479411,9,
2019,131287739,1,
2019,131287786,9,
2019,131299629,1,
2019,131299631,1,
2019,131299632,1,
2019,131299630,1,
2019,130325672,1,
2019,130301815,6,
2019,131325498,1,
2019,131322533,9,
2019,130317692,1,
2019,130317793,6,
2019,130317792,6,
2019,130302074,9,
2019,130302087,8,
2019,133062441,6,
2019,133062441,1,
2019,133071159,1,
2019,133075082,1,
2019,133070875,1,
2019,133071034,1,
2019,131299565,1,
2019,131287854,1,
2019,131299739,9,
2019,131328597,6,
2019,133075046,9,
2019,130325686,1,
2019,130328084,6,
2019,134513031,3,
2019,134513215,9,
2019,134513214,9,
2019,134509002,1,
2019,130328111,1,
2019,130328027,1,
2019,131322502,1,
2019,131322503,1,
2019,131328545,1,
2019,130328065,9,
2019,130328101,1,
2019,134508215,1,
2019,134518825,1,
2019,133074843,1,
2019,133074914,1,
2019,130301977,1,
2019,124470005,1,
2019,124479431,1,
2019,124470517,1,
2019,124470516,9,
2019,130317331,1,
2019,124479175,2,
2019,124476313,9,
2019,124470234,1,
2019,124470232,1,
2019,124470407,9,
2019,124470430,1,
2019,130317667,2,
2019,130317666,2,
2019,130302039,1,
2019,130328080,6,
2019,130317733,1,
2019,130328043,3,
2019,130328141,1,
2019,130328168,6,
2019,130325228,1,
2019,130325422,1,
2019,130317642,9,
2019,130317781,1,
2019,130317767,1,
2019,130325385,6,
2019,130317640,1,
2019,133074826,1,
2019,130317435,1,
2019,134512950,1,
2019,131299610,1,
2019,131287813,1,
2019,131287812,1,
2019,131325773,6,
2019,130317547,1,
2019,133074817,1,
2019,133074818,1,
2019,133070815,9,
2019,133071038,1,
2019,134508248,1,
2019,134518811,8,
2019,133070776,1,
2019,134508523,1,
2019,134518467,1,
2019,134508791,2,
2019,134509008,1,
2019,134518692,1,
2019,134508229,1,
2019,134518678,2,
2019,129427533,1,
2019,129431843,1,
