"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,124476249,127952406,1,38492471
2019,124476250,127952406,1,38478801
2019,124476249,127959019,1,38478798
2019,124470168,127952406,1,38478796
2019,124476250,127952404,1,38478799
2019,124476249,127952404,1,38478797
2019,124470168,127952404,1,38478794
2019,124470168,127959019,1,38492470
2019,124476250,127959019,1,38478800
2019,124476300,127959079,1,38490750
2019,124470253,127959117,9,38478831
2019,124476347,127959117,9,38490766
2019,124470313,127959167,14,38492531
2019,124470362,127959202,19,38490786
2019,124476461,127962696,6,38490794
2019,124470382,127952636,6,38478879
2019,124476469,127959224,4,38492551
2019,124470395,127959226,17,38478890
2019,124476472,127959226,17,38492552
2019,124470417,127959252,3,38478898
2019,124476497,127959257,1,38492560
2019,124479428,127952691,5,38490805
2019,124476541,127952706,19,38490815
2019,124479455,127959297,15,38490817
2019,124476561,127959307,24,38492567
2019,124470467,127959323,16,38492569
2019,124470466,127952720,16,38490823
2019,124470467,127952720,16,38492570
2019,124470466,127959323,16,38478909
2019,124470486,127962836,3,38490827
2019,124476648,127952786,7,38478928
2019,124479548,127962879,16,38490847
2019,124479567,127952832,1,38478939
2019,123453415,126899181,1,38068238
2019,123456253,126902679,18,38071712
2019,123453446,126899204,1,38071713
2019,123456264,126902690,9,38075806
2019,123453456,126902691,3,38071716
2019,123453506,126909117,10,38068263
2019,123453508,126902750,1,38068264
2019,123456324,126902760,24,38068271
2019,123449817,126899270,18,38068275
2019,123453533,126899277,5,38068279
2019,119197217,122525471,3,36488053
2019,119197346,122517771,18,36488085
2019,119197395,122517821,16,36488091
2019,119197674,122518108,3,36488202
2019,119198287,122518790,3,36488412
2019,119198513,122518991,3,36488468
2019,119258630,122590881,16,36516122
2019,119258959,122587975,1,36516307
2019,119259141,122591356,15,36520954
2019,119311291,122629298,3,36524676
2019,119306851,122629461,9,36528320
2019,119307058,122629586,1,36524782
2019,119307309,122640563,21,36528495
2019,119307520,122637604,1,36524885
2019,119309062,122642383,5,36529035
2019,119264068,122595888,24,36516087
2019,119263083,122590010,21,36515901
2019,119254087,122584195,1,36511046
2019,119264838,122596664,21,36516377
2019,123242414,126691531,3,37990426
2019,123235148,126691623,3,37981618
2019,123242534,126683409,1,37985704
2019,123235358,126691858,1,37981708
2019,134508320,139331465,1,42766477
2019,119264043,122590784,1,36516082
2019,119254110,122589660,16,36511055
2019,119263481,122587306,24,36515991
2019,119264006,122595827,3,36516077
2019,119264270,122596085,24,36520809
2019,119264271,122596085,24,36516170
2019,119264816,122596639,17,36516358
2019,123456310,126909112,26,38068261
2019,119257384,122586777,3,36520464
2019,119257630,122586952,17,36520534
2019,119258095,122595281,16,36520642
2019,119258887,122596341,9,36520882
2019,119255209,122596341,9,36511352
2019,119259010,122591218,3,36520905
2019,119259420,122591618,21,36521034
2019,119257172,122586639,3,36515680
2019,119263082,122587068,5,36515900
2019,119258078,122587296,24,36511181
2019,119258079,122587296,24,36520639
2019,119258086,122590344,3,36520641
2019,119258542,122590804,5,36511269
2019,119255013,122587736,24,36516115
2019,119264155,122595982,21,36511294
2019,119255623,122597147,16,36511492
2019,119259465,122588385,16,36521043
2019,119265347,122588385,16,36511499
2019,119307782,122641061,1,36528648
2019,119308993,122645813,1,36528999
2019,119312770,122642364,3,36529022
2019,119312917,122646012,21,36525249
2019,119300576,122638766,3,36514591
2019,123453452,126909088,14,38075805
2019,123453460,126899210,16,38068250
2019,123242514,126691635,1,37985696
2019,123238067,126683669,25,37990558
2019,123242823,126691981,25,37990560
2019,123242823,126683669,1,37990559
2019,123238067,126691981,1,37985817
2019,123242917,126689314,3,37985856
2019,123238181,126683762,1,37985867
2019,123242056,126688195,19,37985501
2019,123237555,126691455,1,37985643
2019,123235074,126691532,1,37981593
2019,123242477,126691599,24,37990452
2019,123235218,126688871,1,37981649
2019,123242601,126683470,1,37985731
2019,123235392,126689056,3,37981719
2019,123242753,126689076,1,37990542
2019,123235512,126689174,3,37990561
2019,123235605,126692057,3,37985842
2019,119256962,122586484,19,36520379
2019,119254635,122595298,16,36511191
2019,119255060,122590934,1,36520800
2019,119258797,122591036,6,36511335
2019,119264428,122596229,8,36516242
2019,119255292,122588008,3,36516315
2019,119311478,122629495,3,36524739
2019,119311479,122629495,24,36524740
2019,119312101,122641280,3,36524968
2019,119308966,122645798,21,36528994
2019,119312740,122638429,5,36525191
2019,119300266,122638429,6,36525190
2019,119309499,122642840,16,36530310
2019,119309591,122646235,16,36529237
2019,119309588,122646235,16,36529235
2019,119311448,122629468,9,36524734
2019,119194310,122521985,26,36495593
2019,119197401,122525744,19,36488101
2019,119203603,122518950,3,36492029
2019,119255281,122591195,16,36511373
2019,119255620,122597141,16,36511491
2019,123237003,126690872,3,37985462
2019,123234482,126688130,3,37981388
2019,123237125,126682955,4,37970271
2019,123237164,126688197,24,37985503
2019,123242102,126691119,16,37981428
2019,123234624,126691119,16,37981429
2019,123242198,126691225,12,37981476
2019,123242133,126688310,3,37990306
2019,123237431,126691312,1,37981516
2019,123234837,126683175,24,37990357
2019,123237445,126683175,24,37985599
2019,123234865,126691361,17,37981528
2019,123234903,126688547,1,37981537
2019,123234905,126688547,3,37981538
2019,123234915,126691394,3,37981542
2019,123234946,126683233,6,37990386
2019,123242411,126688700,18,37990423
2019,123242411,126688702,18,37990424
2019,123235075,126683311,9,37981594
2019,123242416,126683314,3,37985664
2019,123235115,126683333,1,37981608
2019,123242459,126683347,16,37990449
2019,123242465,126691585,20,37990451
2019,123235137,126691600,1,37981613
2019,123235136,126691600,18,37981612
2019,123242502,126691625,1,37990458
2019,123242499,126691625,21,37990455
2019,123242499,126691626,1,37990456
2019,123237713,126691626,1,37981620
2019,123242502,126691626,25,37990460
2019,123242502,126691624,1,37990459
2019,123242499,126691624,1,37990454
2019,123237713,126691624,1,37981621
2019,123237713,126691625,25,37985695
2019,123237723,126691639,1,37981625
2019,123237741,126683394,21,37981633
2019,123235200,126688853,9,37990473
2019,123237802,126683440,1,37990478
2019,123242598,126688917,1,37985727
2019,123237860,126691767,1,37985734
2019,119298976,122629232,16,36528176
2019,119299172,122640135,1,36528337
2019,119307844,122641132,1,36528664
2019,119300241,122638398,4,36514487
2019,119300265,122645814,1,36529000
2019,119309583,122646233,14,36529233
2019,123470662,126927562,24,38070260
2019,123472637,126927619,14,38078146
2019,123470752,126930611,3,38070273
2019,123476722,126927681,15,38073316
2019,123476721,126927681,15,38078161
2019,123472756,126930669,18,38078178
2019,123470826,126930686,16,38080297
2019,123470845,126935239,16,38080299
2019,123472843,126930747,24,38078200
2019,123472883,126927851,16,38073363
2019,123472924,126935351,16,38073371
2019,123470945,126927903,16,38078227
2019,123470949,126927911,5,38080346
2019,123472948,126935383,21,38078233
2019,123456303,126909110,3,38075817
2019,123453498,126899251,21,38068259
2019,123453469,126899222,24,38071722
2019,119202422,122518257,15,36495641
2019,119264367,122587857,21,36511328
2019,119263517,122587342,16,36515994
2019,119255139,122591038,21,36511337
2019,119258817,122587885,16,36516241
2019,119265308,122588362,3,36521035
2019,119265344,122597167,16,36516483
2019,119201678,122521412,17,36491425
2019,119202426,122526331,1,36491667
2019,119311503,122629509,3,36524744
2019,119307787,122641069,18,36528649
2019,119312069,122645096,16,36524963
2019,119306589,122629288,5,36528215
2019,119306833,122629446,5,36528310
2019,119311603,122640375,19,36528446
2019,119308021,122641311,16,36528713
2019,119308022,122641311,16,36528714
2019,119312670,122642191,21,36525166
2019,119308909,122645765,3,36525171
2019,119300353,122638513,18,36514520
2019,119309167,122638513,18,36514522
2019,119309167,122638512,18,36514521
2019,119300353,122638512,18,36529084
2019,119309318,122642664,1,36529142
2019,119309378,122646118,16,36529160
2019,119309435,122642773,3,36529178
2019,119309436,122642774,17,36529179
2019,119309569,122638747,3,36514585
2019,119309592,122642922,16,36529238
2019,119309589,122642922,16,36529236
2019,119309611,122638775,3,36529246
2019,119193646,122525494,3,36495388
2019,119198246,122523138,25,36488398
2019,119198245,122523139,25,36488396
2019,119198246,122523139,19,36488397
2019,119198245,122523138,19,36488395
2019,119195079,122526920,24,36495866
2019,119195078,122526920,17,36495865
2019,119255025,122590883,3,36511297
2019,119258736,122596131,1,36520814
2019,119255252,122587972,3,36511365
2019,119255314,122588037,3,36511382
2019,119255315,122588037,16,36511383
2019,119255632,122591662,3,36511498
2019,119311428,122629448,21,36524722
2019,119299143,122629467,9,36514163
2019,119309059,122645871,3,36529034
2019,119309238,122642591,3,36529120
2019,119193555,122525413,3,36495332
2019,119197193,122517607,1,36488043
2019,119193583,122517607,1,36488044
2019,123907232,127381496,14,38249755
2019,123903777,127376958,17,38249771
2019,123903776,127376958,17,38249770
2019,123907275,127376986,3,38252422
2019,123903828,127377009,24,38252424
2019,123903949,127381666,9,38252449
2019,123907444,127377153,24,38249811
2019,123907646,127377394,4,38252504
2019,123907643,127377394,4,38249863
2019,123904211,127381920,24,38252507
2019,123904462,127377639,16,38252557
2019,123904509,127382176,1,38249951
2019,123907919,127382187,15,38252577
2019,123907944,127377725,5,38252592
2019,123908029,127377808,16,38252611
2019,123906883,127376737,3,38249699
2019,123903516,127376736,3,38252315
2019,123903516,127376737,25,38249700
2019,123906883,127376736,25,38252314
2019,123907220,127376918,24,38252411
2019,123903986,127377174,10,38249814
2019,123904214,127381929,1,38252509
2019,123904377,127377555,1,38252538
2019,119254632,122587340,4,36511190
2019,119254941,122587669,15,36511263
2019,119254950,122587676,1,36511267
2019,119264217,122590929,1,36511310
2019,119255293,122588010,1,36511376
2019,119265219,122597018,3,36516458
2019,123242185,126688366,16,37985562
2019,123234869,126691363,3,37985610
2019,123242446,126688761,9,37990444
2019,123242637,126691798,24,37990500
2019,123238063,126689163,3,37990557
2019,123238320,126692236,14,37985901
2019,123238322,126692235,14,37985903
2019,123238320,126692235,25,37985902
2019,123238322,126692236,25,37985904
2019,123242736,126691892,3,37990537
2019,123238174,126692086,4,37985859
2019,123238172,126692086,3,37985858
2019,123235842,126689515,21,37990636
