"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2019,6,146885297
2019,9,142136497
2019,3,142136772
2019,6,143301097
2019,6,142131780
2019,6,142136326
2019,2,142131648
2019,5,142131684
2019,9,142136351
2019,9,142136352
2019,9,142136700
2019,9,142131779
2019,9,143308778
2019,6,143301128
2019,3,141024751
2019,3,141026671
2019,6,141031509
2019,9,142050718
2019,8,142137046
2019,6,142137123
2019,6,142137467
2019,8,142137467
2019,3,142137914
2019,6,142132065
2019,3,141026686
2019,3,141031477
2019,6,141024816
2019,6,141031495
2019,3,141024840
2019,9,141031544
2019,9,141031552
2019,6,141025003
2019,9,141031866
2019,7,141024590
2019,6,141021161
2019,6,141021160
2019,6,141031261
2019,6,141031357
2019,6,141026600
2019,3,141026680
2019,3,141024789
2019,3,141031537
2019,3,141026754
2019,9,141026783
2019,9,141031791
2019,9,141025221
2019,4,141025223
2019,6,142136744
2019,6,142050669
2019,1,142136779
2019,6,142131863
2019,9,142131882
2019,6,142136718
2019,6,142131810
2019,9,142137098
2019,9,142137097
2019,6,142137104
2019,9,142137125
2019,6,142137573
2019,8,142137573
2019,6,142136787
2019,9,142136865
2019,6,142131889
2019,4,141024607
2019,6,141026442
2019,3,141024802
2019,3,141026728
2019,3,141031512
2019,3,141024834
2019,9,141031528
2019,1,141026788
2019,9,141026869
2019,9,141024980
2019,9,141031711
2019,3,141025035
2019,6,141031727
2019,4,141025110
2019,6,141027059
2019,9,142131858
2019,6,143308794
2019,6,143308894
2019,6,143305610
2019,9,143305614
2019,8,143308949
2019,5,143305646
2019,9,143309037
2019,1,143309086
2019,6,143309086
2019,8,143309086
2019,9,143309280
2019,6,141024732
2019,3,141031433
2019,3,141026655
2019,6,141021159
2019,6,141026547
2019,3,141024787
2019,8,141026836
2019,6,141031648
2019,9,141031709
2019,9,141031836
2019,9,141027158
2019,9,141027211
2019,6,141026357
2019,6,141026358
2019,3,141024593
2019,6,141026424
2019,6,141021139
2019,3,141031482
2019,3,141031485
2019,3,141026718
2019,9,141024823
2019,9,141031532
2019,6,141026773
2019,3,141026782
2019,8,141024695
2019,8,141026544
2019,3,141026663
2019,6,141024561
2019,6,141026632
2019,6,141031473
2019,2,141024958
2019,9,142136781
2019,6,141026477
2019,8,141026477
2019,6,141031212
2019,6,141031222
2019,8,141026511
2019,9,141031308
2019,9,141031497
2019,9,141026744
2019,3,141031573
2019,3,141026961
2019,8,141025041
2019,9,141026986
2019,6,141026999
2019,9,141025175
2019,9,141027112
2019,3,141031454
2019,6,141024954
2019,6,141024981
2019,6,141026953
2019,9,141027018
2019,3,141031422
2019,9,141026689
2019,6,141026713
2019,9,141026923
2019,9,141026973
2019,1,141025098
2019,6,141025098
2019,7,141025098
2019,9,141025115
2019,6,141031235
2019,6,141031250
2019,3,141026709
2019,3,141026740
2019,9,141024908
2019,9,141024911
2019,9,141031626
2019,9,141026498
2019,6,141031310
2019,6,141031326
2019,7,141026580
2019,9,141026868
2019,6,141027033
2019,6,141027089
2019,1,141027096
2019,3,141031428
2019,3,141031469
2019,9,141027000
2019,4,141031803
2019,9,141031811
2019,3,141031829
2019,3,141026640
2019,3,141031429
2019,3,141026732
2019,1,141031807
2019,9,141027084
2019,9,141026703
2019,9,141026838
2019,9,141026941
2019,6,141025054
2019,6,141025173
2019,6,141031463
2019,8,141031463
2019,6,141031464
2019,8,141031464
2019,9,141024812
2019,3,141024870
2019,9,141026776
2019,9,141024960
2019,6,141031301
2019,7,141026612
2019,7,141026611
2019,9,141026719
2019,3,141031492
2019,8,141026790
2019,6,141026790
2019,9,141026802
2019,9,142050794
2019,6,142137325
2019,6,142137376
2019,6,142132003
2019,3,142137863
2019,6,141031223
2019,3,141031418
2019,3,141026654
2019,3,141026658
2019,3,141024814
2019,3,141026743
2019,6,141024853
2019,3,141031582
2019,8,141031600
2019,9,141025022
2019,6,141027080
2019,6,141031862
2019,6,141031864
2019,9,141031896
2019,3,141024766
2019,3,141024577
2019,6,141024577
2019,6,141026458
2019,6,141031375
2019,3,141031465
2019,9,141031507
2019,8,132820743
2019,6,132820743
2019,9,132820857
2019,9,132764588
2019,9,132759249
2019,3,132765421
2019,6,132765655
2019,8,144202402
2019,8,144202403
2019,9,144202411
2019,6,144195534
2019,8,144195534
2019,6,144202468
2019,8,144202468
2019,6,144202467
2019,8,144202467
2019,14,144202585
2019,6,144179844
2019,6,144195680
2019,6,144202655
2019,6,144195738
2019,6,144195736
2019,9,144195758
2019,6,144195762
2019,3,144195836
2019,3,144202768
2019,9,132814358
2019,9,132826902
2019,9,132825550
2019,6,132876716
2019,6,132874201
2019,9,143309038
2019,6,143309108
2019,9,143311235
2019,6,143315866
2019,8,143315866
2019,12,143321447
2019,2,143315977
2019,3,143321525
2019,3,143316069
2019,3,143316074
2019,3,143316078
2019,6,143321567
2019,8,143321567
2019,8,143321568
2019,6,143321568
2019,3,143316089
2019,6,144179800
2019,8,144179800
2019,6,144202427
2019,8,144202427
2019,6,144179806
2019,6,144202512
2019,6,144195594
2019,6,144195626
2019,6,144202566
2019,8,144195655
2019,6,144202592
2019,8,144195659
2019,6,144202620
2019,6,144195716
2019,8,144202637
2019,6,144195743
2019,3,144179915
2019,3,144195840
2019,3,144195847
2019,3,144195854
2019,2,144195869
2019,2,144179931
2019,9,144195901
2019,6,144195979
2019,6,144196010
2019,6,144196030
2019,6,144196066
2019,9,144196069
2019,9,144196079
2019,6,144202943
2019,6,144202949
2019,6,144180036
2019,9,144206182
2019,9,144206220
2019,9,144206223
2019,9,144206246
2019,1,144206252
2019,9,144206284
2019,8,144206288
2019,8,144206293
2019,8,144206302
2019,9,144206307
2019,6,132759173
2019,3,132759173
2019,6,132825086
2019,9,132759974
2019,9,132825084
2019,3,132816098
2019,9,132872826
2019,6,132874329
2019,3,132865801
2019,6,148297813
2019,6,148287651
2019,5,148297963
2019,1,148287660
2019,6,148301603
2019,6,148298302
2019,6,148287856
2019,9,148287915
2019,6,148298444
2019,6,148301737
2019,6,148287958
2019,6,132814208
2019,9,132824208
2019,9,132825547
2019,6,132815717
2019,6,132815987
2019,3,132816097
2019,9,132826900
2019,9,132815438
2019,5,132827215
2019,6,132827215
2019,6,132825358
2019,6,132825540
2019,8,132825540
2019,3,132825984
2019,9,132870531
2019,9,132870623
2019,6,132865559
2019,9,132864825
2019,9,132873175
2019,8,132865709
2019,6,141024568
2019,3,141024744
2019,3,141024763
2019,3,141026672
2019,3,141024820
2019,3,141024837
2019,6,141026619
2019,8,141026619
2019,3,141024725
2019,3,141024797
2019,6,141024869
2019,9,141024879
2019,6,141026812
2019,3,141031405
2019,3,141031423
2019,3,141026699
2019,3,141031503
2019,3,141024826
2019,3,141026735
2019,3,141024842
2019,3,141026767
2019,9,141024993
2019,9,141025079
2019,6,141025128
2019,6,141027077
2019,9,141021073
2019,3,141024799
2019,6,141024552
2019,6,141024579
2019,3,141026641
2019,3,141024752
2019,6,141031407
2019,3,141024738
2019,6,141024794
2019,3,141024817
2019,3,141031508
2019,3,141026745
2019,3,141031547
2019,9,141026913
2019,1,141024991
2019,6,141025037
2019,9,141025111
2019,6,141025163
2019,6,141025185
2019,9,141025194
2019,14,141026398
2019,6,141021109
2019,8,141021109
2019,6,141024660
2019,8,141024660
2019,9,141024809
2019,6,141031505
2019,3,141031518
2019,3,141026752
2019,3,141031554
2019,3,141026761
2019,8,141031569
2019,3,141024886
2019,3,141031602
2019,9,141026951
2019,9,141031704
2019,9,141025062
2019,9,141027022
2019,9,141025089
2019,6,141027055
2019,3,141025137
2019,4,141031808
2019,6,141027123
2019,9,141031859
2019,6,141027142
2019,9,141025225
2019,9,141025226
2019,6,141025233
2019,9,141025237
2019,9,141025049
2019,6,141031731
2019,5,141031737
2019,6,141031737
2019,6,141025086
2019,2,141027025
2019,6,148301478
2019,6,148287702
2019,1,148301485
2019,6,148298158
2019,4,148301589
2019,6,148301684
2019,9,143308762
2019,6,143305552
2019,3,143311254
2019,6,143309195
2019,9,143305738
2019,9,143311283
2019,9,143311303
2019,8,143309299
2019,9,143301116
2019,9,143308953
2019,9,143305685
2019,1,143311230
2019,6,143305733
2019,3,143309267
2019,9,143311349
2019,6,143309351
2019,9,143311366
2019,9,143311370
2019,9,143309356
2019,9,143309372
2019,9,143309375
2019,9,143309381
2019,9,143309391
2019,9,143309401
2019,9,143309403
2019,9,143309405
2019,3,148297199
2019,3,148287435
2019,6,148287435
2019,6,148297613
2019,9,148297755
2019,3,148287527
2019,6,148301377
2019,3,148301382
2019,9,148297823
2019,6,148287644
2019,6,148287681
2019,6,148301486
2019,6,148298117
2019,3,148287774
2019,9,148287784
2019,9,148287793
2019,6,148301611
2019,9,136694438
2019,6,136702192
2019,1,136699602
2019,5,136702626
2019,9,136699759
2019,6,136702945
2019,9,136699408
2019,8,136699428
2019,9,136702511
2019,1,136694946
2019,6,136694955
2019,9,136695036
2019,3,136699968
2019,6,136699968
2019,6,136700109
2019,6,136700245
2019,3,136703321
2019,6,149217052
2019,6,149217051
2019,4,149221647
2019,3,149217110
2019,3,149217017
2019,2,149217055
2019,6,149217031
2019,9,149221640
2019,8,149217186
2019,6,149217194
2019,9,149221768
2019,9,145121976
2019,8,145117194
2019,9,145115025
2019,9,145115027
2019,9,145115101
2019,6,145115123
2019,9,145115131
2019,6,145083256
2019,9,145114624
2019,6,145121933
2019,9,145121979
2019,6,145089367
2019,6,145083384
2019,3,145080356
2019,9,145121948
2019,9,145114738
2019,5,145117113
2019,6,145117231
2019,2,145122051
2019,9,145122225
2019,9,145115091
2019,9,145115138
2019,9,145115139
2019,9,145115140
2019,9,145115144
2019,9,145115148
2019,9,145115152
2019,8,145114688
2019,3,145089557
2019,3,145083432
2019,3,145083436
2019,3,145089606
2019,9,145122036
2019,8,145122145
2019,6,145122178
2019,6,145115002
2019,8,145089537
2019,6,145089537
2019,8,145089538
2019,6,145089538
2019,3,145089562
2019,6,145083422
2019,3,145089607
2019,3,145089608
2019,3,145089611
2019,3,145089612
2019,3,145089615
2019,3,145089616
2019,3,145089617
2019,3,145089618
2019,3,145089619
2019,3,145089621
2019,6,145080279
2019,6,145083359
2019,6,145083358
2019,3,145083358
2019,3,145089535
2019,3,145089542
2019,1,145089560
2019,3,145089567
2019,3,145089593
2019,6,145089378
2019,3,145080386
2019,3,145089602
2019,6,145122024
2019,9,145121910
2019,6,145117116
2019,6,145121927
2019,6,145121988
2019,6,145114770
2019,3,145080352
2019,6,145089570
2019,8,145089570
2019,3,146894112
2019,6,146898288
2019,3,146898346
2019,6,146898254
2019,3,146894104
2019,3,146898417
2019,3,146898431
2019,9,146894326
2019,3,146893840
2019,6,146894011
2019,3,146885109
2019,9,146885257
2019,9,146885283
2019,6,146893978
2019,6,146885100
2019,3,146885111
2019,12,146898550
2019,6,146894040
2019,3,146894040
2019,6,146894226
2019,9,146885277
2019,8,146893938
2019,8,146893949
2019,9,146898286
2019,6,146898534
2019,3,146898418
2019,6,146894052
2019,6,143327689
2019,8,143327706
2019,6,143327706
2019,6,143327751
2019,3,143321537
2019,3,143316070
2019,6,143316005
2019,6,143316023
2019,6,143327865
2019,6,143327866
2019,3,143327900
2019,3,143321547
2019,6,143315910
2019,6,143321543
2019,6,143316063
2019,6,143316097
2019,3,143327940
2019,6,143327768
2019,6,143327812
2019,6,143321361
2019,3,143316061
2019,2,143327746
2019,6,143321545
2019,3,143327920
2019,6,143327943
2019,3,143316105
2019,6,144202399
2019,8,144195786
2019,6,144195786
2019,3,144195833
2019,9,148301278
2019,9,148287463
2019,9,148287505
2019,6,148287567
2019,9,148297897
2019,9,148287669
2019,6,148301545
2019,9,148287783
2019,6,143327694
2019,8,143327694
2019,6,143315904
2019,6,143315906
2019,3,143321550
2019,6,143316082
2019,6,143321572
2019,6,143316102
2019,9,144196089
2019,9,144203024
2019,9,144203075
2019,6,144202479
2019,8,144202663
2019,3,144195748
2019,9,144202811
2019,9,144202809
2019,9,144202854
2019,6,144202895
2019,9,144202942
2019,9,144196123
2019,6,144180041
2019,8,144180041
2019,6,144202979
2019,6,144203001
2019,3,144203005
2019,6,144203016
2019,9,144206268
2019,9,144206279
2019,8,144203094
2019,9,144202944
2019,9,144202994
2019,4,144202995
2019,6,144206177
2019,8,144203092
2019,1,144202902
2019,6,144195959
2019,9,144202904
2019,2,144202687
2019,6,144202933
2019,6,144202941
2019,9,144203007
2019,9,144203020
2019,9,144203079
2019,9,144202950
2019,2,144202956
2019,3,144195918
2019,6,144202936
2019,9,144202960
2019,6,143327661
2019,8,143321531
2019,6,143327630
2019,6,143321367
2019,12,144202514
2019,6,144179942
2019,9,144195952
2019,9,144202927
2019,1,144196160
2019,9,143308924
2019,1,143309033
2019,3,143311258
2019,9,143305771
2019,6,143309283
2019,9,143309330
2019,9,143305799
2019,3,143327645
2019,6,143327645
2019,9,144195533
2019,8,144202457
2019,6,144202465
2019,6,144202484
2019,9,144202930
2019,6,144203082
2019,9,144206309
2019,4,143308790
2019,9,143308906
2019,6,143305683
2019,8,143309100
2019,3,143309194
2019,5,144202704
2019,6,144202761
2019,6,144202462
2019,6,144179813
2019,8,144179813
2019,6,144202530
2019,8,144179875
2019,3,144202797
2019,9,144179987
2019,6,144203057
2019,12,144203074
2019,6,144206277
2019,6,144202448
2019,12,144202503
2019,8,144202547
2019,8,144202643
2019,6,144202766
2019,6,144179926
2019,2,144202787
2019,6,144195535
2019,8,144195535
2019,12,144202472
2019,6,144202570
2019,8,144195537
2019,9,144195520
2019,6,144195537
2019,6,144195560
2019,6,144195620
2019,6,144202559
2019,9,144202706
2019,6,144202773
2019,6,144202417
2019,6,144202517
2019,6,144202711
2019,2,144179895
2019,6,144202847
2019,9,144206200
2019,6,144206229
2019,8,144206295
2019,9,144206331
2019,6,144206335
2019,9,144206337
2019,9,144206338
2019,9,144206361
2019,6,144196053
2019,9,144180052
2019,9,144180053
2019,8,144203034
2019,9,144206212
2019,8,144206282
2019,8,144206283
2019,3,143321587
2019,6,144195517
2019,8,144195517
2019,6,144195546
2019,6,144195704
2019,6,144195540
2019,9,143308793
2019,9,143309032
2019,9,143311213
2019,9,143309127
2019,3,143305730
2019,9,143311270
2019,9,143301133
2019,9,143308979
2019,9,143311211
2019,9,143309091
2019,9,143309090
2019,9,143309193
2019,3,145089546
2019,6,145083420
2019,9,144195946
2019,6,144195948
2019,6,144195972
2019,9,144196120
2019,6,144196127
2019,6,144206227
2019,6,144206291
2019,8,144206299
2019,6,144179948
2019,9,144203004
2019,9,144206210
2019,9,144206211
2019,6,144195522
2019,6,144202455
2019,6,144202477
2019,3,144195828
2019,6,144195943
2019,9,144195965
2019,6,144179986
2019,6,144196037
2019,6,148287492
2019,6,148301352
2019,6,148297757
2019,6,136702585
2019,6,136695006
2019,3,136703326
2019,6,132824363
2019,6,132825414
2019,6,132825619
2019,6,132828130
2019,3,132828190
2019,6,137958679
2019,6,137964492
2019,6,137964568
2019,6,137966709
2019,3,143316036
2019,3,143316038
2019,3,143321538
2019,3,143321541
2019,6,143321566
2019,1,143321566
2019,3,143327934
2019,6,143316099
2019,3,132828212
2019,9,132815596
2019,6,132766231
2019,3,132767169
2019,6,132767169
2019,6,132824013
2019,9,132815376
2019,3,132825546
