"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2019,112477295,108344243,1,,
2019,112477347,108344306,7,,
2019,112485399,108344318,6,,
2019,112477355,108344320,7,,
2019,112477357,108344320,5,,
2019,112477378,108348683,7,,
2019,112477387,108344357,6,,
2019,112485457,108352895,4,,
2019,112485532,108344433,1,,
2019,112477451,108344450,7,,
2019,112477498,108344504,4,,
2019,112477501,108344507,7,,
2019,112477522,108344535,1,,
2019,112477554,108344576,7,,
2019,112477588,108344620,7,,
2019,112477589,108344622,7,,
2019,112485767,108344634,7,,
2019,112477615,108344657,7,,
2019,112477667,108344710,7,,
2019,112481866,108344726,7,,
2019,112485921,108353417,7,,
2019,112486009,108353531,6,,
2019,117115040,113523969,4,,
2019,117111469,113529730,4,,
2019,117119770,113519896,7,,
2019,117119773,113529768,4,,
2019,117111513,113519906,6,,
2019,117111521,113529786,5,,
2019,117111522,113529786,7,,
2019,117119853,113519976,4,,
2019,117115189,113519976,7,,
2019,117111626,113524141,7,,
2019,117111632,113520008,7,,
2019,117111640,113524168,4,,
2019,117119919,113520051,7,,
2019,117119921,113520055,4,,
2019,117119940,113520070,1,,
2019,117119950,113520081,1,,
2019,117115314,113520081,7,,
2019,117119975,113520106,7,,
2019,117120179,113520392,7,,
2019,117115573,113524587,7,,
2019,117111958,113520403,7,,
2019,117120215,113520449,7,,
2019,117112077,113520494,7,,
2019,117120270,113520502,7,,
2019,117120303,113530458,7,,
2019,117120306,113520535,7,,
2019,117115031,113519829,7,,
2019,117115057,113523982,6,,
2019,117119758,113519869,7,,
2019,117119764,113519886,7,,
2019,117119767,113519892,7,,
2019,117111503,113519895,7,,
2019,117115092,113524018,7,,
2019,117119793,113519912,5,,
2019,117119795,113519912,7,,
2019,117115132,113519935,7,,
2019,117119821,113524096,7,,
2019,117119822,113529838,6,,
2019,117119854,113519980,7,,
2019,117119857,113519982,2,,
2019,117119856,113519982,4,,
2019,117115195,113519988,4,,
2019,117119874,113529888,5,,
2019,117119875,113529888,7,,
2019,117111641,113520013,7,,
2019,117119896,113524185,7,,
2019,117119897,113529898,7,,
2019,117119903,113520033,5,,
2019,117115257,113520033,7,,
2019,117115261,113524195,7,,
2019,117115271,113520039,7,,
2019,117119932,113529917,7,,
2019,117115307,113520077,7,,
2019,117119953,113520086,7,,
2019,117119959,113524269,7,,
2019,117119965,113524276,4,,
2019,117115331,113524276,1,,
2019,117115330,113524276,7,,
2019,117115333,113529961,6,,
2019,117119988,113524310,7,,
2019,117115353,113529972,1,,
2019,117115493,113524484,4,,
2019,117115499,113524492,7,,
2019,117115502,113524501,7,,
2019,117120046,113530034,1,,
2019,117120084,113524511,6,,
2019,117115512,113524519,7,,
2019,117120143,113530213,6,,
2019,117115552,113520345,7,,
2019,117111910,113520350,7,,
2019,117120161,113520361,7,1,
2019,117120160,113520361,5,,1
2019,117111924,113520361,6,,
2019,117111935,113520377,7,,
2019,117111946,113520389,6,,
2019,117120189,113520402,7,,
2019,117115607,113524635,7,,
2019,117120227,113520455,7,,
2019,117112043,113530380,4,,
2019,117112062,113524660,1,,
2019,119071113,116135857,7,,
2019,119071118,116135866,7,,
2019,119075130,116135885,7,,
2019,119071141,116135894,7,,
2019,119071157,116135920,7,,
2019,119075162,116151864,7,,
2019,119075171,116150136,4,,
2019,119071166,116150144,7,,
2019,119075181,116150151,7,,
2019,119068971,116150199,5,,
2019,119068969,116150199,7,,
2019,119071211,116135982,4,,
2019,119071213,116135983,7,,
2019,119069002,116135987,7,,
2019,119071225,116135994,7,,
2019,119069020,116136003,4,,
2019,119071262,116136029,4,,
2019,119069070,116136037,4,,
2019,119071271,116136038,1,,
2019,119071270,116136038,7,,
2019,119069077,116150319,7,,
2019,119071280,116150330,7,,
2019,119071283,116136052,5,,1
2019,119071282,116136052,7,1,
2019,119069092,116150335,7,,
2019,119071291,116136064,7,,
2019,119069122,116136080,7,,
2019,119071328,116156104,6,,
2019,119075316,116152048,7,,
2019,119069227,116156209,6,,
2019,119071447,116156223,7,,
2019,119069242,116152079,7,,
2019,119071452,116152079,5,,
2019,119069246,116152085,7,,
2019,119069267,116156247,7,,
2019,119075386,116156260,7,,
2019,119071495,116156277,7,,
2019,119071503,116156283,6,,
2019,119071504,116150568,7,,
2019,119069305,116156288,1,,
2019,119069315,116150580,4,,
2019,119075658,116156546,4,,
2019,119071760,116156550,3,,
2019,119071781,116156568,7,,
2019,120224554,117063433,4,,
2019,120211199,117070961,7,,
2019,120229719,117071026,6,,
2019,117111466,113519844,4,,
2019,117111468,113529728,4,,
2019,117119744,113519852,7,,
2019,117111477,113529739,6,,
2019,117115117,113529798,7,,
2019,117115124,113519927,3,,
2019,117111542,113519930,7,,
2019,117115128,113519933,4,,
2019,117115130,113519934,7,,
2019,117111552,113519936,7,,
2019,117111554,113529811,5,,
2019,117119814,113519939,7,,
2019,117111569,113519942,6,,
2019,117115152,113529827,4,,
2019,117119820,113519947,6,,
2019,117115162,113524098,7,,
2019,117119838,113519960,7,,
2019,117115193,113519979,1,,
2019,117119855,113519981,7,,
2019,117115199,113524138,4,,
2019,117111628,113529881,6,,
2019,117119904,113520034,7,,
2019,117115258,113520035,7,,
2019,117119909,113520038,5,,
2019,117119908,113520038,7,,
2019,117115302,113520073,4,,
2019,117115329,113524272,4,,
2019,117111697,113520104,7,,
2019,117119974,113524293,4,,
2019,117111705,113520119,1,,
2019,117115364,113524321,7,,
2019,117115368,113524325,7,,
2019,117111712,113520140,7,,
2019,117111715,113529984,4,,
2019,117115397,113520154,7,,
2019,117120018,113520168,6,,
2019,117115425,113520183,4,,
2019,117115429,113520185,7,,
2019,117115433,113520186,7,,
2019,117115432,113520186,1,,
2019,117120039,113520200,1,,
2019,117115500,113524494,7,,
2019,117120079,113520267,7,,
2019,117111809,113530110,7,,
2019,117120191,113520407,7,,
2019,117111970,113524598,7,,
2019,117111977,113530321,6,,
2019,117120247,113520481,7,,
2019,117112068,113520486,7,,
2019,117120268,113520500,7,,
2019,117115088,113519890,7,,
2019,117119834,113519959,7,,
2019,117119837,113519959,5,,
2019,117111606,113519965,1,,
2019,117111615,113519986,7,,
2019,117111616,113519986,5,,
2019,117115211,113524148,4,,
2019,117115215,113524150,4,,
2019,117115219,113520004,7,,
2019,117115227,113524160,1,,
2019,117119973,113529962,7,,
2019,117119982,113520111,4,,
2019,117119986,113524306,7,,
2019,117115354,113524312,7,,
2019,117119996,113520132,7,,
2019,117115369,113520138,7,,
2019,117115384,113524344,4,,
2019,117115388,113520150,4,,
2019,117115395,113524352,7,,
2019,117120010,113520159,7,,
2019,117120015,113520166,4,,
2019,117115419,113520173,7,,
2019,117120025,113520178,7,,
2019,117120031,113520182,7,,
2019,117120034,113520187,4,,
2019,117115438,113520191,7,,
2019,117111745,113530013,7,,
2019,117111746,113520197,7,,
2019,117115454,113530029,7,,
2019,117111813,113530114,4,,
2019,117115522,113520303,7,,
2019,117111842,113530147,1,,
2019,117120121,113520315,7,,
2019,117111860,113530169,7,,
2019,117115534,113530186,7,,
2019,117111899,113520339,7,,
2019,117111900,113520339,5,,
2019,117111927,113520365,5,,
2019,117120163,113520365,7,,
2019,117115575,113520398,6,,
2019,117115582,113530314,7,,
2019,117120202,113520422,4,,
2019,117115589,113524610,4,,
2019,117111994,113520424,7,,
2019,117112004,113520431,7,,
2019,117120208,113520436,7,,
2019,117120209,113520436,5,,
2019,117115612,113524644,7,,
2019,117112083,113524681,7,,
2019,117115640,113530435,7,,
2019,117115645,113520517,7,,
2019,117112105,113520517,4,,
2019,117120289,113520517,5,,
2019,117120292,113520520,4,,
2019,117120298,113520525,4,,
2019,117120300,113520527,6,,
2019,117120301,113520528,7,,
2019,117120302,113520530,7,,
2019,117120307,113520536,7,,
2019,117115656,113524710,7,,
2019,117120311,113520543,7,,
2019,122569674,119775002,7,,
2019,122563450,119775008,7,,
2019,122569680,119775009,5,,
2019,122569681,119775009,7,,
2019,122569683,119775013,1,,
2019,122569687,119775016,7,,
2019,122569691,119775020,4,,
2019,122565512,119775024,4,,
2019,122569710,119775045,7,,
2019,122565590,119775050,4,,
2019,122569726,119775058,7,,
2019,122569736,119775064,4,,
2019,122563566,119779915,3,,
2019,122565629,119783056,3,,
2019,122569755,119775086,7,,
2019,122569772,119775105,3,,
2019,122563595,119775108,2,,
2019,122569775,119775110,4,,
2019,122565663,119783089,7,,
2019,122563613,119779964,7,,
2019,122565685,119775127,4,,
2019,122569791,119775133,7,,
2019,122565702,119783136,4,,
2019,122565703,119783136,7,1,
2019,122569795,119775137,7,,
2019,122569796,119775138,7,,
2019,120224577,117063426,7,,
2019,120224579,117063427,7,,
2019,120224539,117063431,4,,
2019,120224540,117063431,7,,
2019,120224547,117070869,4,,
2019,120229600,117063435,7,,
2019,120229605,117063436,7,,
2019,120224588,117063438,7,,
2019,120211216,117063442,7,,
2019,120211217,117070977,7,,
2019,120229667,117070977,5,,
2019,120229776,117071077,7,,
2019,120229923,117063502,7,,
2019,120224650,117071241,7,,
2019,120211347,116955580,7,,
2019,120211349,116955584,7,,
2019,120230230,116955670,7,,
2019,120211436,117071583,4,,
2019,120230254,117063556,7,,
2019,120230297,117071664,7,,
2019,120230317,117071692,7,,
2019,120230327,117071710,7,,
2019,120211472,117071761,7,,
2019,120230391,117071780,1,,
2019,120230424,117071820,7,,
2019,120230436,117071836,4,,
2019,120230439,117071842,4,,
2019,120230442,117071844,7,,
2019,120230443,117071844,1,,
2019,120230447,117063566,4,,
2019,120211485,116955727,4,,
2019,120230484,117063569,4,,
2019,120230523,117063572,4,,
2019,120230528,117071935,4,,
2019,120230539,117071950,7,,
2019,120230588,117072011,1,,
2019,120230594,117072021,6,,
2019,120230613,117072048,7,,
2019,120230631,117072068,5,,
2019,120230629,117072068,7,,
2019,120230658,117072097,4,,
2019,120211515,117063577,4,,
2019,120230747,117072192,1,,
2019,120230786,117072226,7,,
2019,120211533,117072226,5,,
2019,120230823,117072264,5,,
2019,120230822,117072264,7,,
2019,120230865,117072303,7,,
2019,120229810,117071118,4,,
2019,120229811,117071118,7,,
2019,120229913,116955514,7,,
2019,120229922,117071236,4,,
2019,120229780,117071084,7,,
2019,120229857,117063485,4,,
2019,120229856,117063485,7,,
2019,120224632,117063486,7,,
2019,120211353,117063540,7,,
2019,117111450,113519832,5,,1
2019,117111451,113519832,7,1,
2019,117115052,113523980,7,,
2019,117119742,113519850,1,,
2019,117115066,113523990,7,,
2019,117115079,113529755,7,,
2019,117119789,113529780,1,,
2019,117119836,113519957,7,,
2019,117111605,113519964,7,,
2019,117119849,113524126,7,,
2019,117111611,113529864,7,,
2019,117115295,113529916,7,,
2019,117119939,113520068,7,,
2019,117115306,113520076,7,,
2019,117115320,113520085,4,,
2019,117119955,113520087,7,,
2019,117111684,113520096,3,,
2019,117119977,113520109,7,,
2019,117111704,113520118,6,,
2019,117119990,113520122,6,,
2019,117111766,113530054,7,,
2019,117111778,113520245,7,,
2019,117111817,113520294,7,,
2019,117120129,113520320,4,,
2019,117111895,113520337,7,,
2019,117120150,113520348,4,,
2019,117120174,113520386,7,,
2019,117120182,113520397,7,,
2019,117112002,113520430,4,,
2019,117112019,113530354,7,,
2019,117120211,113520441,7,,
2019,117115600,113524624,7,,
2019,117115077,113524003,7,1,
2019,117115076,113524003,5,,1
2019,117119777,113524024,7,,
2019,117119833,113519955,7,,
2019,117119840,113519963,4,,
2019,117115185,113519962,7,,
2019,117115186,113519962,5,,
2019,117111607,113529860,7,,
2019,117119843,113519970,7,,
2019,117119847,113519972,7,,
2019,117119858,113519985,1,,
2019,117119862,113519991,7,,
2019,117119865,113524133,4,,
2019,117115206,113524143,7,,
2019,117111464,113529723,7,,
2019,117119754,113523995,7,,
2019,117111496,113529756,7,,
2019,117119785,113519904,4,,
2019,117115235,113524173,4,,
2019,117119913,113524208,4,,
2019,117115287,113529911,7,,
2019,117111657,113529918,4,,
2019,117111659,113529921,7,,
2019,117115305,113529926,4,,
2019,117119952,113524256,7,,
2019,117115322,113520088,6,,
2019,117115323,113524266,7,,
2019,117119957,113529946,5,,
2019,117111679,113529946,7,,
2019,117111681,113520093,4,,
2019,117119970,113520101,3,,
2019,117115350,113520116,7,,
2019,117111703,113529966,7,,
2019,117115361,113520130,4,,
2019,117120000,113524323,7,,
2019,117115378,113520145,4,,
2019,117115392,113520152,7,,
2019,117120040,113520203,7,,
2019,117115455,113520204,7,,
2019,117120042,113524429,1,,
2019,117120045,113520207,5,,
2019,117115460,113520207,7,,
2019,117120048,113520210,1,,
2019,117111793,113530081,7,,
2019,117111799,113524497,4,,
2019,117120098,113520295,4,,
2019,117115517,113520299,4,,
2019,117120133,113520329,4,,
2019,117115537,113524549,7,,
2019,117120136,113530201,7,,
2019,117115543,113530206,7,,
2019,117115548,113530217,4,,
2019,117111913,113530230,7,,
2019,117111916,113530235,7,,
2019,117115561,113524569,7,,
2019,117120173,113524580,7,,
2019,117111957,113524592,7,,
2019,117111965,113520410,7,,
2019,117115583,113520417,4,,
2019,117111990,113530332,7,,
2019,117120219,113520451,7,,
2019,117120241,113524656,7,,
2019,117120262,113530415,7,,
2019,117112080,113520498,5,,1
2019,117120265,113520498,7,1,
2019,117120269,113520501,4,,
2019,117112093,113530431,5,,1
2019,117112092,113530431,7,1,
2019,117120277,113520511,7,,
2019,117120291,113520519,7,,
2019,117120294,113520521,7,,
2019,117120296,113520523,4,,
2019,117120304,113520531,1,,
2019,117120305,113520534,1,,
2019,117119734,113519835,5,,1
